N	3gram	Voloshinov_1	Problema
1	о том что	2	14
2	в этом случае	3	7
3	в конце концов	3	7
4	то что мы	4	7
5	то же самое	4	5
6	того или иного	5	5
7	в связи с	2	5
8	же самое время	2	4
9	что же такое	2	4
10	в то же	9	4
11	что иное как	2	3
12	можно сказать что	2	3
13	есть не что	2	3
14	не что иное	2	3
15	не может быть	2	3
16	но и в	3	3
17	у нас не	2	2
18	с самого начала	4	2
19	или хотя бы	2	2
20	для того чтобы	7	2
21	то или иное	4	2
22	связи с этим	2	2
23	не только в	3	2
24	должны были бы	2	2
25	и той же	2	2
26	на самом деле	3	2
27	одной и той	2	2
