N	2gram	Voloshinov_2	DiskursI
1	в себе	4	19
2	при этом	9	17
3	в качестве	3	16
4	и в	19	16
5	может быть	28	16
6	как и	9	16
7	в этом	15	16
8	и не	19	15
9	а не	9	14
10	и т.п	10	12
11	в отличие	3	12
12	отличие от	3	12
13	то есть	2	12
14	но и	10	11
15	но в	7	11
16	том что	10	10
17	не только	13	10
18	так и	10	9
19	не может	18	9
20	в том	7	8
21	прежде всего	7	7
22	в нем	11	7
23	ни в	6	7
24	но не	2	7
25	в данном	5	7
26	с его	8	6
27	отнюдь не	8	6
28	себя в	2	6
29	еще не	3	6
30	все же	5	6
31	в своей	3	6
32	то же	16	6
33	а с	2	5
34	что в	2	5
35	в своем	2	5
36	с другой	3	5
37	же время	8	5
38	для него	9	5
39	то что	4	5
40	и на	5	5
41	в то	8	5
42	к этому	5	4
43	к его	2	4
44	в пределах	10	4
45	одной стороны	3	4
46	как бы	19	4
47	отношению к	8	4
48	по отношению	8	4
49	с одной	3	4
50	в основе	9	4
51	точки зрения	17	4
52	в этой	3	4
53	и то	3	4
54	о том	3	4
55	не является	8	4
56	перед нами	3	3
57	подход к	2	3
58	могут быть	3	3
59	в этих	3	3
60	столь же	3	3
61	это не	4	3
62	и все	6	3
63	или иной	5	3
64	и того	5	3
65	и как	6	3
66	не в	10	3
67	здесь в	2	3
68	в контексте	5	3
69	он не	3	3
70	той или	4	3
71	в его	5	3
72	в становлении	3	3
73	в котором	3	3
74	жизни и	2	3
75	и ее	4	3
76	приводит к	2	3
77	не было	3	3
78	все эти	3	3
79	внутренней речи	7	3
80	как на	2	3
81	и его	16	3
82	об одном	2	3
83	одного и	4	3
84	в другом	3	3
85	не знает	2	3
86	только в	8	3
87	не следует	2	3
88	его в	7	3
89	место в	2	2
90	неотделим от	2	2
91	никогда не	7	2
92	интонации и	3	2
93	и чужого	2	2
94	и всякое	2	2
95	в большинстве	5	2
96	или иного	2	2
97	стороны и	2	2
98	в той	5	2
99	что он	4	2
100	является не	5	2
101	того же	5	2
102	должна быть	4	2
103	одно и	3	2
104	из важнейших	2	2
105	в формах	4	2
106	о чем	2	2
107	общения и	2	2
108	в ней	3	2
109	далеко не	2	2
110	на почве	9	2
111	для себя	4	2
112	не с	2	2
113	что и	3	2
114	с точки	13	2
115	не к	3	2
116	вместе с	2	2
117	и прежде	2	2
118	в языке	7	2
119	не на	2	2
120	именно в	2	2
121	на языке	2	2
122	сводится к	2	2
123	речи в	10	2
124	и для	7	2
125	должно быть	3	2
126	а в	3	2
127	той же	3	2
128	и с	2	2
129	себя с	2	2
130	стремится к	2	2
131	и это	3	2
132	между тем	6	2
