N	2gram	Ircho_Kome_1	EvropaiC
1	таким образом	8	32
2	в том	11	31
3	и в	22	24
4	том что	12	20
5	не может	2	18
6	то что	2	17
7	может быть	9	15
8	все же	3	15
9	точки зрения	4	13
10	до сих	2	12
11	сих пор	2	12
12	в этом	3	12
13	все это	5	11
14	между тем	5	11
15	отношению к	3	10
16	мы знаем	2	10
17	по отношению	3	10
18	все что	2	10
19	так и	5	10
20	на то	3	9
21	при этом	5	9
22	в результате	4	9
23	как и	9	9
24	того же	2	9
25	что в	6	9
26	не в	6	8
27	в самом	2	8
28	так же	3	8
29	и все	3	8
30	ясно что	4	8
31	не менее	3	7
32	для этого	2	7
33	к тому	6	7
34	но и	11	7
35	и не	8	7
36	по своей	2	7
37	о том	8	7
38	что он	6	7
39	о которых	5	7
40	в силу	2	7
41	или менее	2	7
42	с другой	5	6
43	в этой	7	6
44	несмотря на	4	6
45	и на	3	6
46	что касается	2	6
47	так как	4	6
48	в сознании	3	6
49	еще не	2	6
50	что и	4	6
51	мы можем	4	6
52	только в	3	6
53	вместе с	2	6
54	именно в	4	5
55	и без	2	5
56	столь же	2	5
57	на все	2	5
58	тому же	6	5
59	у него	3	5
60	в целом	3	5
61	другой стороны	5	5
62	и с	3	5
63	потому что	5	5
64	его в	3	5
65	но в	4	5
66	к этому	4	5
67	из всех	2	5
68	в то	10	5
69	по своему	3	5
70	в его	5	5
71	не только	10	5
72	в себе	2	5
73	как будто	2	5
74	в которой	6	5
75	в конце	6	4
76	тем не	2	4
77	хотя и	3	4
78	отношение к	3	4
79	из них	10	4
80	в их	4	4
81	которых мы	2	4
82	в состоянии	2	4
83	он не	3	4
84	конце концов	4	4
85	то же	6	4
86	в течение	3	4
87	в в	4	4
88	из которых	2	4
89	и у	3	4
90	в виде	3	4
91	в области	2	4
92	же как	3	3
93	с одной	3	3
94	вопрос о	3	3
95	в тех	3	3
96	по одному	2	3
97	в нем	4	3
98	то ни	2	3
99	и других	7	3
100	образом в	2	3
101	и по	6	3
102	а в	6	3
103	каждый из	3	3
104	в начале	3	3
105	в истории	5	3
106	в эти	2	3
107	прежде всего	5	3
108	у нас	3	3
109	как известно	2	3
110	тот же	3	3
111	даже в	3	3
112	только что	2	3
113	даже если	2	3
114	что по	2	3
115	отличие от	2	3
116	либо как	2	2
117	независимо от	2	2
118	в частности	3	2
119	ему и	2	2
120	что у	2	2
121	именно потому	2	2
122	как мы	4	2
123	такой же	2	2
124	что они	4	2
125	на этом	2	2
126	же время	4	2
127	в свою	2	2
128	одной стороны	3	2
129	и сам	3	2
130	время от	4	2
131	к нему	2	2
132	всяком случае	2	2
133	в котором	4	2
134	только один	2	2
135	с ее	2	2
136	мы видели	2	2
137	бы то	2	2
138	то и	2	2
139	ни было	2	2
140	не следует	2	2
141	одну из	2	2
142	только при	2	2
143	во всяком	2	2
144	этом что	2	2
145	в них	3	2
146	вовсе не	2	2
147	а к	2	2
148	одна из	2	2
149	но не	2	2
150	тех же	2	2
151	было бы	2	2
152	со своей	2	2
153	и из	2	2
154	в сущности	2	2
155	между прочим	2	2
156	тем как	2	2
157	которую он	2	2
158	и особенно	4	2
159	на него	4	2
160	в себя	2	2
161	или вовсе	3	2
162	и ее	3	2
163	в другом	4	2
164	ту же	2	2
