N	2gram	Vinokur_Vv_1	Psycholo
1	в том	31	37
2	и в	27	32
3	и что	4	22
4	том что	26	21
5	то что	17	21
6	таким образом	19	21
7	потому что	14	21
8	что в	11	20
9	так же	3	18
10	может быть	24	18
11	что и	3	17
12	не может	13	17
13	точки зрения	7	17
14	что она	3	16
15	самом деле	6	16
16	того чтобы	21	14
17	что он	4	13
18	при этом	3	13
19	то же	8	13
20	для того	21	13
21	в этом	34	13
22	по себе	9	12
23	в самом	12	12
24	не только	21	12
25	заключается в	4	12
26	так как	13	12
27	с тем	6	11
28	было бы	5	11
29	при помощи	2	10
30	как и	5	10
31	и т	43	10
32	но и	5	10
33	и не	13	10
34	с точки	2	10
35	никогда не	3	9
36	в своих	2	9
37	тем что	6	9
38	что это	3	8
39	не менее	8	8
40	не в	8	8
41	дело с	6	8
42	т п	5	8
43	той же	4	8
44	того что	12	8
45	к тому	4	7
46	ясно что	9	7
47	и как	9	7
48	а не	3	7
49	в сущности	3	7
50	все эти	3	7
51	можно было	7	7
52	и его	5	7
53	сказать что	5	7
54	как будто	3	7
55	только в	13	7
56	в этой	3	6
57	как бы	5	6
58	же самое	2	6
59	что если	2	6
60	о том	15	6
61	если бы	2	6
62	в ней	3	5
63	до сих	5	5
64	сих пор	5	5
65	все это	6	5
66	как раз	4	5
67	этом отношении	3	5
68	только на	3	5
69	и даже	5	5
70	есть только	2	5
71	как на	11	5
72	и на	3	5
73	в то	5	5
74	же как	3	4
75	от того	3	4
76	с этой	4	4
77	есть не	3	4
78	тем не	8	4
79	как это	5	4
80	в чем	4	4
81	и сам	2	4
82	несмотря на	2	4
83	материал для	3	4
84	и той	2	4
85	и тем	5	4
86	в нем	13	4
87	все же	8	4
88	из них	3	4
89	жизни и	2	4
90	наряду с	2	4
91	и до	2	4
92	данном случае	5	4
93	а в	5	4
94	мы имеем	3	4
95	одной и	2	4
96	не имеет	4	4
97	и для	4	4
98	и те	2	4
99	в данном	11	4
100	тому что	2	4
101	и с	2	4
102	говорит он	2	4
103	могут быть	4	4
104	с этим	2	4
105	в целом	5	4
106	если же	2	4
107	и это	6	4
108	ничего не	2	4
109	как она	4	4
110	того как	3	4
111	между тем	8	4
112	в общем	12	3
113	по своему	5	3
114	не могут	5	3
115	состоит в	2	3
116	в частности	3	3
117	для этого	3	3
118	хотя бы	5	3
119	с другой	8	3
120	не как	3	3
121	само собой	2	3
122	в конце	3	3
123	точно так	2	3
124	представить себе	5	3
125	а только	8	3
126	по существу	2	3
127	об этом	5	3
128	так что	5	3
129	что именно	2	3
130	и заключается	4	3
131	но как	2	3
132	том виде	3	3
133	до конца	3	3
134	что с	3	3
135	в §	7	3
136	только как	6	3
137	например в	2	3
138	в своей	4	3
139	может служить	3	3
140	конце концов	2	3
141	не могли	2	3
142	один из	6	3
143	то это	3	3
144	не к	2	3
145	во всех	2	3
146	том чтобы	6	3
147	и ее	4	3
148	бы и	2	3
149	в их	11	3
150	в отношении	2	3
151	что же	3	3
152	это только	4	3
153	которого мы	2	3
154	на этом	3	3
155	имеет дело	5	3
156	и других	3	3
157	этот вопрос	4	3
158	и вот	3	3
159	и сейчас	2	3
160	что не	5	3
161	и совершенно	2	3
162	само по	3	3
163	в которых	6	3
164	и то	5	3
165	во всем	2	3
166	отношении к	2	3
167	или же	3	3
168	тогда когда	3	3
169	но в	10	3
170	видит в	4	3
171	мы не	2	3
172	в виду	4	3
173	мы можем	2	3
174	не существует	2	2
175	не до	2	2
176	на вопрос	6	2
177	зависит от	3	2
178	однако не	4	2
179	это может	2	2
180	казалось бы	2	2
181	все более	3	2
182	к действительности	2	2
183	понятно что	3	2
184	в них	4	2
185	сравнению с	3	2
186	в какой	4	2
187	это не	8	2
188	одного и	2	2
189	в одном	4	2
190	в каждом	4	2
191	это в	2	2
192	во всяком	3	2
193	говорит о	3	2
194	что чем	2	2
195	же время	5	2
196	как история	3	2
197	и при	2	2
198	тем более	2	2
199	к какому	2	2
200	еще не	4	2
201	но не	7	2
202	того же	3	2
203	две части	2	2
204	по сравнению	3	2
205	но что	3	2
206	из которых	2	2
207	вовсе не	6	2
208	должен был	4	2
209	к нему	2	2
210	во внимание	2	2
211	том же	2	2
212	что каждая	2	2
213	в его	10	2
214	не вполне	4	2
215	всяком случае	3	2
216	в ее	11	2
217	как он	6	2
218	в этих	3	2
219	отношение к	3	2
220	на том	3	2
221	вместе с	6	2
222	значение в	2	2
223	значение и	2	2
224	себе и	2	2
225	и без	2	2
226	как нечто	8	2
227	другой стороны	5	2
228	в особенности	4	2
229	т д	37	2
230	что оно	2	2
231	и наоборот	2	2
232	после того	2	2
233	а потому	3	2
234	из того	2	2
235	этой области	3	2
236	именно на	2	2
237	на этот	4	2
238	в очень	3	2
239	самое что	2	2
240	отличие от	3	2
241	каждый из	2	2
242	также и	16	2
243	и далее	2	2
244	в себе	4	2
245	и вообще	3	2
246	может оказаться	3	2
247	в свое	2	2
248	философии и	2	2
249	ответ на	3	2
250	когда мы	2	2
251	того не	2	2
