N	2gram	Vygotskiy__2	slovoVRo
1	и в	32	41
2	в нем	4	30
3	и т	10	28
4	то есть	21	26
5	т п	8	23
6	в романе	2	21
7	могут быть	4	19
8	во всех	3	17
9	но и	10	16
10	и не	10	16
11	точки зрения	17	16
12	не только	12	16
13	а не	7	15
14	то же	13	14
15	может быть	18	14
16	не может	17	14
17	и его	7	14
18	и на	5	14
19	в то	5	14
20	в сущности	7	13
21	в его	2	13
22	же время	2	12
23	до конца	3	12
24	как бы	6	12
25	в этом	13	12
26	так и	3	11
27	в узком	2	10
28	таким образом	21	9
29	все эти	7	9
30	слова в	2	8
31	на его	2	8
32	точка зрения	2	8
33	в особенности	2	8
34	но в	3	8
35	как в	9	8
36	с точки	10	8
37	не в	8	7
38	и следовательно	2	7
39	отношение к	2	7
40	в поэтическом	2	7
41	вовсе не	2	7
42	в своей	3	7
43	все же	4	7
44	во всяком	2	7
45	в отношении	3	6
46	того же	2	6
47	это не	2	6
48	при этом	13	6
49	и даже	5	6
50	а в	4	6
51	в них	2	6
52	оно не	2	6
53	к своему	2	6
54	только в	7	6
55	отношении к	3	6
56	с другой	3	5
57	роман и	2	5
58	в самом	12	5
59	всяком случае	2	5
60	все это	5	5
61	т д	2	5
62	в основе	11	5
63	и к	3	5
64	не на	2	5
65	еще более	3	5
66	к нему	2	5
67	с другими	2	5
68	в языке	4	5
69	он в	3	5
70	далеко не	5	5
71	и от	2	4
72	в каждом	2	4
73	и часто	2	4
74	в ней	5	4
75	один из	3	4
76	с ее	3	4
77	в их	3	4
78	и с	4	4
79	в которой	2	4
80	и все	4	4
81	поэзии и	7	4
82	с его	2	4
83	не как	3	4
84	ли он	2	4
85	как и	10	4
86	в смысле	3	4
87	еще не	2	4
88	том же	2	4
89	в процессе	2	4
90	другой стороны	2	4
91	и для	4	4
92	ту же	4	4
93	там где	2	4
94	ничего не	4	4
95	как только	2	3
96	есть как	2	3
97	не могут	3	3
98	все время	6	3
99	никогда не	9	3
100	хотя бы	3	3
101	формы и	6	3
102	к тому	7	3
103	в том	37	3
104	и сам	4	3
105	в свою	3	3
106	в него	2	3
107	из них	4	3
108	данном случае	4	3
109	и других	3	3
110	форм и	2	3
111	того что	8	3
112	в других	2	3
113	также и	2	3
114	образом в	3	3
115	и здесь	2	3
116	не было	2	3
117	о том	6	3
118	романе в	2	3
119	так как	12	3
120	которая не	2	3
121	произведения как	2	3
122	с этим	4	3
123	в себе	2	3
124	с этой	4	3
125	по существу	3	3
126	эта форма	2	3
127	она не	2	3
128	было бы	11	3
129	он не	6	3
130	в свое	2	3
131	из этого	4	3
132	бы и	3	3
133	при всем	3	3
134	в данном	4	3
135	и ее	3	3
136	в поэзии	3	3
137	которые в	4	3
138	свою очередь	2	2
139	же как	4	2
140	в частности	3	2
141	тому что	4	2
142	столь же	4	2
143	что все	9	2
144	на все	5	2
145	том и	2	2
146	для нас	2	2
147	так что	3	2
148	что они	7	2
149	на этом	3	2
150	они в	2	2
151	например в	3	2
152	и той	4	2
153	для того	13	2
154	и по	4	2
155	и тем	4	2
156	в целом	4	2
157	в этих	2	2
158	на том	2	2
159	как к	3	2
160	имеет дело	3	2
161	те же	6	2
162	у них	2	2
163	так же	18	2
164	и те	4	2
165	время как	3	2
166	сказать что	7	2
167	потому что	21	2
168	но он	3	2
169	того или	3	2
170	между тем	4	2
171	в сознании	4	2
172	в одном	2	2
173	или иного	2	2
174	имеет свой	2	2
175	интерес к	2	2
176	и эти	2	2
177	том что	21	2
178	мы видим	4	2
179	но не	2	2
180	по своему	3	2
181	а на	4	2
182	то время	3	2
183	с этими	2	2
184	до сих	5	2
185	совершенно не	4	2
186	сих пор	5	2
187	в ее	2	2
188	как раз	5	2
189	так в	2	2
190	в самых	2	2
191	а с	2	2
192	на самом	5	2
193	если мы	12	2
194	только на	5	2
195	и у	2	2
196	той же	8	2
197	роль в	2	2
198	мы не	3	2
199	можно было	7	2
200	и то	3	2
201	тем и	2	2
202	и вообще	2	2
