N	2gram	Tiupa_Lite_3	KulturaY
1	потому что	3	25
2	и в	16	23
3	не только	14	20
4	в том	12	19
5	в этом	14	18
6	и не	22	16
7	ни к	3	15
8	было бы	2	15
9	может быть	12	15
10	точки зрения	7	14
11	если бы	2	12
12	у нас	2	12
13	в самом	3	12
14	том что	8	11
15	того чтобы	2	11
16	в области	3	11
17	но в	3	11
18	что в	2	10
19	по себе	2	10
20	а не	12	10
21	вопрос о	2	9
22	то что	12	9
23	самом деле	3	9
24	для того	2	9
25	не может	8	9
26	с другой	6	8
27	прежде всего	3	8
28	не в	10	8
29	в качестве	5	8
30	уже не	3	8
31	с точки	3	8
32	не менее	2	7
33	все же	2	7
34	но и	14	7
35	другой стороны	2	7
36	и с	2	7
37	это не	5	6
38	в этой	8	6
39	но не	4	6
40	что не	2	6
41	то же	9	6
42	между тем	3	6
43	и на	2	6
44	я не	2	5
45	что он	5	5
46	по существу	4	5
47	еще не	6	5
48	несмотря на	2	5
49	в его	6	5
50	один из	2	5
51	и тем	3	5
52	вместе с	5	5
53	там где	3	5
54	и вот	2	5
55	лишь в	5	5
56	как это	3	5
57	только в	7	5
58	отнюдь не	3	4
59	к этому	2	4
60	бы и	3	4
61	на то	2	4
62	можно сказать	2	4
63	к тому	6	4
64	что я	5	4
65	должно быть	4	4
66	своего рода	10	4
67	хотя и	4	4
68	как бы	8	4
69	однако не	3	4
70	в нем	2	4
71	со стороны	7	4
72	так же	2	4
73	в данном	4	4
74	в то	9	4
75	в конце	2	4
76	так и	9	4
77	не надо	2	3
78	же время	7	3
79	а также	4	3
80	же в	2	3
81	в соответствии	3	3
82	знает что	2	3
83	того же	2	3
84	до конца	4	3
85	совершенно не	3	3
86	связи с	2	3
87	что и	2	3
88	уже о	3	3
89	как в	5	3
90	как раз	2	3
91	этом отношении	5	3
92	не знает	2	3
93	именно в	5	3
94	как мы	2	3
95	того что	9	3
96	или иначе	2	3
97	а в	5	3
98	и его	6	3
99	тем что	2	3
100	здесь не	2	3
101	всего лишь	5	3
102	только для	3	2
103	сознания и	2	2
104	в частности	11	2
105	никогда не	4	2
106	состоит в	6	2
107	что у	2	2
108	свое место	3	2
109	оно не	2	2
110	с этой	2	2
111	не как	2	2
112	быть не	2	2
113	одного из	2	2
114	не всегда	2	2
115	говоря уже	4	2
116	в другом	6	2
117	и потому	2	2
118	с одной	4	2
119	а на	2	2
120	в свою	2	2
121	как будто	4	2
122	мы с	2	2
123	при этом	15	2
124	и если	4	2
125	и даже	2	2
126	так или	2	2
127	но уже	3	2
128	в своей	7	2
129	не говоря	4	2
130	все они	2	2
131	данном случае	4	2
132	а именно	5	2
133	в отличие	5	2
134	и для	4	2
135	еще и	2	2
136	как и	5	2
137	в году	5	2
138	тем самым	7	2
139	и вовсе	2	2
140	той же	3	2
141	в глазах	3	2
142	с ними	2	2
143	быть только	2	2
144	отказ от	2	2
145	в живом	2	2
146	он и	2	2
147	в своих	2	2
148	соответствии с	5	2
149	как у	4	2
150	могли бы	2	2
151	установка на	2	2
152	в иных	3	2
153	отличие от	5	2
154	отношения к	3	2
