N	2gram	Losev_Vlad_1	Mirosoze
1	и в	31	46
2	в нем	4	22
3	у него	15	22
4	может быть	6	21
5	в этом	14	20
6	никогда не	9	18
7	для него	7	18
8	и не	17	18
9	не только	24	18
10	но и	19	15
11	не может	6	15
12	как и	4	13
13	потому что	11	12
14	не было	5	11
15	но он	5	11
16	у нас	6	11
17	и он	3	11
18	но в	12	10
19	он не	10	10
20	в себе	4	10
21	он был	14	9
22	не в	5	9
23	но это	3	8
24	в своем	4	8
25	так как	8	8
26	отношение к	3	8
27	в этой	4	7
28	в нашем	4	7
29	что он	12	7
30	и к	6	7
31	и потому	6	7
32	как в	3	7
33	хотя бы	2	7
34	и для	2	7
35	он сам	2	6
36	жизнь в	2	6
37	того что	2	6
38	и здесь	3	6
39	жизни и	5	6
40	то же	6	5
41	я не	4	5
42	в отношении	3	5
43	что все	2	5
44	и вот	3	5
45	совсем не	4	5
46	в самом	2	5
47	один из	4	5
48	что она	2	5
49	в конце	9	5
50	и все	4	5
51	бога и	2	5
52	во всем	4	5
53	к тому	3	5
54	то что	18	5
55	в своей	4	5
56	для того	2	5
57	и его	7	5
58	в его	12	5
59	и это	2	5
60	что в	14	4
61	все что	2	4
62	что у	4	4
63	также и	10	4
64	с его	11	4
65	в жизни	3	4
66	том что	14	4
67	что и	5	4
68	в социализме	2	4
69	себя в	4	4
70	так и	6	4
71	уже не	3	4
72	того чтобы	2	4
73	жизнь и	3	4
74	ума и	2	4
75	его на	2	4
76	и от	5	3
77	на все	2	3
78	и можно	2	3
79	ни в	2	3
80	в том	11	3
81	что они	3	3
82	всю жизнь	3	3
83	и всегда	3	3
84	не мог	3	3
85	и никогда	2	3
86	в своих	5	3
87	и на	3	3
88	сказать что	7	3
89	и с	14	3
90	по своей	4	3
91	о том	11	3
92	как он	4	3
93	в россии	4	3
94	с ним	5	3
95	в них	2	3
96	с которым	2	3
97	это и	2	3
98	русской истории	2	3
99	той же	2	3
100	тем что	2	3
101	он в	3	3
102	только в	9	3
103	в чем	2	3
104	место в	2	2
105	уже в	7	2
106	не был	5	2
107	но на	3	2
108	да и	4	2
109	так что	10	2
110	и если	5	2
111	со своим	5	2
112	на его	3	2
113	такого рода	4	2
114	хотя и	4	2
115	отношением к	2	2
116	к нему	4	2
117	и за	2	2
118	но она	3	2
119	я никогда	2	2
120	как к	2	2
121	чем не	2	2
122	и других	2	2
123	лишь в	2	2
124	а в	9	2
125	был для	3	2
126	к себе	2	2
127	он так	2	2
128	точки зрения	2	2
129	но этот	3	2
130	е в	7	2
131	на этом	2	2
132	то он	6	2
133	это была	3	2
134	и что	6	2
135	тот же	3	2
136	мы увидим	3	2
137	и тот	2	2
138	он уже	4	2
139	к ней	4	2
140	еще в	4	2
141	вместе с	3	2
142	который был	2	2
143	что же	5	2
144	россии и	2	2
145	к своему	3	2
146	говорит что	4	2
147	в которой	4	2
148	ничего не	3	2
