N	2gram	Vygotskiy__4	FransuaR
1	и в	33	41
2	то есть	13	20
3	таким образом	13	19
4	в этом	28	15
5	и все	12	14
6	как и	5	14
7	в этой	9	13
8	то же	9	13
9	все эти	6	13
10	мы уже	5	12
11	в его	10	12
12	прежде всего	2	11
13	в том	21	11
14	как мы	4	11
15	эпизод с	3	11
16	в себе	6	11
17	никто не	4	10
18	так и	3	10
19	все это	13	10
20	в то	3	10
21	и его	5	9
22	не в	2	9
23	же время	2	9
24	но и	3	9
25	в своем	7	9
26	что в	21	9
27	в конце	8	8
28	и от	2	8
29	по существу	2	8
30	то что	44	8
31	но в	2	8
32	в них	2	7
33	вовсе не	5	7
34	как бы	25	7
35	в нем	7	7
36	и не	13	7
37	у него	6	6
38	все они	2	6
39	это не	6	6
40	ни в	3	6
41	мы видим	6	6
42	и до	3	6
43	только в	4	6
44	о том	20	6
45	уже в	2	5
46	к этому	4	5
47	не только	7	5
48	и к	2	5
49	на этом	3	5
50	в ней	6	5
51	вместе с	8	5
52	что и	3	5
53	как в	3	5
54	а в	4	5
55	и для	3	5
56	так же	13	5
57	точки зрения	6	5
58	и это	5	5
59	потому что	24	5
60	место в	2	4
61	что это	13	4
62	но он	6	4
63	и здесь	3	4
64	том что	22	4
65	но все	2	4
66	одна из	4	4
67	было бы	12	4
68	в сущности	6	4
69	может быть	22	4
70	он не	11	4
71	в виду	2	4
72	целый ряд	5	4
73	как я	3	4
74	и наконец	2	4
75	должно быть	3	4
76	в последней	2	4
77	и на	5	4
78	та же	3	4
79	и с	2	4
80	конце концов	3	4
81	ничего не	2	4
82	я не	4	3
83	и есть	4	3
84	что у	4	3
85	во время	6	3
86	в одном	3	3
87	и потому	2	3
88	он может	2	3
89	это в	4	3
90	в мире	3	3
91	в нее	2	3
92	такой же	2	3
93	в руках	2	3
94	в своей	4	3
95	оказывается что	2	3
96	при этом	2	3
97	в это	2	3
98	из них	4	3
99	например в	3	3
100	все то	12	3
101	и эта	2	3
102	о нем	4	3
103	что он	20	3
104	с ее	3	3
105	жизни и	4	3
106	во всех	2	3
107	в их	2	3
108	не может	10	3
109	не было	3	3
110	в той	3	3
111	тем самым	3	3
112	за то	3	3
113	с точки	4	3
114	не имеет	2	3
115	той же	4	3
116	можно было	4	3
117	ничем не	2	3
118	тем что	3	3
119	не на	2	3
120	его в	3	3
121	так как	12	3
122	от этого	3	3
123	он знает	2	2
124	перед нами	6	2
125	что все	11	2
126	с его	2	2
127	все время	24	2
128	именно в	2	2
129	а на	2	2
130	никогда не	5	2
131	и так	4	2
132	в одной	2	2
133	с этим	5	2
134	на самом	6	2
135	и ее	2	2
136	к тому	12	2
137	и как	5	2
138	точка зрения	2	2
139	никому не	2	2
140	до конца	7	2
141	тот же	3	2
142	того что	4	2
143	и может	5	2
144	мы в	3	2
145	все те	2	2
146	всего романа	2	2
147	во всей	3	2
148	и других	4	2
149	не просто	4	2
150	и вот	6	2
151	а не	6	2
152	с самого	5	2
153	говорит что	10	2
154	из которых	3	2
155	жизнь и	4	2
156	мы не	5	2
157	и то	2	2
158	в результате	2	2
159	их в	3	2
160	во всяком	3	2
161	в словах	2	2
162	к самому	2	2
163	в которых	3	2
164	во все	3	2
165	по прямой	3	2
166	также и	2	2
167	далеко не	3	2
168	и смысл	2	2
169	как он	5	2
170	мы сейчас	2	2
171	в которой	4	2
172	с ним	5	2
173	мы имеем	2	2
174	нет ни	3	2
175	это было	4	2
176	том как	3	2
