N	2gram	Tiupa_Lite_3	Stilisti
1	и в	16	42
2	как бы	8	27
3	не только	14	27
4	и т.п	6	24
5	прежде всего	3	22
6	но и	14	15
7	то же	9	15
8	и не	22	14
9	может быть	12	12
10	не может	8	12
11	точки зрения	7	11
12	как и	5	11
13	и как	3	10
14	отнюдь не	3	10
15	как мы	2	10
16	в этом	14	10
17	при этом	15	9
18	в то	9	9
19	то что	12	9
20	для того	2	9
21	все же	2	8
22	тем самым	7	8
23	эти слова	2	8
24	в себе	6	8
25	никогда не	4	7
26	же время	7	7
27	и тем	3	7
28	и на	2	7
29	потому что	3	7
30	с его	6	7
31	было бы	2	7
32	а не	12	7
33	того чтобы	2	7
34	и его	6	7
35	только в	7	7
36	или иной	2	6
37	не в	10	6
38	в этой	8	6
39	в свою	2	6
40	на его	3	6
41	в конце	2	6
42	в нем	2	6
43	во всех	2	6
44	так и	9	6
45	в области	3	6
46	своей жизни	2	5
47	а в	5	5
48	и с	2	5
49	и наконец	3	5
50	в живом	2	5
51	же самое	2	5
52	как это	3	5
53	в его	6	5
54	вместе с	5	5
55	с точки	3	5
56	той же	3	5
57	все время	3	4
58	можно сказать	2	4
59	к тому	6	4
60	художественного творчества	2	4
61	в качестве	5	4
62	в самом	3	4
63	той или	2	4
64	один из	2	4
65	в словах	3	4
66	того что	9	4
67	так же	2	4
68	о том	6	4
69	его в	2	4
70	но в	3	4
71	если бы	2	4
72	и к	3	4
73	у нас	2	4
74	себя в	7	4
75	уже не	3	4
76	самом деле	3	4
77	в слове	3	4
78	то есть	5	4
79	что у	2	3
80	это не	5	3
81	хотя и	4	3
82	в целом	5	3
83	из них	4	3
84	жизни и	3	3
85	не становится	3	3
86	во второй	2	3
87	и вот	2	3
88	лишь в	5	3
89	и даже	2	3
90	в начале	4	3
91	вследствие этого	2	3
92	в одном	4	3
93	в ее	5	3
94	том что	8	3
95	еще не	6	3
96	что и	2	3
97	отношения к	3	3
98	если не	2	3
99	и для	4	3
100	связи с	2	3
101	не знает	2	3
102	место в	4	2
103	быть может	2	2
104	бы и	3	2
105	в частности	11	2
106	человека в	2	2
107	не всегда	2	2
108	вопрос о	2	2
109	человек с	2	2
110	в мире	16	2
111	в том	12	2
112	тому же	5	2
113	для него	2	2
114	до конца	4	2
115	и сам	2	2
116	несмотря на	2	2
117	не с	2	2
118	отношение к	2	2
119	в первой	2	2
120	не говоря	4	2
121	в нас	2	2
122	как например	2	2
123	этом отношении	5	2
124	еще и	2	2
125	должно быть	4	2
126	в своих	2	2
127	по своей	3	2
128	я и	10	2
129	в жизни	8	2
130	этой ситуации	2	2
131	в основе	5	2
132	ни к	3	2
133	однако в	4	2
134	к этому	2	2
135	общественного сознания	2	2
136	что он	5	2
137	и при	2	2
138	представляет собой	2	2
139	но не	4	2
140	других как	2	2
141	а на	2	2
142	художественное творчество	2	2
143	как таковое	2	2
144	и потому	2	2
145	в своей	7	2
146	с ней	2	2
147	бытия в	2	2
148	как в	5	2
149	здесь не	2	2
150	тем что	2	2
