N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	34	30
2	то что	11	20
3	в этом	16	20
4	у него	4	19
5	в том	3	18
6	и не	29	18
7	и с	15	14
8	что он	23	13
9	в конце	5	13
10	том что	3	12
11	что в	7	12
12	не только	10	12
13	в его	22	11
14	а в	5	11
15	как мы	7	11
16	сказать что	2	11
17	и вообще	2	10
18	и даже	7	10
19	не было	2	10
20	не в	9	9
21	для него	13	9
22	было бы	2	9
23	все же	7	9
24	потому что	12	9
25	не может	19	9
26	в то	12	9
27	в своем	2	8
28	вместе с	4	8
29	но и	12	8
30	что же	8	8
31	не мог	5	8
32	но в	16	8
33	не менее	3	7
34	никогда не	8	7
35	точки зрения	8	7
36	и все	19	7
37	ни в	4	7
38	до конца	3	7
39	может быть	19	7
40	в эти	2	7
41	а не	9	7
42	хотя и	3	6
43	прежде всего	15	6
44	и к	12	6
45	тем не	2	6
46	только в	6	6
47	всяком случае	5	6
48	во всяком	5	6
49	в себе	6	6
50	жизни и	3	6
51	и его	16	6
52	о чем	2	6
53	и то	3	5
54	к концу	3	5
55	по себе	3	5
56	как и	18	5
57	так что	5	5
58	то в	2	5
59	при этом	4	5
60	того же	2	5
61	тот же	2	5
62	в своей	3	5
63	он уже	3	5
64	как бы	27	5
65	в котором	3	5
66	для себя	6	5
67	так и	6	5
68	все это	16	5
69	с этим	2	5
70	и что	5	5
71	того что	5	5
72	все эти	4	5
73	так как	4	5
74	с ним	8	5
75	совсем не	3	4
76	с его	6	4
77	с этой	2	4
78	эти последние	2	4
79	я не	7	4
80	вовсе не	11	4
81	его в	4	4
82	мы знаем	2	4
83	что его	3	4
84	в целом	5	4
85	и если	2	4
86	что это	5	4
87	на его	4	4
88	конечно не	2	4
89	в ней	3	4
90	он не	15	4
91	в нем	19	4
92	крайней мере	3	4
93	то же	14	4
94	и наконец	5	4
95	и он	2	4
96	так же	8	4
97	той же	2	4
98	и на	6	4
99	но это	4	4
100	в начале	4	4
101	мы должны	5	4
102	о том	2	4
103	с которыми	2	4
104	в которой	2	4
105	по крайней	3	4
106	отношение к	6	4
107	это было	3	4
108	под влиянием	3	3
109	уже в	3	3
110	всех этих	2	3
111	в них	2	3
112	в отношении	9	3
113	хотя бы	5	3
114	это в	2	3
115	же время	12	3
116	что и	5	3
117	да и	4	3
118	и как	3	3
119	что я	15	3
120	но не	4	3
121	он и	5	3
122	и для	8	3
123	еще более	2	3
124	с точки	4	3
125	с вами	2	3
126	во всех	2	3
127	как в	4	3
128	в отличие	2	3
129	таким образом	5	3
130	те же	2	3
131	и вот	5	3
132	уже не	2	3
133	должно быть	3	3
134	наконец в	3	3
135	отличие от	2	3
136	где он	3	3
137	в виде	4	3
138	даже и	4	3
139	к ней	2	3
140	но он	3	3
141	я в	4	3
142	и это	4	3
143	конце концов	3	3
144	не то	2	3
145	к нему	14	2
146	вы не	2	2
147	этого не	3	2
148	он сам	5	2
149	еще в	3	2
150	отрывок из	2	2
151	нисколько не	2	2
152	с тем	5	2
153	мыслей и	2	2
154	однако в	2	2
155	у достоевского	13	2
156	него и	2	2
157	бы его	4	2
158	это не	5	2
159	и от	5	2
160	если не	3	2
161	раз и	3	2
162	мы видели	3	2
163	на меня	4	2
164	меня в	2	2
165	у вас	2	2
166	к тому	5	2
167	он все	3	2
168	в общем	4	2
169	друг друга	2	2
170	а к	2	2
171	из его	4	2
172	на этом	4	2
173	по своему	3	2
174	прямо и	2	2
175	и сам	5	2
176	бы с	2	2
177	кажется что	2	2
178	мы уже	6	2
179	себе и	5	2
180	в самом	8	2
181	в сущности	11	2
182	не могу	3	2
183	меня не	4	2
184	же и	2	2
185	и потому	2	2
186	о нем	2	2
187	в виду	3	2
188	полемика с	4	2
189	будто бы	2	2
190	даже в	5	2
191	а что	3	2
192	его и	3	2
193	я хотел	2	2
194	с которым	7	2
195	стремится к	6	2
196	как к	4	2
197	как я	3	2
198	но все	5	2
199	для вас	2	2
200	в той	2	2
201	что не	7	2
202	в чем	5	2
203	и прежде	4	2
204	их в	3	2
205	и во	3	2
206	не о	4	2
207	он дает	2	2
208	и вы	4	2
209	как будто	7	2
210	которой он	2	2
211	из письма	2	2
212	как он	3	2
213	или как	2	2
214	тогда и	2	2
215	что вы	2	2
216	ничего не	4	2
217	я и	2	2
