N	2gram	Losev_Vlad_1	StatiiOP
1	и в	31	44
2	в том	11	36
3	и т	2	30
4	что в	14	30
5	том что	14	29
6	т д	2	21
7	в этом	14	21
8	вовсе не	5	19
9	то что	18	18
10	не только	24	18
11	было бы	2	17
12	а в	9	17
13	о том	11	17
14	и не	17	16
15	может быть	6	15
16	как в	3	13
17	не в	5	12
18	у нас	6	11
19	в этой	4	11
20	того чтобы	2	11
21	точки зрения	2	11
22	ясно что	2	10
23	для того	2	10
24	что он	12	10
25	но и	19	10
26	но в	12	10
27	только в	9	10
28	в отношении	3	9
29	с другой	3	9
30	в то	8	9
31	как и	4	9
32	того что	2	9
33	также и	10	9
34	так и	6	9
35	в его	12	9
36	все же	3	8
37	из них	2	8
38	не может	6	8
39	и его	7	8
40	я не	4	7
41	так например	2	7
42	по поводу	12	7
43	в самом	2	7
44	нас нет	2	7
45	для нас	4	7
46	другой стороны	3	7
47	таким образом	3	7
48	сказать что	7	7
49	что они	3	7
50	потому что	11	6
51	из этих	2	6
52	так что	10	6
53	но это	3	6
54	для него	7	6
55	что и	5	6
56	в своей	4	6
57	со стороны	2	6
58	что же	5	6
59	во всяком	2	6
60	дело в	4	6
61	хотя бы	2	6
62	всяком случае	2	6
63	не менее	2	5
64	никогда не	9	5
65	что мы	2	5
66	совершенно не	2	5
67	в котором	6	5
68	в нем	4	5
69	в целом	3	5
70	жизни и	5	5
71	все это	5	5
72	той же	2	5
73	то же	6	5
74	этой области	2	5
75	и даже	15	5
76	и по	8	5
77	и то	10	5
78	тем что	2	5
79	все эти	3	5
80	так как	8	5
81	и очень	3	4
82	в частности	2	4
83	что она	2	4
84	это и	2	4
85	же время	4	4
86	тем более	2	4
87	но я	3	4
88	и что	6	4
89	в качестве	6	4
90	как раз	7	4
91	на то	5	4
92	дело не	2	4
93	в россии	4	4
94	даже не	2	4
95	не было	5	4
96	что у	4	4
97	и сейчас	2	4
98	как это	7	4
99	в которой	4	4
100	а с	5	3
101	во время	3	3
102	по этому	2	3
103	для себя	2	3
104	же касается	4	3
105	и я	2	3
106	и с	14	3
107	и так	3	3
108	в конце	9	3
109	в тех	2	3
110	очень мало	2	3
111	ни в	2	3
112	он был	14	3
113	да и	4	3
114	об этом	7	3
115	в начале	3	3
116	но не	3	3
117	того же	6	3
118	еще не	2	3
119	кажется что	2	3
120	и для	2	3
121	не по	2	3
122	даже в	2	3
123	его жизни	6	3
124	и за	2	3
125	ни с	4	3
126	в истории	4	3
127	а именно	2	3
128	в виде	3	3
129	что для	4	3
130	о которой	3	3
131	лишь в	2	3
132	говорит что	4	3
133	на этот	6	3
134	в очень	2	3
135	в чем	2	3
136	это можно	3	3
137	как к	2	3
138	в результате	2	3
139	что касается	3	3
140	в каком	2	3
141	обстоятельство что	2	3
142	и вообще	4	3
143	видно что	5	3
144	ответ на	2	3
145	что все	2	2
146	уже в	7	2
147	совсем не	4	2
148	нисколько не	2	2
149	но на	3	2
150	эта книга	2	2
151	и можно	2	2
152	даже и	9	2
153	в своем	4	2
154	больше чем	2	2
155	по истории	3	2
156	что на	2	2
157	по существу	2	2
158	если не	3	2
159	к концу	2	2
160	в москве	8	2
161	при этом	2	2
162	молодой человек	2	2
163	то время	2	2
164	что с	2	2
165	и сам	6	2
166	не имели	2	2
167	несмотря на	4	2
168	между прочим	11	2
169	за пределы	3	2
170	и потому	6	2
171	а также	5	2
172	свое время	6	2
173	и такие	2	2
174	тем не	2	2
175	в свой	2	2
176	отношение к	3	2
177	такого рода	4	2
178	конечно не	2	2
179	на него	3	2
180	и речи	3	2
181	и и	7	2
182	в свое	5	2
183	начиная с	2	2
184	то обстоятельство	2	2
185	еще и	7	2
186	тем самым	2	2
187	и у	4	2
188	свидетельствует о	3	2
189	по его	2	2
190	следующие слова	2	2
191	ничего не	3	2
192	что этот	3	2
193	более что	2	2
194	в своих	5	2
195	у него	15	2
196	он не	10	2
197	но он	5	2
198	в себе	4	2
199	по своей	4	2
200	о котором	2	2
201	и все	4	2
202	и это	2	2
203	к нему	4	2
204	то есть	3	2
205	е в	7	2
206	этот раз	4	2
