N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	11	28
2	и в	23	28
3	то что	18	28
4	в этом	25	27
5	того что	2	24
6	потому что	12	22
7	не может	11	19
8	том что	9	19
9	таким образом	11	18
10	что он	10	18
11	только в	8	18
12	что в	8	17
13	не только	13	16
14	так же	6	15
15	может быть	21	13
16	сказать что	5	13
17	точки зрения	21	13
18	в сфере	2	12
19	тому что	2	11
20	и не	34	11
21	как бы	28	11
22	в отношении	2	10
23	как мы	5	10
24	но и	11	10
25	от того	2	10
26	по отношению	11	10
27	так как	7	10
28	но не	8	10
29	отношению к	11	10
30	того чтобы	4	10
31	с точки	15	10
32	могли бы	3	9
33	было бы	6	9
34	в процессе	4	9
35	никогда не	5	8
36	в самом	8	8
37	еще не	5	8
38	для того	2	8
39	тем что	3	8
40	самого начала	3	7
41	с самого	2	7
42	если бы	10	7
43	в нем	20	7
44	в сущности	5	7
45	в своем	8	7
46	и других	5	7
47	заключается в	2	7
48	мы видим	3	7
49	он не	4	7
50	вместе с	2	7
51	то же	10	7
52	между ними	2	7
53	можно было	3	7
54	там где	6	7
55	в которой	4	7
56	и к	4	6
57	и как	8	6
58	для него	15	6
59	в то	10	6
60	его в	4	6
61	как и	8	6
62	то время	2	6
63	можно сказать	2	6
64	так и	10	6
65	приводит к	3	6
66	как раз	4	6
67	мы не	2	6
68	в области	3	6
69	не могут	6	5
70	это не	10	5
71	вопрос о	4	5
72	в пределах	9	5
73	друг с	3	5
74	и тем	2	5
75	в свете	3	5
76	и на	10	5
77	и все	3	5
78	но в	4	5
79	что все	3	5
80	в зависимости	3	5
81	зависимости от	3	5
82	с другом	3	5
83	в этой	4	5
84	не могли	2	5
85	я не	3	4
86	именно в	6	4
87	не в	6	4
88	отношения между	2	4
89	например в	3	4
90	на этот	2	4
91	совпадает с	2	4
92	они не	3	4
93	друг друга	3	4
94	в одной	4	4
95	в первом	2	4
96	мысли в	2	4
97	в сознании	2	4
98	к другому	2	4
99	оно не	2	4
100	что и	5	4
101	во всех	5	4
102	в той	6	4
103	той же	6	4
104	в себе	5	4
105	в каждой	2	4
106	в другой	3	3
107	из этих	2	3
108	в каждом	8	3
109	есть в	3	3
110	отличается от	2	3
111	до конца	5	3
112	при этом	3	3
113	на его	2	3
114	между отдельными	2	3
115	в целом	4	3
116	в их	3	3
117	как на	2	3
118	этом отношении	5	3
119	и по	2	3
120	в своих	2	3
121	в основе	5	3
122	и здесь	3	3
123	но как	3	3
124	только то	3	3
125	бы в	3	3
126	в плане	5	3
127	с его	6	3
128	в них	3	3
129	по себе	7	3
130	это и	9	3
131	до сих	2	3
132	мы должны	2	3
133	один из	2	3
134	в его	24	3
135	сих пор	2	3
136	как в	6	3
137	в себя	3	3
138	а не	20	3
139	и его	13	3
140	этот вопрос	2	3
141	отношении к	2	3
142	отношения к	2	3
143	на вопрос	2	2
144	он сам	3	2
145	и другие	2	2
146	в этих	2	2
147	друг другу	2	2
148	точку зрения	4	2
149	с другой	2	2
150	в конце	5	2
151	именно потому	2	2
152	это в	2	2
153	была бы	2	2
154	прежде всего	7	2
155	что именно	2	2
156	для нас	3	2
157	но это	5	2
158	является не	3	2
159	самом деле	5	2
160	несмотря на	6	2
161	одним из	8	2
162	себе и	3	2
163	в котором	2	2
164	исходит из	3	2
165	из них	2	2
166	все это	7	2
167	другой стороны	2	2
168	все эти	8	2
169	и наконец	5	2
170	не из	2	2
171	в которых	2	2
172	остается в	2	2
173	но он	2	2
174	которые он	2	2
175	с ним	6	2
176	у него	6	2
177	он может	3	2
178	были бы	4	2
179	к более	2	2
180	на котором	2	2
181	раз и	3	2
182	в одном	9	2
183	этом смысле	9	2
184	и вызывает	2	2
185	по существу	4	2
186	более того	3	2
187	чем в	2	2
188	она не	5	2
189	мы уже	2	2
190	входят в	2	2
191	в своей	11	2
192	этого слова	2	2
193	все же	5	2
194	мысли и	2	2
195	не на	3	2
196	а в	7	2
197	с другими	7	2
198	в данном	2	2
199	за ним	2	2
200	в совершенно	2	2
