N	2gram	Voloshinov_1	FransuaR
1	и в	15	45
2	и т.п	2	16
3	и не	16	15
4	не только	5	14
5	в этом	13	14
6	но в	9	14
7	в его	9	13
8	во всех	8	13
9	и его	15	13
10	как бы	11	12
11	во время	5	12
12	что в	6	12
13	в своем	2	11
14	то же	7	11
15	в то	6	11
16	прежде всего	11	10
17	в том	4	10
18	в нем	4	10
19	но и	4	10
20	как и	6	10
21	и с	7	10
22	же время	5	9
23	вовсе не	2	8
24	как мы	10	8
25	в ней	5	8
26	и др	8	8
27	жизни и	5	8
28	таким образом	21	8
29	с его	8	7
30	он был	3	7
31	том что	5	7
32	не в	4	7
33	что и	2	7
34	мы видели	5	7
35	все это	5	7
36	в эпоху	3	7
37	потому что	4	7
38	и все	4	7
39	всех этих	5	6
40	что он	8	6
41	в этой	5	6
42	он не	4	6
43	так и	10	6
44	мысли и	4	6
45	того чтобы	2	6
46	так как	9	6
47	есть и	2	5
48	с ним	12	5
49	и образы	3	5
50	и к	7	5
51	человека с	2	5
52	но это	2	5
53	на этом	5	5
54	со всеми	3	5
55	одним из	3	5
56	с ее	3	5
57	как раз	2	5
58	не может	13	5
59	этом отношении	2	5
60	все эти	9	5
61	на самом	2	5
62	в себя	5	5
63	самом деле	7	5
64	и у	6	5
65	и на	3	5
66	его в	8	5
67	об этом	4	4
68	все они	2	4
69	мы не	4	4
70	освобождение от	2	4
71	у него	3	4
72	но не	5	4
73	ничего не	2	4
74	по поводу	2	4
75	в самом	6	4
76	и о	3	4
77	мы уже	5	4
78	а не	2	4
79	и даже	2	4
80	как на	3	4
81	а в	6	4
82	той же	2	4
83	сказать что	6	4
84	в основе	3	4
85	чем же	5	4
86	с этим	6	4
87	точки зрения	13	4
88	только в	6	4
89	бы в	2	4
90	не менее	3	3
91	связанных с	4	3
92	и другие	2	3
93	как в	3	3
94	это не	2	3
95	в одной	2	3
96	из этих	4	3
97	в одном	3	3
98	единство и	3	3
99	ни в	6	3
100	связанные с	2	3
101	для него	5	3
102	в своей	9	3
103	в заключение	3	3
104	от того	3	3
105	для всех	2	3
106	века в	2	3
107	до сих	3	3
108	вместе с	4	3
109	сих пор	3	3
110	что она	2	3
111	связь с	4	3
112	и прежде	5	3
113	не было	4	3
114	именно в	3	3
115	в течение	2	3
116	и вот	6	3
117	с помощью	9	3
118	того что	2	3
119	и для	2	3
120	нуждается в	2	3
121	он и	2	3
122	ведь и	2	3
123	дело в	2	3
124	не могут	3	2
125	если мы	5	2
126	и есть	2	2
127	борьба с	3	2
128	себя и	3	2
129	жизни в	3	2
130	точку зрения	4	2
131	хотя бы	7	2
132	он должен	2	2
133	нам о	2	2
134	что все	5	2
135	на все	2	2
136	к этому	7	2
137	в условиях	3	2
138	можно сказать	4	2
139	не нуждается	2	2
140	к тому	4	2
141	и смерти	2	2
142	в отношении	2	2
143	в г	3	2
144	конечно в	2	2
145	то что	10	2
146	и она	2	2
147	в качестве	2	2
148	в большинстве	4	2
149	для них	3	2
150	из важнейших	2	2
151	было бы	6	2
152	что это	3	2
153	к ней	2	2
154	конечно не	3	2
155	может быть	13	2
156	образы и	2	2
157	в этот	4	2
158	один из	4	2
159	должен быть	2	2
160	слова и	2	2
161	все же	5	2
162	в целом	2	2
163	во второй	5	2
164	и за	2	2
165	на него	4	2
166	не будем	2	2
167	и до	3	2
168	данном случае	3	2
169	в различных	2	2
170	и только	4	2
171	при этом	7	2
172	чем не	2	2
173	в период	5	2
174	в истории	3	2
175	чтобы не	2	2
176	и что	3	2
177	ко всему	2	2
178	и наконец	10	2
179	и борьбы	2	2
180	с точки	10	2
181	к нему	7	2
182	рядом с	2	2
183	роль в	6	2
184	нас в	2	2
185	в данном	3	2
186	конечно и	3	2
187	между тем	2	2
188	мы можем	12	2
189	одно из	3	2
190	но мы	2	2
191	большинстве случаев	5	2
192	в чем	4	2
193	в эту	2	2
