N	2gram	Bakhtin_Fr_6	VeschiIm
1	не может	4	33
2	не только	10	31
3	может быть	2	29
4	и не	3	28
5	и в	41	26
6	то что	10	24
7	а не	2	20
8	есть только	3	17
9	только в	3	14
10	и что	5	13
11	того что	3	13
12	что это	5	12
13	было бы	3	12
14	но и	13	12
15	сказать что	6	12
16	все же	4	12
17	и то	2	12
18	таким образом	17	11
19	то же	5	10
20	в ней	4	10
21	как бы	7	10
22	потому что	3	10
23	что мы	2	10
24	есть нечто	2	10
25	в том	2	9
26	в самом	10	9
27	и с	16	9
28	прежде всего	10	9
29	что не	3	9
30	но это	3	8
31	в себе	5	8
32	также и	6	7
33	говорить о	2	7
34	в то	6	7
35	так как	10	7
36	том что	7	7
37	есть и	2	7
38	себя в	2	7
39	и их	3	7
40	как раз	2	7
41	с другими	3	7
42	в этом	12	7
43	так что	2	6
44	и как	4	6
45	что они	2	6
46	что в	7	6
47	но если	2	6
48	жизни и	3	6
49	в результате	4	6
50	точки зрения	2	6
51	но в	8	6
52	если мы	2	6
53	с ним	4	6
54	должна быть	2	5
55	ведь и	2	5
56	с этой	3	5
57	не в	4	5
58	и до	7	5
59	для этого	2	5
60	а в	4	5
61	в ее	5	5
62	у нас	4	5
63	это и	2	5
64	но не	2	5
65	того же	4	5
66	в сущности	8	5
67	и для	3	5
68	в чем	3	5
69	в своем	5	4
70	с другой	4	4
71	же время	5	4
72	между собою	5	4
73	из них	5	4
74	и даже	4	4
75	с этим	3	4
76	о том	9	4
77	и все	9	4
78	как и	7	4
79	во всех	17	4
80	и потому	2	4
81	должен быть	2	4
82	между ними	3	4
83	с точки	2	4
84	мы не	2	4
85	в данном	3	4
86	тем что	5	4
87	явление то	2	3
88	никогда не	8	3
89	что именно	2	3
90	на этом	2	3
91	как о	2	3
92	и сам	3	3
93	в нем	16	3
94	все это	11	3
95	мы находим	2	3
96	их в	2	3
97	к себе	2	3
98	тогда когда	2	3
99	в одном	5	3
100	один из	6	3
101	что он	6	3
102	мы видим	6	3
103	есть именно	2	3
104	тот же	4	3
105	в своей	2	3
106	вместе с	6	3
107	так и	5	3
108	из того	2	3
109	в той	5	3
110	самом деле	4	3
111	бы в	2	3
112	того чтобы	4	3
113	тем более	2	3
114	и вообще	4	3
115	в основе	4	3
116	мы будем	3	2
117	это уже	2	2
118	в частности	2	2
119	человека и	2	2
120	на все	3	2
121	нарицательное имя	2	2
122	кроме того	9	2
123	которая была	2	2
124	мы уже	18	2
125	в первой	3	2
126	данном случае	2	2
127	для всего	2	2
128	заключается в	2	2
129	во втором	3	2
130	не мог	3	2
131	первом случае	3	2
132	так же	5	2
133	от всех	2	2
134	конечно и	4	2
135	в первом	3	2
136	как это	2	2
137	как она	2	2
138	то есть	24	2
139	поэтому и	3	2
140	но они	4	2
141	превращается в	2	2
142	и во	2	2
143	а затем	4	2
144	но оно	3	2
145	никак не	3	2
146	он не	2	2
147	и когда	2	2
148	но уже	2	2
149	как в	4	2
150	еще более	2	2
151	как мы	12	2
152	и его	13	2
153	той же	5	2
154	говорили что	3	2
155	состоит из	2	2
156	в особенности	7	2
157	это все	2	2
158	это было	2	2
