N	2gram	Bakhtin_Pr_1	Problemy
1	и в	38	35
2	как бы	22	31
3	и не	42	27
4	что он	2	24
5	в его	43	21
6	но в	4	19
7	не может	27	18
8	к себе	2	18
9	как и	7	18
10	в нем	15	16
11	то есть	46	16
12	то же	5	15
13	с самим	2	15
14	и все	3	15
15	но и	9	14
16	может быть	26	14
17	все это	3	14
18	и его	16	14
19	в этом	15	14
20	к нему	10	13
21	он не	3	13
22	прежде всего	13	12
23	и с	17	12
24	и к	3	12
25	в другом	2	12
26	в пределах	6	11
27	в то	4	11
28	слова и	3	11
29	не в	7	10
30	самом деле	6	10
31	же время	3	10
32	не только	9	10
33	то что	8	10
34	самим собою	2	9
35	на самом	4	9
36	я не	2	8
37	так и	5	8
38	себя и	3	8
39	все же	6	8
40	как мы	7	8
41	и для	11	8
42	себя самого	4	7
43	на них	3	7
44	лишь в	2	7
45	а в	6	7
46	и наконец	6	7
47	точки зрения	8	7
48	с ним	5	7
49	с его	2	7
50	вовсе не	2	7
51	еще не	7	7
52	отношению к	19	7
53	в виде	2	7
54	там где	6	7
55	таким образом	10	7
56	слова в	7	6
57	что в	7	6
58	в каждом	2	6
59	но это	3	6
60	и что	2	6
61	отношение к	10	6
62	в самом	7	6
63	и на	3	6
64	не знает	3	6
65	от него	3	6
66	но не	12	6
67	в слове	3	6
68	по отношению	21	6
69	в плане	7	6
70	только в	13	6
71	в том	8	5
72	да и	3	5
73	как к	2	5
74	и даже	3	5
75	с ними	4	5
76	на него	3	5
77	как в	4	5
78	к своему	2	5
79	в себе	4	5
80	и это	3	5
81	никогда не	5	4
82	с другой	7	4
83	переходим к	2	4
84	или иной	2	4
85	но зато	2	4
86	в мире	3	4
87	все и	2	4
88	рядом с	5	4
89	между тем	7	4
90	нему и	2	4
91	той или	2	4
92	но как	2	4
93	его в	9	4
94	в них	5	4
95	во всем	2	4
96	ивана карамазова	2	4
97	нет и	3	4
98	в своей	7	4
99	и прежде	5	4
100	а не	5	4
101	что не	4	4
102	и у	2	4
103	тем что	2	4
104	что это	2	4
105	в чем	2	4
106	то ни	3	3
107	ибо в	2	3
108	и от	3	3
109	ни было	3	3
110	высшей степени	5	3
111	дело идет	2	3
112	в него	2	3
113	в виду	4	3
114	бы то	3	3
115	в целом	3	3
116	другой стороны	4	3
117	в форме	4	3
118	все эти	5	3
119	того что	2	3
120	должно быть	5	3
121	это не	5	3
122	сказать что	4	3
123	и во	2	3
124	нуждается в	2	3
125	говорить о	3	3
126	в начале	2	3
127	мы должны	2	3
128	в высшей	5	3
129	себя как	5	3
130	или как	3	3
131	с миром	4	3
132	в котором	2	3
133	раз и	2	3
134	этом смысле	3	3
135	в ее	4	3
136	как его	3	3
137	том что	3	3
138	со словом	5	3
139	было бы	8	3
140	со всеми	3	3
141	за пределы	12	3
142	во всех	11	3
143	что и	2	3
144	ничего не	6	3
145	не менее	4	2
146	в этих	2	2
147	и внешнего	2	2
148	столь же	2	2
149	вообще не	7	2
150	и мир	2	2
151	что все	2	2
152	ни в	11	2
153	в дальнейшем	3	2
154	на этом	2	2
155	в большинстве	5	2
156	при этом	5	2
157	например в	3	2
158	совпадает с	2	2
159	хотя и	3	2
160	можем сказать	2	2
161	в своем	5	2
162	что оно	2	2
163	человека как	2	2
164	есть только	2	2
165	особенно в	2	2
166	слова с	2	2
167	в ней	4	2
168	проникает в	2	2
169	о том	4	2
170	в произведении	4	2
171	большинстве случаев	5	2
172	слово в	2	2
173	вне себя	4	2
174	а как	3	2
175	его целом	5	2
176	но конечно	4	2
177	момент его	2	2
178	здесь в	2	2
179	мы увидим	3	2
180	одной из	3	2
181	конечно не	5	2
182	себя в	2	2
183	войти в	2	2
184	слова не	3	2
185	и события	2	2
186	приводит к	3	2
187	в отличие	5	2
188	показать что	2	2
189	бы не	2	2
190	слово и	2	2
191	со словами	2	2
192	и он	2	2
193	и как	8	2
194	хотя бы	4	2
195	с точки	6	2
196	или в	2	2
197	можно было	4	2
198	с другими	3	2
199	мы можем	6	2
200	и вообще	2	2
201	отличие от	5	2
