N	2gram	Bakhtin_Fr_7	Literetu
1	не только	5	24
2	при этом	3	19
3	в качестве	9	17
4	но и	9	17
5	а не	2	16
6	в том	11	16
7	том что	4	14
8	может быть	4	13
9	в году	5	13
10	и не	7	12
11	в этом	15	12
12	прежде всего	11	11
13	в своем	9	11
14	своего рода	2	11
15	то что	8	10
16	не в	9	8
17	и в	41	8
18	только в	6	8
19	я не	3	7
20	в его	12	7
21	как бы	7	7
22	уже не	2	7
23	в себе	11	7
24	как и	14	6
25	того что	2	6
26	точки зрения	5	6
27	то есть	20	6
28	с его	2	5
29	что он	3	5
30	же в	2	5
31	же время	9	5
32	а также	2	5
33	как в	5	5
34	не может	3	5
35	то же	13	5
36	уже в	5	5
37	тем самым	3	5
38	в данном	2	5
39	в то	10	5
40	это не	6	4
41	в конце	8	4
42	еще не	2	4
43	в формах	3	4
44	из них	3	4
45	в своей	3	4
46	так и	10	4
47	и т.п	9	4
48	никогда не	2	4
49	в связи	2	4
50	и его	9	4
51	в этой	13	4
52	не было	3	3
53	что в	9	3
54	и есть	3	3
55	одного из	2	3
56	одна из	4	3
57	например в	3	3
58	несмотря на	3	3
59	не мог	2	3
60	у него	6	3
61	и др	2	3
62	жизни и	3	3
63	всего в	5	3
64	в их	3	3
65	по отношению	2	3
66	а в	5	3
67	таким образом	19	3
68	той же	3	3
69	потому что	5	3
70	во всяком	2	3
71	но в	8	3
72	также и	2	3
73	далеко не	2	3
74	его в	3	3
75	дело в	2	3
76	в области	2	3
77	в виду	4	3
78	мира в	4	3
79	на этом	5	2
80	по этому	3	2
81	все они	6	2
82	дело не	2	2
83	та же	4	2
84	в себя	2	2
85	в мире	3	2
86	к тому	2	2
87	а только	2	2
88	того же	3	2
89	для него	6	2
90	своего времени	2	2
91	было бы	4	2
92	мы в	2	2
93	так называемый	2	2
94	и самого	2	2
95	должен быть	2	2
96	в нем	7	2
97	не есть	2	2
98	отношению к	2	2
99	на том	2	2
100	в сущности	4	2
101	только на	2	2
102	не на	3	2
103	этом отношении	2	2
104	все эти	13	2
105	с точки	3	2
106	но без	2	2
107	роль в	2	2
108	можно было	3	2
109	и то	2	2
110	нового времени	3	2
111	тем что	3	2
112	ту же	2	2
113	о том	6	2
114	как он	2	2
115	здесь как	2	2
