N	2gram	Losev_Dial_1	Myshleni
1	и в	18	25
2	в том	9	23
3	том что	9	20
4	что в	13	17
5	так же	4	17
6	в основе	3	16
7	как и	2	15
8	то что	13	15
9	в его	3	15
10	в этом	12	14
11	может быть	17	13
12	так как	11	12
13	в качестве	2	12
14	что они	3	10
15	как бы	11	10
16	и не	30	10
17	и что	12	10
18	того что	2	10
19	было бы	12	10
20	что и	3	10
21	только в	3	10
22	как в	2	9
23	ни в	15	9
24	не является	3	8
25	как мы	4	8
26	все эти	2	7
27	как это	4	7
28	по себе	25	7
29	для того	2	7
30	мы можем	4	7
31	не менее	2	6
32	с другой	6	6
33	не в	6	6
34	же как	2	6
35	и у	2	6
36	один из	3	6
37	не может	12	6
38	потому что	14	6
39	мы должны	5	6
40	от этого	3	6
41	что он	11	6
42	в отношении	5	6
43	но не	4	6
44	не только	13	6
45	все же	5	6
46	точки зрения	17	6
47	все это	11	6
48	можно было	5	6
49	так и	9	5
50	именно в	2	5
51	что это	11	5
52	и как	7	5
53	но это	8	5
54	для него	2	5
55	одной стороны	2	5
56	что она	7	5
57	с одной	2	5
58	ли оно	2	5
59	если бы	12	5
60	о том	4	5
61	могут быть	3	5
62	и другое	2	5
63	в частности	2	4
64	никогда не	9	4
65	в своем	5	4
66	из этих	2	4
67	прежде всего	10	4
68	на то	5	4
69	к тому	4	4
70	мог бы	2	4
71	всяком случае	2	4
72	время как	2	4
73	отнюдь не	9	4
74	из них	2	4
75	но и	7	4
76	то и	2	4
77	а в	5	4
78	сказать что	10	4
79	в то	6	4
80	с ним	6	4
81	которая не	2	4
82	мы имеем	2	4
83	с этим	2	4
84	и все	3	4
85	что оно	5	4
86	еще не	2	4
87	мы увидим	2	4
88	он не	3	4
89	по сравнению	2	4
90	это значит	11	4
91	во всяком	4	4
92	и это	2	4
93	как с	2	4
94	значит что	14	4
95	или иная	3	3
96	с этой	2	3
97	на этом	2	3
98	в самом	3	3
99	вслед за	2	3
100	в него	2	3
101	в котором	4	3
102	если в	3	3
103	и их	2	3
104	другой стороны	4	3
105	отличается от	2	3
106	но только	3	3
107	с ними	2	3
108	в которых	2	3
109	этом отношении	2	3
110	во всем	2	3
111	как он	4	3
112	как она	7	3
113	та или	3	3
114	были бы	2	3
115	сравнению с	2	3
116	не как	2	3
117	к этому	2	3
118	но как	2	3
119	мы видим	4	3
120	то в	7	3
121	или иной	3	3
122	не есть	40	3
123	с ней	2	3
124	или менее	3	3
125	а с	2	3
126	если мы	2	3
127	в виде	2	3
128	ничего общего	4	3
129	на деле	2	3
130	то же	10	2
131	в этих	5	2
132	тому что	3	2
133	эти последние	2	2
134	и от	2	2
135	этой точки	2	2
136	со всей	2	2
137	ни было	2	2
138	так что	15	2
139	но все	3	2
140	мы и	2	2
141	является не	2	2
142	об отношении	5	2
143	хотя и	4	2
144	той или	7	2
145	в нем	16	2
146	с той	2	2
147	в корне	2	2
148	для этого	2	2
149	должно быть	3	2
150	что как	2	2
151	предметы в	2	2
152	ни на	6	2
153	бы в	3	2
154	но они	2	2
155	всех этих	3	2
156	само по	5	2
157	в них	3	2
158	и другого	2	2
159	этом смысле	3	2
160	связанные с	2	2
161	ясно что	8	2
162	об этом	4	2
163	только потому	3	2
164	есть и	5	2
165	указывает на	3	2
166	это мы	4	2
167	и может	2	2
168	и потому	3	2
169	в мире	2	2
170	в своей	2	2
171	только что	3	2
172	из того	2	2
173	уже не	2	2
174	и эта	2	2
175	и для	2	2
176	с другими	2	2
177	и то	9	2
178	в каком	8	2
179	в себе	11	2
180	в чем	6	2
