N	2gram	Bakhtin_Fr_7	Tvorches
1	и в	41	20
2	в году	5	16
3	в романе	7	15
4	не только	5	13
5	никогда не	2	11
6	как бы	7	11
7	в его	12	10
8	таким образом	19	10
9	в то	10	10
10	и его	9	9
11	и не	7	9
12	прежде всего	11	8
13	в том	11	8
14	при этом	3	8
15	но и	9	8
16	может быть	4	8
17	в этом	15	8
18	и с	4	8
19	это не	6	7
20	же время	9	7
21	что в	9	7
22	не может	3	7
23	то же	13	7
24	потому что	5	7
25	у него	6	6
26	в конце	8	6
27	что он	3	6
28	как и	14	6
29	в своей	3	6
30	так и	10	6
31	все это	10	6
32	именно в	2	6
33	а не	2	6
34	в мире	3	5
35	но это	3	5
36	еще не	2	5
37	например в	3	5
38	так же	5	5
39	и на	4	5
40	в этой	13	5
41	о том	6	5
42	то есть	20	5
43	что у	3	4
44	в лице	2	4
45	и от	8	4
46	мы не	2	4
47	том что	4	4
48	мы видим	6	4
49	хотя и	4	4
50	как в	5	4
51	все эти	13	4
52	тем самым	3	4
53	не в	9	4
54	а в	5	4
55	в чем	2	4
56	и потому	3	4
57	ничего не	4	4
58	но в	8	4
59	место в	4	3
60	в одной	2	3
61	в образе	4	3
62	к этому	5	3
63	с ним	2	3
64	отношению к	2	3
65	одна из	4	3
66	для него	6	3
67	одной из	2	3
68	своего рода	2	3
69	в область	3	3
70	он не	4	3
71	и др	2	3
72	в нем	7	3
73	то что	8	3
74	и это	5	3
75	вместе с	5	3
76	в их	3	3
77	года он	2	3
78	по отношению	2	3
79	так как	3	3
80	человека в	2	3
81	в свете	3	3
82	уже не	2	3
83	тем что	3	3
84	в которых	2	3
85	в себе	11	3
86	его в	3	3
87	в плане	5	3
88	уже в	5	2
89	все время	2	2
90	в силах	2	2
91	и есть	3	2
92	в одном	3	2
93	я не	3	2
94	вовсе не	7	2
95	во всяком	2	2
96	такой же	3	2
97	и ее	2	2
98	в литературе	2	2
99	при виде	4	2
100	как о	3	2
101	проникает в	3	2
102	которой он	2	2
103	человеческой культуры	2	2
104	к жизни	4	2
105	точка зрения	2	2
106	в первой	2	2
107	в процессе	2	2
108	на землю	2	2
109	к самому	2	2
110	не было	3	2
111	и других	2	2
112	и у	5	2
113	и наконец	4	2
114	и по	3	2
115	особенно в	2	2
116	рядом с	4	2
117	роль в	2	2
118	с ними	3	2
119	из них	3	2
120	в которой	2	2
121	и еще	2	2
122	только в	6	2
123	так сказать	3	2
124	их в	2	2
125	теперь я	2	2
126	это прежде	2	2
127	начинается с	2	2
128	одном из	4	2
