N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	22
2	в этом	16	17
3	и т	35	16
4	т д	2	15
5	что в	3	15
6	не только	24	14
7	мы видели	2	13
8	но и	21	12
9	и не	22	12
10	может быть	37	11
11	в этих	7	11
12	или в	2	11
13	еще не	7	10
14	таким образом	8	10
15	но в	6	10
16	что он	2	9
17	в нем	19	9
18	что и	3	9
19	вместе с	2	9
20	в том	5	9
21	с этим	2	8
22	том что	5	8
23	как мы	7	8
24	с другой	5	7
25	но не	6	7
26	то что	2	7
27	уже не	5	7
28	этих случаях	2	7
29	и здесь	2	7
30	так как	4	7
31	там где	6	7
32	связи с	3	6
33	в них	6	6
34	это не	5	6
35	мы уже	2	6
36	не все	2	6
37	а в	4	6
38	то же	4	6
39	а не	14	6
40	так в	2	6
41	не менее	4	5
42	до сих	2	5
43	один из	5	5
44	все же	6	5
45	этом случае	6	5
46	в свете	3	5
47	он не	2	5
48	сих пор	2	5
49	к нему	3	5
50	могут быть	7	5
51	в некоторых	3	5
52	и там	3	4
53	и другие	2	4
54	не всегда	2	4
55	как это	3	4
56	не в	9	4
57	в дальнейшем	2	4
58	в пределах	13	4
59	только в	5	4
60	на этом	3	4
61	в свою	3	4
62	она не	6	4
63	они не	2	4
64	одним из	2	4
65	к ней	2	4
66	связано с	3	4
67	отношение к	4	4
68	для нас	5	4
69	его и	2	4
70	а именно	2	4
71	и его	33	4
72	и на	4	4
73	в данном	2	4
74	не может	20	4
75	но он	2	4
76	все эти	6	4
77	и с	9	4
78	и от	3	3
79	и все	5	3
80	прежде всего	8	3
81	стороны и	3	3
82	и к	6	3
83	как и	6	3
84	и как	3	3
85	но это	3	3
86	все что	2	3
87	у него	3	3
88	мы увидим	2	3
89	на его	2	3
90	в его	7	3
91	никогда не	7	3
92	быть и	3	3
93	в связи	2	3
94	его не	4	3
95	с ними	5	3
96	сказать что	3	3
97	далеко не	2	3
98	о том	2	3
99	его в	4	3
100	здесь не	4	3
101	в чем	3	3
102	не было	2	2
103	всех этих	4	2
104	независимо от	2	2
105	и др	4	2
106	в одном	2	2
107	говорит и	2	2
108	вовсе не	10	2
109	во всяком	3	2
110	ни в	4	2
111	в нее	2	2
112	но все	5	2
113	от него	5	2
114	и более	2	2
115	одна из	4	2
116	с одной	5	2
117	как в	13	2
118	при этом	7	2
119	одной стороны	5	2
120	например в	5	2
121	с одним	2	2
122	хотя и	2	2
123	в ней	3	2
124	и потому	7	2
125	всяком случае	2	2
126	даже в	2	2
127	не с	3	2
128	отношению к	4	2
129	жизни и	6	2
130	связан с	3	2
131	но она	2	2
132	так и	15	2
133	где они	2	2
134	по отношению	4	2
135	в своем	6	2
136	в особенности	3	2
137	той же	3	2
138	еще более	2	2
139	и даже	7	2
140	и для	5	2
141	роль в	2	2
142	дело с	4	2
143	между тем	3	2
144	в виде	2	2
145	точки зрения	8	2
146	в другом	2	2
147	в то	4	2
148	ту же	3	2
149	большинстве случаев	5	2
150	а также	3	2
151	в него	7	2
