N	2gram	Tiupa_Disk_1	KFilosof
1	может быть	17	43
2	в его	7	39
3	в нем	9	31
4	не может	9	27
5	и не	11	26
6	по отношению	9	25
7	и в	16	22
8	в котором	5	21
9	отношению к	9	21
10	в себе	7	21
11	не есть	2	19
12	в ее	3	17
13	а не	22	17
14	и его	2	17
15	только в	7	16
16	точки зрения	3	13
17	в этом	15	13
18	для него	4	12
19	но не	11	12
20	в своей	5	11
21	не в	7	11
22	в едином	2	10
23	в своем	6	10
24	это не	3	10
25	во всех	5	10
26	и есть	2	9
27	в целом	4	9
28	но и	14	9
29	в их	5	9
30	как бы	5	9
31	и все	2	9
32	не было	7	8
33	лишь в	4	8
34	со стороны	7	8
35	что и	3	7
36	то что	5	7
37	себя в	2	7
38	в себя	5	7
39	в том	23	6
40	отношение к	4	6
41	отнюдь не	8	6
42	уже не	4	6
43	мира в	3	6
44	никогда не	2	5
45	хотя бы	3	5
46	то же	7	5
47	его как	2	5
48	именно в	3	5
49	в основе	7	5
50	но как	2	5
51	но в	8	5
52	жизни в	2	5
53	как и	16	5
54	не только	28	5
55	для себя	4	5
56	все же	3	5
57	мы имеем	2	5
58	времени и	3	4
59	что в	4	4
60	при этом	13	4
61	к ним	3	4
62	в своих	3	4
63	между тем	4	4
64	бы быть	3	4
65	в одном	2	4
66	не как	4	4
67	том что	19	4
68	о нем	2	4
69	как его	2	4
70	а в	5	4
71	и т.д	4	4
72	во мне	3	3
73	с человеком	2	3
74	не менее	2	3
75	в каждом	2	3
76	смысл в	2	3
77	в свою	3	3
78	в виду	2	3
79	и тем	2	3
80	того что	3	3
81	слово не	2	3
82	и на	5	3
83	в то	3	3
84	события в	2	3
85	того или	2	3
86	о том	8	3
87	в акте	3	3
88	по своему	3	3
89	могла бы	2	3
90	еще не	14	3
91	котором он	2	3
92	что не	4	3
93	тем что	3	3
94	могут быть	4	3
95	в момент	2	3
96	в другом	2	3
97	слова в	2	2
98	а с	5	2
99	сознания в	2	2
100	прежде всего	11	2
101	вследствие этого	3	2
102	или иной	5	2
103	ему в	2	2
104	и как	6	2
105	основе своей	2	2
106	эстетического субъекта	2	2
107	соответствии с	2	2
108	же время	4	2
109	он ни	2	2
110	по себе	3	2
111	как к	2	2
112	в принципе	2	2
113	а по	2	2
114	потому что	4	2
115	к себе	2	2
116	той или	3	2
117	ни к	6	2
118	с его	4	2
119	к этому	2	2
120	что он	4	2
121	и того	3	2
122	в соответствии	2	2
123	в качестве	34	2
124	к содержанию	3	2
125	и потому	3	2
126	дело не	2	2
127	оно не	2	2
128	научного мышления	3	2
129	в процессе	5	2
130	так и	8	2
131	как в	10	2
132	дело с	2	2
133	сводится к	5	2
134	в данном	5	2
135	всей его	2	2
136	в этой	2	2
137	едва ли	2	2
