N	2gram	Bakhtin_Pr_2	Literetu
1	не только	11	24
2	при этом	6	19
3	но и	14	17
4	а не	7	16
5	в том	6	16
6	том что	2	14
7	может быть	23	13
8	и не	29	12
9	в этом	13	12
10	прежде всего	10	11
11	в своем	4	11
12	то что	7	10
13	не в	11	8
14	в целом	2	8
15	и в	43	8
16	только в	4	8
17	не менее	3	7
18	я не	4	7
19	в его	10	7
20	как бы	22	7
21	уже не	3	7
22	в себе	5	7
23	я и	2	7
24	в жизни	3	6
25	как и	14	6
26	и сам	7	6
27	себя в	3	6
28	того что	2	6
29	точки зрения	13	6
30	то есть	4	6
31	с его	4	5
32	что он	13	5
33	же время	5	5
34	для себя	2	5
35	как в	2	5
36	не может	18	5
37	то же	8	5
38	в отличие	4	5
39	уже в	2	5
40	в то	7	5
41	отличие от	4	5
42	для этого	2	4
43	это не	3	4
44	о себе	7	4
45	в конце	2	4
46	чужого сознания	2	4
47	но не	5	4
48	еще не	9	4
49	в формах	3	4
50	все же	3	4
51	из них	2	4
52	в художественном	3	4
53	в своей	4	4
54	так и	3	4
55	никогда не	9	4
56	в чужом	4	4
57	лишь в	8	4
58	и его	8	4
59	как раз	4	4
60	в своих	2	4
61	не как	6	4
62	с собой	4	4
63	что в	4	3
64	с другой	4	3
65	да и	5	3
66	одна из	2	3
67	художественного творчества	2	3
68	с их	2	3
69	в пределах	16	3
70	например в	2	3
71	в самом	7	3
72	у него	6	3
73	том же	4	3
74	же и	4	3
75	и др	2	3
76	в их	3	3
77	приводит к	6	3
78	по отношению	5	3
79	бы не	2	3
80	а в	5	3
81	таким образом	5	3
82	другого в	3	3
83	тем же	2	3
84	и даже	3	3
85	той же	3	3
86	во всяком	2	3
87	он и	3	3
88	к себе	7	3
89	но в	10	3
90	также и	3	3
91	далеко не	4	3
92	его в	3	3
93	дело в	2	3
94	в виду	3	3
95	а как	4	2
96	должна быть	3	2
97	у достоевского	14	2
98	превращается в	2	2
99	та же	2	2
100	из этих	2	2
101	раз и	2	2
102	и нет	4	2
103	человека и	2	2
104	но при	3	2
105	от автора	3	2
106	в себя	3	2
107	для понимания	2	2
108	к тому	4	2
109	тем не	2	2
110	тому же	3	2
111	из его	2	2
112	в другом	7	2
113	что я	6	2
114	или иной	3	2
115	того же	3	2
116	для него	8	2
117	было бы	5	2
118	за пределы	3	2
119	и является	2	2
120	на почве	2	2
121	даже в	3	2
122	в нем	12	2
123	то это	2	2
124	не есть	2	2
125	отношению к	5	2
126	если оно	2	2
127	на том	2	2
128	в сущности	9	2
129	только на	3	2
130	то и	2	2
131	не на	4	2
132	и только	3	2
133	все эти	5	2
134	чтобы не	2	2
135	самом деле	5	2
136	что не	2	2
137	что такое	2	2
138	хотя бы	2	2
139	с точки	8	2
140	в слове	5	2
141	можно было	3	2
142	самим собой	3	2
143	и то	2	2
144	между тем	3	2
145	героя с	3	2
146	тем что	3	2
147	могут быть	3	2
148	самим собою	5	2
149	на себя	2	2
150	ту же	2	2
151	о том	5	2
152	как он	2	2
