N	2gram	Nazirov_Tr_1	Istorich
1	и в	18	24
2	что он	6	21
3	не только	8	21
4	может быть	7	14
5	не может	5	14
6	что в	4	13
7	как в	3	12
8	в этом	9	12
9	и здесь	2	12
10	но и	4	11
11	это не	5	10
12	у него	6	10
13	том что	4	10
14	и что	4	10
15	не в	2	9
16	все же	5	9
17	о том	2	9
18	потому что	2	9
19	еще не	4	8
20	что и	2	8
21	все это	4	8
22	то же	5	8
23	один из	3	7
24	в том	2	7
25	одна из	2	7
26	то что	4	7
27	к нему	3	7
28	тем что	2	6
29	об этом	4	6
30	как и	5	6
31	так же	4	6
32	в нем	4	6
33	он не	2	6
34	и все	4	6
35	что это	5	6
36	отношение к	2	5
37	так и	5	5
38	что она	2	5
39	с ним	3	5
40	ничего не	2	5
41	но в	6	5
42	никогда не	2	4
43	но все	2	4
44	при этом	3	4
45	своего отца	3	4
46	своего рода	3	4
47	как бы	7	4
48	то и	2	4
49	и не	7	4
50	не имеет	2	4
51	в данном	2	4
52	уже в	3	3
53	с его	2	3
54	но они	2	3
55	в образе	6	3
56	вопрос о	2	3
57	так что	2	3
58	в дальнейшем	5	3
59	его в	2	3
60	данном случае	2	3
61	ее за	2	3
62	что за	3	3
63	и даже	4	3
64	и он	3	3
65	и его	6	3
66	но это	4	3
67	не случайно	2	3
68	в конце	3	3
69	что вы	3	2
70	из самых	2	2
71	перед нами	2	2
72	его за	2	2
73	прежде всего	4	2
74	не могут	2	2
75	вместе со	2	2
76	и ее	2	2
77	раз он	2	2
78	в то	5	2
79	ни в	2	2
80	в ее	2	2
81	говорит о	2	2
82	только о	2	2
83	в самом	2	2
84	в основном	3	2
85	во сне	2	2
86	точно так	2	2
87	уже не	2	2
88	не просто	2	2
89	но эта	2	2
90	не так	2	2
91	друг друга	2	2
92	как это	3	2
93	что этот	2	2
94	ничем не	2	2
95	и на	7	2
96	отца и	2	2
97	что эти	2	2
98	все эти	3	2
99	и это	2	2
100	но при	2	2
