N	2gram	Voloshinov_1	Problema
1	в его	9	43
2	и не	16	42
3	и в	15	38
4	не может	13	27
5	может быть	13	26
6	как бы	11	22
7	по отношению	11	21
8	отнюдь не	2	19
9	отношению к	9	19
10	и с	7	17
11	и его	15	16
12	в нем	4	15
13	в этом	13	15
14	прежде всего	11	13
15	только в	6	13
16	за пределы	2	12
17	в искусстве	3	12
18	но не	5	12
19	ни в	6	11
20	во всех	8	11
21	и для	2	11
22	в области	3	11
23	к нему	7	10
24	отношение к	7	10
25	таким образом	21	10
26	художественной формы	2	9
27	но и	4	9
28	его в	8	9
29	не только	5	9
30	в том	4	8
31	и др	8	8
32	точки зрения	13	8
33	было бы	6	8
34	то что	10	8
35	что в	6	7
36	и становится	2	7
37	с помощью	9	7
38	не в	4	7
39	в самом	6	7
40	между тем	2	7
41	отметить что	2	7
42	как и	6	7
43	художественное творчество	2	7
44	еще не	7	7
45	совершенно не	2	7
46	в своей	9	7
47	как мы	10	7
48	не всегда	4	6
49	и наконец	10	6
50	а в	6	6
51	в психике	3	6
52	все же	5	6
53	самом деле	7	6
54	с точки	10	6
55	мы можем	12	6
56	и этим	3	6
57	отношения к	2	6
58	ничего не	2	6
59	то же	7	5
60	все они	2	5
61	в своем	2	5
62	это не	2	5
63	формы и	2	5
64	высшей степени	2	5
65	при этом	7	5
66	никогда не	7	5
67	все эти	9	5
68	должно быть	2	5
69	рядом с	2	5
70	в основе	3	5
71	далеко не	4	5
72	с ним	12	5
73	в высшей	2	5
74	конечно не	3	5
75	и о	3	5
76	в большинстве	4	5
77	так и	10	5
78	и прежде	5	5
79	большинстве случаев	5	5
80	а не	2	5
81	могут быть	6	5
82	не менее	3	4
83	в нашем	3	4
84	на самом	2	4
85	должны быть	3	4
86	в ней	5	4
87	данном случае	3	4
88	и только	4	4
89	с ними	4	4
90	конечно и	3	4
91	сказать что	6	4
92	в более	3	4
93	в то	6	4
94	и потому	8	4
95	но в	9	4
96	в ее	4	4
97	как в	3	4
98	между ними	2	4
99	хотя бы	7	4
100	в данном	3	4
101	более того	2	4
102	в себе	4	4
103	себя и	3	3
104	культурного творчества	7	3
105	тем не	2	3
106	в дальнейшем	2	3
107	но это	2	3
108	же время	5	3
109	из важнейших	2	3
110	не является	3	3
111	в целом	2	3
112	все это	5	3
113	и содержание	3	3
114	они не	2	3
115	и даже	2	3
116	и на	3	3
117	все то	2	3
118	или как	3	3
119	если бы	3	3
120	и все	4	3
121	и к	7	3
122	как его	2	3
123	том что	5	3
124	все что	9	3
125	мы увидим	4	3
126	со всеми	3	3
127	может стать	3	3
128	не будем	2	3
129	он не	4	3
130	на почве	2	3
131	оно не	2	3
132	на него	4	3
133	связь с	4	3
134	приводит к	2	3
135	в таком	3	3
136	с другими	5	3
137	значение для	2	3
138	не знает	3	3
139	слова и	2	3
140	на этом	5	2
141	или иное	2	2
142	я не	3	2
143	не могут	3	2
144	и другие	2	2
145	и есть	2	2
146	в этих	2	2
147	что все	5	2
148	можно сказать	4	2
149	войти в	3	2
150	узком смысле	2	2
151	что оно	2	2
152	и должны	3	2
153	смысле слова	2	2
154	не можем	3	2
155	в свою	2	2
156	и пр	9	2
157	по поводу	2	2
158	что это	3	2
159	и у	6	2
160	не нуждается	2	2
161	центр тяжести	2	2
162	другими словами	3	2
163	где оно	3	2
164	не было	4	2
165	этом отношении	2	2
166	чем не	2	2
167	этой науки	2	2
168	этой области	3	2
169	и что	3	2
170	того что	2	2
171	дает нам	2	2
172	в своих	4	2
173	не следует	2	2
174	мир в	2	2
175	нуждается в	2	2
176	к себе	3	2
177	в истории	3	2
178	мы должны	7	2
179	подхода к	2	2
180	можем сказать	2	2
181	оно может	3	2
182	в него	2	2
183	цели и	2	2
184	организма и	3	2
185	с его	8	2
186	он должен	2	2
187	к этому	7	2
188	вовсе не	2	2
189	что он	8	2
190	у нас	3	2
191	и при	3	2
192	одна из	3	2
193	единство и	3	2
194	она не	2	2
195	предмета и	2	2
196	так называемый	4	2
197	должен быть	2	2
198	что и	2	2
199	себя в	2	2
200	не остается	3	2
201	человека в	3	2
202	в себя	5	2
203	того чтобы	2	2
204	то или	2	2
205	и ее	3	2
206	в таких	3	2
207	дело в	2	2
208	нами выше	2	2
209	в чем	4	2
