N	2gram	Bakhtin_Fr_7	slovoVRo
1	в романе	7	46
2	и в	41	39
3	может быть	4	37
4	и его	9	33
5	то есть	20	26
6	не только	5	24
7	и не	7	22
8	но и	9	21
9	не может	3	20
10	в нем	7	19
11	до конца	2	17
12	все это	10	16
13	в этом	15	16
14	так и	10	15
15	а не	2	14
16	как в	5	13
17	в процессе	2	13
18	во всех	3	12
19	вовсе не	7	10
20	не в	9	9
21	и с	4	9
22	прежде всего	11	8
23	оно не	2	8
24	таким образом	19	8
25	точки зрения	5	8
26	с его	2	7
27	при этом	3	7
28	для него	6	7
29	еще не	2	7
30	в его	12	7
31	как бы	7	7
32	никогда не	2	7
33	в этих	2	7
34	и потому	3	7
35	как мы	11	7
36	с ним	2	7
37	в них	7	6
38	и к	5	6
39	как и	14	6
40	в своем	9	6
41	в большинстве	2	6
42	в сущности	4	6
43	значительной степени	2	6
44	жизни и	3	6
45	в значительной	2	6
46	все эти	13	6
47	так сказать	3	6
48	но в	8	6
49	это не	6	5
50	и для	5	5
51	и все	14	5
52	том что	4	5
53	но все	4	5
54	только в	6	5
55	в том	11	5
56	например в	3	5
57	и их	3	5
58	человека в	2	5
59	уже не	2	5
60	и наконец	4	5
61	с ними	3	5
62	большинстве случаев	2	5
63	мира и	4	5
64	в плане	5	5
65	поэтому и	3	4
66	и др	2	4
67	ни в	6	4
68	отношению к	2	4
69	же время	9	4
70	одна из	4	4
71	связанные с	3	4
72	в отношении	3	4
73	по отношению	2	4
74	то же	13	4
75	и других	2	4
76	с помощью	6	4
77	в той	3	4
78	для всех	2	4
79	а в	5	4
80	и на	4	4
81	в то	10	4
82	отношение к	2	4
83	его в	3	4
84	так как	3	4
85	перед нами	2	3
86	что в	9	3
87	одновременно и	2	3
88	и от	8	3
89	в свою	3	3
90	что и	5	3
91	но это	3	3
92	на этом	5	3
93	у него	6	3
94	и как	2	3
95	слов и	4	3
96	в ней	5	3
97	к нему	5	3
98	связано с	2	3
99	в свете	3	3
100	этом отношении	2	3
101	а также	2	3
102	с точки	3	3
103	той же	3	3
104	рядом с	4	3
105	связан с	2	3
106	может иметь	2	3
107	к новому	2	3
108	ту же	2	3
109	в особенности	2	3
110	в чем	2	3
111	во всяком	2	3
112	например у	2	2
113	в данном	2	2
114	уже в	5	2
115	не было	3	2
116	и другие	3	2
117	хотя и	4	2
118	них и	2	2
119	но он	4	2
120	того как	5	2
121	и образ	2	2
122	в историческом	2	2
123	влияние на	4	2
124	в себе	11	2
125	и здесь	4	2
126	что он	3	2
127	с ее	3	2
128	в нее	3	2
129	имеет дело	2	2
130	правда и	2	2
131	более или	2	2
132	свою очередь	3	2
133	все что	4	2
134	как о	3	2
135	со всеми	2	2
136	проникает в	3	2
137	мы уже	12	2
138	xvii века	2	2
139	в новых	2	2
140	о нем	3	2
141	точка зрения	2	2
142	должен быть	2	2
143	мы видели	5	2
144	то что	8	2
145	дело в	2	2
146	не знаем	2	2
147	его как	2	2
148	входят в	2	2
149	вместе с	5	2
150	все они	6	2
151	или менее	2	2
152	в их	3	2
153	в форме	3	2
154	кроме того	3	2
155	в связи	2	2
156	с этим	2	2
157	особенно в	2	2
158	именно в	2	2
159	еще более	2	2
160	на них	3	2
161	в себя	2	2
162	мы не	2	2
163	и т.п	9	2
164	роль в	2	2
165	или в	2	2
166	также и	2	2
167	в результате	2	2
168	в более	4	2
169	он не	4	2
170	далеко не	2	2
171	не знает	3	2
172	может стать	2	2
173	о том	6	2
174	как он	2	2
175	здесь как	2	2
176	в области	2	2
177	в одном	3	2
178	оно было	2	2
