N	2gram	Potebnia_M_1	Komedia
1	и в	39	22
2	и не	18	21
3	том что	16	13
4	в том	26	12
5	таким образом	13	12
6	со стороны	8	11
7	так как	21	11
8	потому что	52	10
9	в самом	3	9
10	вместе с	8	9
11	если бы	14	8
12	в своем	3	8
13	к ней	2	8
14	в его	5	8
15	что и	6	8
16	в глазах	3	8
17	в этом	15	8
18	о том	2	8
19	при этом	6	7
20	в свою	4	7
21	то же	6	7
22	не по	4	7
23	только что	2	7
24	а в	5	7
25	свою очередь	4	6
26	того же	3	6
27	еще не	6	6
28	для того	3	6
29	к тому	4	6
30	может быть	27	6
31	и что	10	6
32	того чтобы	2	6
33	так что	16	6
34	и его	5	6
35	в то	4	6
36	не менее	6	5
37	связи с	3	5
38	что в	22	5
39	же время	4	5
40	прежде всего	4	5
41	то это	5	5
42	хотя и	3	5
43	не только	21	5
44	в своей	3	5
45	по отношению	13	5
46	он не	3	5
47	тем что	9	5
48	с ним	3	5
49	но в	9	5
50	с самого	3	4
51	самого начала	3	4
52	с тем	5	4
53	но все	2	4
54	однако в	4	4
55	с другой	7	4
56	вовсе не	5	4
57	все же	6	4
58	не в	15	4
59	несмотря на	5	4
60	в ней	7	4
61	тем более	2	4
62	и т	6	4
63	то что	10	4
64	но и	20	4
65	на него	3	4
66	т п	4	4
67	что к	2	4
68	а не	21	4
69	и для	5	4
70	друг друга	5	4
71	так же	5	4
72	точки зрения	8	4
73	в себе	13	4
74	бы в	4	4
75	так и	13	4
76	хотя бы	2	4
77	и с	3	4
78	прежде чем	3	3
79	от нее	6	3
80	никогда не	4	3
81	в них	3	3
82	то ни	3	3
83	с этой	2	3
84	с этим	7	3
85	если не	2	3
86	одного из	2	3
87	в нем	20	3
88	на то	2	3
89	нисколько не	2	3
90	тем не	6	3
91	как и	9	3
92	в начале	2	3
93	в этой	3	3
94	чем в	2	3
95	все что	2	3
96	одной стороны	3	3
97	было бы	12	3
98	к ним	2	3
99	на этот	2	3
100	как бы	6	3
101	из себя	5	3
102	отношению к	13	3
103	в целом	2	3
104	не может	22	3
105	не могла	2	3
106	с одной	3	3
107	в течение	2	3
108	из того	2	3
109	ни малейшего	2	3
110	что не	10	3
111	с точки	3	3
112	столь же	3	3
113	тем же	2	3
114	и даже	4	3
115	не имеет	5	3
116	не так	3	3
117	в других	2	3
118	мы можем	2	3
119	во всяком	3	3
120	но если	2	3
121	в которой	2	3
122	не зная	2	3
123	том как	3	3
124	под влиянием	2	2
125	только для	3	2
126	ни было	2	2
127	и без	3	2
128	как в	10	2
129	не будет	2	2
130	это не	7	2
131	и все	3	2
132	в одном	8	2
133	но при	3	2
134	не могут	4	2
135	стороны и	2	2
136	а как	2	2
137	если мы	3	2
138	о его	2	2
139	в г	2	2
140	за ним	2	2
141	она не	3	2
142	бы то	2	2
143	не мог	3	2
144	и если	2	2
145	в сущности	2	2
146	за пределы	2	2
147	и о	2	2
148	одним из	2	2
149	от того	4	2
150	если же	5	2
151	человека не	2	2
152	после этого	2	2
153	во всех	5	2
154	в отношениях	2	2
155	на основании	2	2
156	в их	2	2
157	как мы	2	2
158	другой стороны	5	2
159	бы не	6	2
160	по мнению	3	2
161	не было	4	2
162	мы не	10	2
163	в мире	3	2
164	ли в	2	2
165	все остальные	4	2
166	что для	3	2
167	в таком	5	2
168	в своих	4	2
169	тому что	3	2
170	между тем	5	2
171	и во	3	2
172	нуждается в	2	2
173	к одной	3	2
174	видно что	2	2
175	что мы	4	2
176	его на	2	2
177	и это	3	2
178	нет ничего	2	2
179	из этого	2	2
180	к этой	3	2
181	в виду	2	2
