N	2gram	Bakhtin_Pr_5	Mirosoze
1	у достоевского	12	42
2	может быть	14	30
3	не только	10	29
4	и в	35	28
5	не может	18	28
6	но и	14	25
7	а не	4	25
8	он не	13	24
9	в этом	14	20
10	у него	4	17
11	не в	10	16
12	потому что	8	16
13	переходит в	2	15
14	в ней	2	15
15	в своей	4	15
16	никогда не	4	14
17	до конца	4	14
18	в нем	16	13
19	и он	2	12
20	и это	5	12
21	для него	14	11
22	в самом	6	11
23	и не	27	11
24	что в	6	10
25	в своем	2	10
26	в мире	4	10
27	из подполья	35	10
28	достоевского и	2	10
29	прежде всего	12	10
30	и все	15	10
31	что он	24	10
32	было бы	3	10
33	в творчестве	4	10
34	достоевского в	3	9
35	но он	4	9
36	с тем	3	9
37	в его	21	9
38	и его	14	9
39	но не	6	8
40	в котором	3	8
41	иван карамазов	2	8
42	того что	3	7
43	в конце	5	7
44	но в	19	7
45	ивана карамазова	4	7
46	к нему	13	7
47	в себе	5	7
48	он сам	6	6
49	в том	5	6
50	все это	14	6
51	лишь в	7	6
52	и на	6	6
53	человек и	4	6
54	он уже	3	6
55	вместе с	2	6
56	только в	6	6
57	в которой	2	6
58	это не	3	5
59	записок из	3	5
60	для достоевского	2	5
61	как и	18	5
62	то что	10	5
63	достоевского нет	3	5
64	нет и	4	5
65	у человека	2	5
66	уже в	3	4
67	в этих	2	4
68	с этой	2	4
69	не знал	2	4
70	не знает	6	4
71	всю жизнь	2	4
72	нет в	3	4
73	мог бы	2	4
74	отношение к	6	4
75	и по	2	4
76	а в	7	4
77	увидим что	2	4
78	в которых	2	4
79	точки зрения	7	4
80	творчестве достоевского	7	4
81	обращен к	4	4
82	и этот	2	4
83	в них	4	4
84	не как	3	4
85	это и	3	4
86	к концу	3	4
87	от него	6	4
88	за пределы	3	4
89	к ней	2	4
90	что и	3	4
91	тему о	2	4
92	уже не	3	4
93	тем что	4	4
94	себя и	8	3
95	о себе	17	3
96	и вот	4	3
97	к тому	6	3
98	в братьях	3	3
99	не мог	3	3
100	в него	3	3
101	этот процесс	2	3
102	я хочу	2	3
103	должно быть	3	3
104	особенно в	2	3
105	с этим	3	3
106	его в	4	3
107	так как	4	3
108	то есть	16	3
109	и с	12	3
110	на этом	2	3
111	с его	7	3
112	в жизни	2	3
113	с собой	2	3
114	в ее	3	3
115	том что	3	3
116	ничего не	3	3
117	мы увидим	2	3
118	конечно не	2	3
119	себя в	2	3
120	когда он	3	3
121	бы и	2	3
122	будто бы	2	3
123	братьях карамазовых	3	3
124	хотя бы	2	3
125	все его	4	3
126	он знает	3	2
127	за собой	3	2
128	по своему	4	2
129	вообще не	2	2
130	и мир	2	2
131	и от	3	2
132	вопрос о	2	2
133	высшей степени	3	2
134	с самим	15	2
135	его мысль	4	2
136	о своей	3	2
137	на этот	2	2
138	в виду	3	2
139	человека из	13	2
140	себе и	7	2
141	его с	5	2
142	тому чтобы	2	2
143	я хотел	2	2
144	по отношению	6	2
145	человека как	2	2
146	все эти	3	2
147	о мире	8	2
148	и что	6	2
149	есть только	2	2
150	время как	2	2
151	сказать что	3	2
152	даже и	3	2
153	он и	5	2
154	в начале	3	2
155	по своей	2	2
156	проникает в	2	2
157	как бы	31	2
158	о том	2	2
159	как он	2	2
160	человека с	3	2
161	бы в	4	2
162	с ним	7	2
163	а как	2	2
164	него и	3	2
165	в высшей	3	2
166	и во	3	2
167	отношению к	7	2
168	в то	11	2
169	достоевского это	3	2
170	как будто	4	2
171	и к	12	2
172	достоевского очень	3	2
173	о нем	2	2
174	еще в	4	2
175	в этот	2	2
176	сам не	3	2
177	все же	8	2
178	я бы	4	2
179	героев достоевского	3	2
180	не хочет	2	2
181	как в	5	2
182	приводит к	2	2
183	бы не	2	2
184	чтобы не	2	2
185	в той	4	2
186	и у	4	2
187	и как	2	2
188	и для	8	2
189	конце концов	3	2
190	достоевского как	2	2
191	он в	4	2
192	эти слова	3	2
193	на протяжении	5	2
194	отношении к	7	2
