N	2gram	Vygotskiy__2	Problema
1	и в	32	30
2	в своей	3	22
3	то есть	21	21
4	то что	21	18
5	не только	12	18
6	том что	21	17
7	в этом	13	17
8	и даже	5	14
9	но и	10	13
10	таким образом	21	13
11	потому что	21	13
12	в том	37	12
13	в его	2	12
14	и не	10	12
15	также и	2	12
16	о том	6	12
17	так что	3	11
18	для нас	2	10
19	точки зрения	17	10
20	в этой	6	10
21	все же	4	9
22	сказать что	7	9
23	но в	3	9
24	и вообще	2	9
25	только в	7	9
26	и все	4	9
27	в конце	3	8
28	вовсе не	2	8
29	никак не	4	8
30	с точки	10	8
31	никогда не	9	7
32	что он	13	7
33	как и	10	7
34	но не	2	7
35	может быть	18	7
36	вместе с	2	7
37	так и	3	7
38	говорит о	2	7
39	мы находим	2	7
40	не в	8	7
41	с другой	3	6
42	и как	7	6
43	несмотря на	4	6
44	и для	4	6
45	как бы	6	6
46	конце концов	3	6
47	в нем	4	6
48	что и	17	6
49	другой стороны	2	6
50	и что	22	6
51	а в	4	6
52	и его	7	6
53	и на	5	6
54	при помощи	10	6
55	так как	12	6
56	не менее	8	5
57	с тем	11	5
58	что в	20	5
59	что у	5	5
60	в которой	2	5
61	тем не	4	5
62	так же	18	5
63	в самом	12	5
64	и их	3	5
65	не может	17	5
66	а не	7	5
67	и у	2	5
68	что этот	2	5
69	и то	3	5
70	но он	3	5
71	как раз	5	5
72	того как	4	5
73	и с	4	5
74	мы можем	3	5
75	в частности	3	4
76	отнюдь не	5	4
77	но даже	2	4
78	тогда когда	3	4
79	ни в	2	4
80	ясно что	7	4
81	в смысле	3	4
82	об этом	3	4
83	при этом	13	4
84	того же	2	4
85	было бы	11	4
86	и сам	4	4
87	не так	2	4
88	к людям	2	4
89	а с	2	4
90	и к	3	4
91	и он	3	4
92	в себе	2	4
93	в то	5	4
94	далеко не	5	4
95	из этого	4	4
96	едва ли	4	4
97	в самой	2	3
98	все время	6	3
99	и которая	2	3
100	еще более	3	3
101	в отношении	3	3
102	точно так	3	3
103	но только	4	3
104	в ее	2	3
105	что его	5	3
106	что они	7	3
107	тот же	6	3
108	то время	3	3
109	указывает на	3	3
110	как будто	7	3
111	после того	2	3
112	еще не	2	3
113	для того	13	3
114	он не	6	3
115	и тем	4	3
116	бы не	2	3
117	того что	8	3
118	и никогда	2	3
119	к нему	2	3
120	есть только	5	3
121	в других	2	3
122	время как	3	3
123	жизнь и	3	3
124	в ней	5	3
125	он в	3	3
126	и другое	2	3
127	в одном	2	3
128	видит в	3	3
129	в виду	3	3
130	не могут	3	2
131	мы будем	2	2
132	и более	4	2
133	другого как	2	2
134	и без	2	2
135	в них	2	2
136	в какой	2	2
137	хотя бы	3	2
138	как в	9	2
139	это не	2	2
140	с этой	4	2
141	один из	3	2
142	представление о	3	2
143	была бы	2	2
144	значение и	2	2
145	по себе	12	2
146	что именно	3	2
147	на то	11	2
148	к тому	7	2
149	то же	13	2
150	по существу	3	2
151	из всех	2	2
152	в глаза	2	2
153	в свою	3	2
154	и другой	3	2
155	до сих	5	2
156	в нашей	3	2
157	жизни и	4	2
158	бы с	2	2
159	в данном	4	2
160	что не	3	2
161	мы имеем	4	2
162	на его	2	2
163	вслед за	5	2
164	всяком случае	2	2
165	бы то	2	2
166	ли он	2	2
167	он все	3	2
168	не к	3	2
169	из них	4	2
170	когда он	10	2
171	на него	2	2
172	наряду с	4	2
173	и до	4	2
174	все что	2	2
175	данном случае	4	2
176	отношение к	2	2
177	при всем	3	2
178	и только	2	2
179	которого мы	3	2
180	или же	3	2
181	то ни	2	2
182	все эти	7	2
183	мы не	3	2
184	самом деле	16	2
185	именно на	2	2
186	он говорит	5	2
187	того чтобы	14	2
188	в драме	2	2
189	в таком	2	2
190	форму и	2	2
191	можно было	7	2
192	свое собственное	3	2
193	во всяком	2	2
194	между тем	4	2
195	тем что	9	2
196	и сейчас	3	2
197	в чем	4	2
198	ничего не	4	2
199	и которые	2	2
200	сих пор	5	2
