N	2gram	Vygotskiy__2	DiskursI
1	в себе	2	19
2	при этом	13	17
3	состоит в	3	16
4	и в	32	16
5	может быть	18	16
6	как и	10	16
7	в этом	13	16
8	и не	10	15
9	а не	7	14
10	в частности	3	12
11	отличие от	2	12
12	то есть	21	12
13	но и	10	11
14	но в	3	11
15	том что	21	10
16	не только	12	10
17	так и	3	9
18	не может	17	9
19	в том	37	8
20	как в	9	8
21	не менее	8	7
22	в нем	4	7
23	ни в	2	7
24	но не	2	7
25	в данном	4	7
26	с его	2	6
27	отнюдь не	5	6
28	еще не	2	6
29	все же	4	6
30	в своей	3	6
31	данном случае	4	6
32	то же	13	6
33	в своих	9	6
34	а с	2	5
35	что в	20	5
36	с другой	3	5
37	же время	2	5
38	то что	21	5
39	и на	5	5
40	в то	5	5
41	в одном	2	4
42	как бы	6	4
43	этом отношении	5	4
44	роль в	2	4
45	потому что	21	4
46	в основе	11	4
47	точки зрения	17	4
48	в этой	6	4
49	и то	3	4
50	о том	6	4
51	подход к	2	3
52	могут быть	4	3
53	в этих	2	3
54	в них	2	3
55	столь же	4	3
56	это не	2	3
57	и все	4	3
58	и как	7	3
59	не в	8	3
60	например в	3	3
61	он не	6	3
62	в его	2	3
63	из них	4	3
64	жизни и	4	3
65	и ее	3	3
66	не было	2	3
67	иначе говоря	4	3
68	все эти	7	3
69	также и	2	3
70	как на	5	3
71	и его	7	3
72	но это	2	3
73	в басне	15	3
74	одного и	2	3
75	как будто	7	3
76	только в	7	3
77	в творчестве	4	3
78	место в	2	2
79	же как	4	2
80	никогда не	9	2
81	и другого	3	2
82	в целом	4	2
83	это в	2	2
84	или иного	2	2
85	с таким	8	2
86	переходе от	2	2
87	к которой	2	2
88	что на	4	2
89	интерес к	2	2
90	что он	13	2
91	который не	3	2
92	всякий раз	2	2
93	а к	2	2
94	такой же	7	2
95	того же	2	2
96	отношение к	2	2
97	в ней	5	2
98	далеко не	5	2
99	в свое	2	2
100	что и	17	2
101	с ее	3	2
102	с точки	10	2
103	с той	4	2
104	не к	3	2
105	вместе с	2	2
106	заключает в	2	2
107	что же	3	2
108	действие и	2	2
109	в языке	4	2
110	не на	2	2
111	в полном	2	2
112	того и	2	2
113	к своему	2	2
114	сводится к	2	2
115	все это	5	2
116	другой стороны	2	2
117	и для	4	2
118	а в	4	2
119	той же	8	2
120	тому как	3	2
121	их в	2	2
122	и с	4	2
123	подобно тому	2	2
124	и это	4	2
125	на примере	2	2
126	мы имеем	4	2
127	между тем	4	2
128	произведения как	2	2
