N	2gram	Vygotskiy__3	DiskursI
1	в качестве	12	34
2	не только	6	28
3	в том	23	23
4	том что	20	19
5	может быть	13	17
6	представляет собой	6	17
7	и в	25	16
8	как и	15	16
9	в этом	14	15
10	еще не	4	14
11	но и	4	14
12	при этом	5	13
13	речевого общения	4	12
14	прежде всего	4	11
15	но не	6	11
16	и не	10	11
17	по своей	7	11
18	с другой	6	10
19	как в	9	10
20	в частности	4	9
21	состоит в	3	9
22	в нем	2	9
23	отношению к	2	9
24	одной стороны	5	9
25	по отношению	3	9
26	не может	6	9
27	с одной	5	9
28	а также	2	8
29	отнюдь не	4	8
30	так и	5	8
31	о том	5	8
32	в основе	16	7
33	в его	15	7
34	то же	2	7
35	в себе	2	7
36	только в	10	7
37	не в	6	7
38	в своем	4	6
39	и как	5	6
40	к тому	4	5
41	или иной	3	5
42	в силу	6	5
43	как бы	10	5
44	в котором	3	5
45	в своей	2	5
46	то что	15	5
47	в процессе	27	5
48	в отличие	6	5
49	а с	3	5
50	а в	4	5
51	в себя	3	5
52	отличие от	6	5
53	и на	6	5
54	с его	2	4
55	что в	17	4
56	не является	8	4
57	в них	2	4
58	не как	3	4
59	и к	5	4
60	что он	6	4
61	уже не	2	4
62	для него	5	4
63	в целом	13	4
64	связи с	9	4
65	на его	2	4
66	такого рода	2	4
67	внимание на	2	4
68	в которых	3	4
69	потому что	6	4
70	между тем	3	4
71	могут быть	5	4
72	и т.д	5	4
73	перед нами	10	3
74	для обозначения	2	3
75	однако в	2	3
76	того же	6	3
77	столь же	7	3
78	как уже	6	3
79	по себе	7	3
80	что и	10	3
81	и того	4	3
82	свою очередь	2	3
83	по своему	11	3
84	в свою	3	3
85	с этим	4	3
86	в самом	3	3
87	имеет место	3	3
88	той или	2	3
89	еще в	2	3
90	один из	6	3
91	все же	6	3
92	из них	4	3
93	бы быть	2	3
94	таким образом	17	3
95	именно в	5	3
96	заключается в	9	3
97	того что	10	3
98	другой стороны	3	3
99	в своих	2	3
100	сказать что	4	3
101	общения с	3	3
102	тем что	8	3
103	точки зрения	6	3
104	к той	2	3
105	в то	4	3
106	тому как	2	3
107	зрения на	2	3
108	и потому	2	3
109	слова в	2	2
110	но они	2	2
111	говорит и	2	2
112	не менее	6	2
113	никогда не	4	2
114	о котором	2	2
115	между собой	13	2
116	и одновременно	2	2
117	в какой	4	2
118	представления о	2	2
119	и во	2	2
120	одного и	4	2
121	и все	4	2
122	в одном	2	2
123	одного из	2	2
124	к этому	3	2
125	имеем дело	2	2
126	с понятием	3	2
127	в тех	2	2
128	об этом	2	2
129	в построении	2	2
130	к данному	2	2
131	на этом	3	2
132	указывает на	2	2
133	отличается от	3	2
134	что с	4	2
135	в начале	2	2
136	иначе говоря	2	2
137	к области	2	2
138	одним из	5	2
139	к другим	2	2
140	совпадает с	6	2
141	хотя и	2	2
142	как показывает	2	2
143	стадии развития	4	2
144	сами по	3	2
145	оно не	2	2
146	не есть	3	2
147	с ее	5	2
148	а по	2	2
149	того или	2	2
150	когда он	3	2
151	на том	3	2
152	или менее	3	2
153	приводит к	4	2
154	дело с	3	2
155	уже в	7	2
156	как мы	8	2
157	речи как	4	2
158	и что	10	2
159	и по	5	2
160	к другому	2	2
161	и его	2	2
162	как их	2	2
163	или в	2	2
164	во всяком	4	2
165	мы имеем	4	2
166	на себя	2	2
167	но как	3	2
168	к которому	3	2
169	в этой	5	2
170	внутренней речи	19	2
171	едва ли	2	2
