N	2gram	Losev_Prob_5	Istorich
1	что он	7	24
2	не только	18	18
3	может быть	7	17
4	никогда не	7	15
5	и в	30	15
6	мы имеем	2	15
7	но и	13	14
8	так как	6	14
9	так же	5	13
10	что в	5	12
11	а в	6	12
12	то что	18	12
13	об этом	4	11
14	и не	12	11
15	в этом	17	11
16	что они	3	10
17	его в	6	10
18	то же	2	10
19	с тем	5	9
20	еще не	3	9
21	все же	9	9
22	в другом	3	9
23	потому что	13	9
24	связи с	7	8
25	один из	2	8
26	он не	3	8
27	мы можем	5	8
28	том что	17	7
29	в нем	6	7
30	вместе с	7	7
31	сих пор	2	7
32	таким образом	13	7
33	не в	7	7
34	ничего не	2	7
35	точно так	3	6
36	так что	11	6
37	до сих	2	6
38	наряду с	2	6
39	в его	12	6
40	как бы	6	6
41	что и	6	6
42	и что	6	6
43	в том	12	6
44	только в	9	6
45	но в	9	6
46	прежде всего	6	5
47	в одном	3	5
48	к тому	2	5
49	но все	4	5
50	как в	2	5
51	было бы	4	5
52	в котором	2	5
53	на него	2	5
54	так и	7	5
55	не может	5	5
56	в связи	7	5
57	а не	5	5
58	к нему	3	5
59	можно было	2	5
60	можно найти	6	5
61	в русской	3	5
62	с одной	3	4
63	и другие	3	4
64	а потом	3	4
65	у него	11	4
66	для нас	10	4
67	в этой	10	4
68	в одной	2	4
69	при этом	4	4
70	но он	5	4
71	этот мотив	4	4
72	в ней	3	4
73	того как	5	4
74	и они	2	4
75	они не	2	4
76	и с	5	4
77	тем что	2	4
78	и на	6	4
79	в себе	4	4
80	что здесь	2	4
81	все эти	2	4
82	в качестве	4	3
83	не мог	4	3
84	и его	6	3
85	на то	2	3
86	он был	2	3
87	одной стороны	3	3
88	о том	12	3
89	отношению к	2	3
90	когда он	2	3
91	а именно	12	3
92	по отношению	2	3
93	после того	3	3
94	того что	3	3
95	мы не	2	3
96	что этот	5	3
97	он в	3	3
98	он и	5	3
99	как будто	3	3
100	на стадии	2	3
101	в других	3	3
102	уже в	2	2
103	я не	2	2
104	и более	2	2
105	с другой	6	2
106	это не	2	2
107	представление о	2	2
108	все еще	4	2
109	нисколько не	5	2
110	что у	5	2
111	ни в	4	2
112	да и	2	2
113	именно в	3	2
114	по существу	2	2
115	как и	7	2
116	в силу	5	2
117	но не	7	2
118	он видит	3	2
119	в глаза	2	2
120	здесь в	2	2
121	не что	3	2
122	кроме того	2	2
123	в нашей	2	2
124	того чтобы	2	2
125	на его	2	2
126	и для	6	2
127	а также	3	2
128	не все	2	2
129	хотя бы	2	2
130	ее в	2	2
131	из них	2	2
132	и их	5	2
133	за него	2	2
134	оказывается что	4	2
135	дает ему	2	2
136	и только	2	2
137	другой стороны	6	2
138	а с	4	2
139	не просто	5	2
140	самом деле	2	2
141	тут же	6	2
142	и вполне	4	2
143	его не	2	2
144	или в	4	2
145	боги и	2	2
146	и то	5	2
147	сказать что	9	2
148	под названием	4	2
149	что иное	3	2
150	его на	2	2
151	в таких	2	2
152	будто бы	5	2
153	при помощи	6	2
154	здесь не	7	2
155	в которой	5	2
156	в мир	2	2
157	иное как	3	2
158	видит в	3	2
159	еще до	2	2
160	в виду	3	2
