N	2gram	Tiupa_Lite_2	FransuaR
1	и в	19	49
2	то есть	5	32
3	прежде всего	4	19
4	в его	4	18
5	не только	8	17
6	и его	3	17
7	и на	6	17
8	и не	11	15
9	в этом	9	15
10	в них	2	13
11	но и	10	13
12	в году	5	13
13	как и	10	11
14	как бы	2	11
15	и т.п	10	11
16	вовсе не	2	10
17	в этой	3	10
18	для него	4	9
19	и др	3	9
20	в нем	3	9
21	в сущности	3	8
22	все же	2	7
23	один из	4	7
24	жизни и	4	7
25	не может	9	7
26	то же	12	7
27	то что	7	6
28	в истории	2	6
29	в себя	3	6
30	же время	9	6
31	во всех	3	6
32	так и	7	6
33	и с	3	6
34	точки зрения	4	6
35	в то	9	6
36	так как	3	6
37	никогда не	3	5
38	уже в	2	5
39	в начале	3	5
40	но не	5	5
41	при этом	6	5
42	тот же	2	5
43	может быть	17	5
44	с точки	3	5
45	с другой	8	4
46	в жизни	2	4
47	и к	2	4
48	в себе	6	4
49	том что	7	4
50	одна из	5	4
51	в свое	2	4
52	в своих	2	4
53	и до	2	4
54	не было	2	4
55	а в	3	4
56	как на	3	4
57	в области	4	4
58	тем что	4	4
59	с ним	2	4
60	но в	2	4
61	с одной	7	3
62	жизни в	4	3
63	в одном	2	3
64	что он	3	3
65	же в	2	3
66	в ее	2	3
67	в том	10	3
68	а затем	2	3
69	одной стороны	6	3
70	было бы	2	3
71	из них	2	3
72	свое время	2	3
73	наконец в	2	3
74	даже в	4	3
75	с ее	2	3
76	другой стороны	4	3
77	этом отношении	3	3
78	и других	4	3
79	на первом	2	3
80	так в	5	3
81	о том	2	3
82	в виду	2	3
83	в противоположность	2	2
84	что в	4	2
85	на фоне	5	2
86	могут быть	2	2
87	перестает быть	3	2
88	в нашем	2	2
89	в качестве	5	2
90	даже и	2	2
91	по существу	3	2
92	но это	3	2
93	сила и	2	2
94	все что	2	2
95	и без	2	2
96	ничего не	3	2
97	до конца	2	2
98	еще не	2	2
99	такого рода	9	2
100	вплоть до	3	2
101	одним из	3	2
102	у него	2	2
103	в ней	4	2
104	в него	2	2
105	еще в	4	2
106	себе и	3	2
107	в мире	9	2
108	по преимуществу	2	2
109	и за	2	2
110	вместе с	5	2
111	в их	3	2
112	ко всему	2	2
113	и даже	8	2
114	тому как	2	2
115	одной из	2	2
116	подобно тому	2	2
117	под названием	2	2
118	как к	3	2
119	и еще	2	2
120	в другом	3	2
121	и т.д	7	2
122	в конце	2	2
123	в художественном	2	2
