N	2gram	Bakhtin_Pr_2	Myshleni
1	в процессе	2	27
2	и в	43	25
3	в том	6	23
4	том что	2	20
5	внутренней речи	2	19
6	что в	4	17
7	так же	2	17
8	таким образом	5	17
9	как и	14	15
10	то что	7	15
11	в его	10	15
12	в этом	13	14
13	может быть	23	13
14	в целом	2	13
15	между собой	2	13
16	так как	4	12
17	по своему	2	11
18	перед нами	7	10
19	как бы	22	10
20	и не	29	10
21	и что	5	10
22	того что	2	10
23	было бы	5	10
24	что и	3	10
25	только в	4	10
26	как в	2	9
27	мы не	4	9
28	ни в	2	9
29	тем что	3	8
30	как мы	10	8
31	речи и	4	8
32	уже в	2	7
33	все эти	5	7
34	по себе	11	7
35	мы можем	2	7
36	не менее	3	6
37	с другой	4	6
38	не в	11	6
39	не может	18	6
40	и на	10	6
41	что он	13	6
42	в отношении	3	6
43	но не	5	6
44	того же	3	6
45	со всеми	3	6
46	не только	11	6
47	все же	3	6
48	в отличие	4	6
49	точки зрения	13	6
50	все это	5	6
51	можно было	3	6
52	слова и	12	6
53	отличие от	4	6
54	так и	3	5
55	что это	2	5
56	к одному	6	5
57	тем не	2	5
58	и как	2	5
59	но это	4	5
60	для него	8	5
61	при этом	6	5
62	друг с	4	5
63	уже говорили	3	5
64	человека и	2	5
65	если бы	3	5
66	слов и	5	5
67	мы уже	3	5
68	и к	3	5
69	о том	5	5
70	входит в	2	5
71	связи между	3	5
72	могут быть	3	5
73	с другом	4	5
74	не могут	4	4
75	никогда не	9	4
76	в своем	4	4
77	из этих	2	4
78	и речь	2	4
79	прежде всего	10	4
80	на то	5	4
81	к тому	4	4
82	время как	2	4
83	речь и	2	4
84	из них	2	4
85	но и	14	4
86	то и	2	4
87	а в	5	4
88	сказать что	2	4
89	в то	7	4
90	с ним	3	4
91	с этим	2	4
92	и все	6	4
93	то время	2	4
94	еще не	9	4
95	мы увидим	5	4
96	он не	9	4
97	приводит к	6	4
98	речи как	2	4
99	тем же	2	4
100	той же	3	4
101	во всяком	2	4
102	этого слова	2	4
103	и это	4	4
104	там где	4	4
105	но на	2	3
106	их с	2	3
107	в себя	3	3
108	оно является	2	3
109	и сам	7	3
110	в самом	7	3
111	в него	7	3
112	в котором	6	3
113	и их	3	3
114	на том	2	3
115	значение в	2	3
116	другой стороны	3	3
117	отличается от	2	3
118	по отношению	5	3
119	с ними	2	3
120	в которых	2	3
121	в результате	4	3
122	их в	4	3
123	между тем	3	3
124	во всем	3	3
125	его в	3	3
126	перед ним	2	3
127	как он	2	3
128	не как	6	3
129	в жизни	3	3
130	его к	2	3
131	или иной	3	3
132	не есть	2	3
133	или менее	3	3
134	им в	2	3
135	а с	2	3
136	когда он	3	3
137	если мы	2	3
138	между ними	4	3
139	этот вопрос	4	3
140	в виде	3	3
141	того как	2	3
142	слова в	12	2
143	то же	8	2
144	мы будем	3	2
145	в этих	6	2
146	для нас	2	2
147	слова мы	2	2
148	ни было	2	2
149	так что	5	2
150	но все	2	2
151	мы и	2	2
152	хотя и	5	2
153	той или	3	2
154	в нем	12	2
155	к внутренней	2	2
156	для этого	2	2
157	и только	3	2
158	того и	3	2
159	здесь мы	2	2
160	должно быть	4	2
161	на себя	2	2
162	каждый из	2	2
163	в своих	2	2
164	от одного	2	2
165	и здесь	3	2
166	ни на	3	2
167	слово с	5	2
168	бы в	5	2
169	лишь на	2	2
170	с его	4	2
171	которого оно	2	2
172	в них	4	2
173	к другому	5	2
174	и другого	2	2
175	в одном	12	2
176	этом смысле	2	2
177	конечно в	2	2
178	об этом	2	2
179	словом как	2	2
180	в таком	2	2
181	одна из	2	2
182	есть и	3	2
183	указывает на	2	2
184	с их	2	2
185	тот же	3	2
186	с теми	2	2
187	и особенно	2	2
188	отношению к	5	2
189	в своей	4	2
190	нами в	2	2
191	другого в	3	2
192	уже не	3	2
193	и эта	2	2
194	в речи	5	2
195	на этот	4	2
196	и для	3	2
197	речь в	2	2
198	и его	8	2
199	или в	8	2
200	и то	2	2
201	говорили что	2	2
202	в себе	5	2
203	что говорит	2	2
204	в эту	3	2
205	а как	4	2
