N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	41
2	то есть	24	20
3	таким образом	11	19
4	в этом	16	15
5	и все	4	14
6	как и	7	14
7	в этой	8	13
8	то же	4	13
9	все эти	5	13
10	мы уже	5	12
11	в его	14	12
12	прежде всего	10	11
13	в том	18	11
14	как мы	8	11
15	в себе	9	11
16	так и	6	10
17	в то	7	10
18	в качестве	3	9
19	и его	10	9
20	не в	3	9
21	же время	2	9
22	но и	18	9
23	в своем	8	9
24	что в	17	9
25	в конце	12	8
26	и от	6	8
27	по существу	4	8
28	то что	28	8
29	но в	4	8
30	вовсе не	13	7
31	как бы	3	7
32	в нем	3	7
33	и не	25	7
34	у него	24	6
35	все они	2	6
36	это не	3	6
37	ни в	10	6
38	для него	8	6
39	только в	13	6
40	о том	11	6
41	уже в	3	5
42	к этому	2	5
43	не только	25	5
44	и к	2	5
45	в ней	5	5
46	вместе с	7	5
47	что и	7	5
48	мы видели	3	5
49	в году	10	5
50	и у	3	5
51	а в	7	5
52	к нему	3	5
53	и для	3	5
54	так же	8	5
55	точки зрения	13	5
56	и это	6	5
57	потому что	11	5
58	что это	9	4
59	хотя и	7	4
60	и здесь	6	4
61	том что	18	4
62	но все	3	4
63	было бы	4	4
64	в сущности	2	4
65	может быть	8	4
66	он не	8	4
67	в виду	3	4
68	и наконец	2	4
69	должно быть	5	4
70	и на	6	4
71	и с	9	4
72	конце концов	5	4
73	ничего не	5	4
74	я не	3	3
75	в отношении	5	3
76	того же	2	3
77	в одном	5	3
78	и потому	10	3
79	в мире	2	3
80	он был	2	3
81	но это	6	3
82	такой же	4	3
83	по этому	3	3
84	совсем не	5	3
85	в своей	9	3
86	есть и	4	3
87	оказывается что	2	3
88	кроме того	6	3
89	при этом	3	3
90	в это	2	3
91	из них	2	3
92	несмотря на	7	3
93	все то	3	3
94	и эта	3	3
95	что он	5	3
96	в их	2	3
97	не может	14	3
98	не было	5	3
99	тем самым	2	3
100	с точки	6	3
101	не имеет	4	3
102	и по	2	3
103	можно было	5	3
104	тем что	5	3
105	не на	2	3
106	и вся	2	3
107	его в	2	3
108	так как	7	3
109	от этого	2	3
110	учение о	24	2
111	перед нами	3	2
112	что все	7	2
113	с его	2	2
114	в изображении	2	2
115	именно в	3	2
116	никогда не	11	2
117	в этих	2	2
118	здесь и	2	2
119	и так	2	2
120	с этим	2	2
121	на самом	3	2
122	есть не	2	2
123	к тому	7	2
124	и еще	2	2
125	и как	7	2
126	и самая	2	2
127	более или	5	2
128	до конца	4	2
129	одно и	2	2
130	еще не	4	2
131	того что	7	2
132	которые были	2	2
133	свидетельствует о	2	2
134	одной из	2	2
135	а также	8	2
136	оно не	3	2
137	здесь нет	2	2
138	не есть	10	2
139	же в	3	2
140	или менее	5	2
141	и всегда	2	2
142	как нечто	3	2
143	есть о	2	2
144	в связи	3	2
145	весь этот	3	2
146	в разных	2	2
147	этом отношении	2	2
148	в течение	4	2
149	не просто	10	2
150	находится в	3	2
151	только на	5	2
152	не мог	6	2
153	а не	8	2
154	а только	7	2
155	уже не	9	2
156	роль в	2	2
157	жизнь и	3	2
158	мы не	2	2
159	в данном	5	2
160	и то	9	2
161	в результате	4	2
162	во всяком	3	2
163	что есть	3	2
164	также и	17	2
165	далеко не	3	2
166	дело в	5	2
167	мы сейчас	2	2
168	бы в	2	2
169	в чем	3	2
170	в которой	2	2
171	мы имеем	3	2
172	нет ни	2	2
173	это было	3	2
