N	2gram	Tiupa_Narr_2	Istorich
1	и т	2	27
2	и в	13	26
3	так же	2	18
4	то что	8	16
5	не только	26	15
6	что в	4	14
7	может быть	10	14
8	же как	2	13
9	но и	15	12
10	что он	5	10
11	так и	9	10
12	таким образом	5	10
13	и его	3	10
14	что и	2	9
15	все же	6	9
16	и не	14	9
17	то же	4	8
18	а в	9	8
19	превращается в	2	7
20	во время	2	7
21	об этом	4	7
22	как и	4	7
23	в качестве	14	7
24	героя в	6	7
25	он не	5	7
26	как в	5	7
27	в этом	13	7
28	мы имеем	3	7
29	что они	3	6
30	еще не	2	6
31	не может	8	6
32	а не	17	6
33	потому что	2	6
34	как он	2	6
35	у него	6	5
36	это не	3	5
37	точно так	2	5
38	в силу	4	5
39	но не	3	5
40	ничего не	6	5
41	в его	6	5
42	и у	4	5
43	и что	2	5
44	уже не	4	5
45	и по	3	5
46	не в	8	5
47	с ними	3	5
48	и здесь	2	5
49	в другом	4	5
50	но в	6	5
51	с другой	5	4
52	вовсе не	2	4
53	все что	4	4
54	в своей	4	4
55	здесь не	2	4
56	тогда как	15	4
57	и даже	3	4
58	но он	2	4
59	о том	5	4
60	представляют собой	2	4
61	только что	2	3
62	перед нами	4	3
63	и более	2	3
64	что у	2	3
65	представления о	2	3
66	из этих	2	3
67	к себе	7	3
68	к своему	2	3
69	же в	4	3
70	для нас	2	3
71	в том	14	3
72	том что	13	3
73	но это	2	3
74	при этом	14	3
75	как бы	6	3
76	все эти	3	3
77	а также	6	3
78	и он	2	3
79	на то	2	3
80	на него	5	3
81	данном случае	6	3
82	что она	2	3
83	как это	4	3
84	те же	2	3
85	не имеет	2	3
86	в данном	10	3
87	только в	11	3
88	должен был	2	3
89	о чем	2	3
90	должна быть	2	2
91	не менее	4	2
92	никогда не	6	2
93	однако в	2	2
94	он может	2	2
95	в своем	6	2
96	и все	4	2
97	а как	3	2
98	и тем	5	2
99	в самую	2	2
100	тем не	5	2
101	говорит о	2	2
102	представляет собой	16	2
103	что я	3	2
104	одна из	3	2
105	у нее	4	2
106	было бы	2	2
107	том как	2	2
108	которой он	3	2
109	если бы	4	2
110	такого рода	12	2
111	у нас	2	2
112	ему в	2	2
113	в частности	11	2
114	но для	2	2
115	в современной	2	2
116	хотя и	5	2
117	по своей	3	2
118	не могло	2	2
119	хотя бы	2	2
120	в нем	5	2
121	себя в	2	2
122	в целом	3	2
123	не к	4	2
124	на том	3	2
125	в тексте	8	2
126	в форме	5	2
127	от которого	3	2
128	что это	4	2
129	в других	2	2
130	того что	6	2
131	по его	2	2
132	с этой	3	2
133	не случайно	2	2
134	сказать что	3	2
135	в виде	2	2
136	в себе	8	2
137	в этой	4	2
138	в области	2	2
139	могло бы	2	2
