N	2gram	Voloshinov_2	SlovoVZh
1	не может	18	16
2	точки зрения	17	14
3	может быть	28	14
4	и его	16	13
5	как бы	19	13
6	таким образом	14	12
7	и в	19	12
8	в нашем	2	11
9	отношению к	8	11
10	по отношению	8	11
11	и не	19	10
12	если бы	11	9
13	так как	3	9
14	прежде всего	7	8
15	сказать что	4	7
16	в нем	11	6
17	все время	2	6
18	в процессе	18	6
19	при этом	9	6
20	с помощью	6	6
21	в том	7	6
22	только в	8	6
23	слова и	6	6
24	в ней	3	6
25	в жизни	2	5
26	то что	4	5
27	должна быть	4	5
28	никогда не	7	5
29	а не	9	5
30	то же	16	5
31	хотя бы	6	5
32	как и	9	5
33	том что	10	5
34	отнюдь не	8	5
35	и следовательно	6	5
36	но в	7	5
37	мы ни	5	5
38	ни было	6	4
39	все же	5	4
40	жизни и	2	4
41	высказывания как	7	4
42	так и	10	4
43	с другой	3	4
44	на самом	7	4
45	что не	2	4
46	как если	4	4
47	социального общения	3	4
48	зависимости от	2	4
49	не в	10	4
50	в этом	15	4
51	и на	5	4
52	его в	7	4
53	в самом	6	4
54	к нему	5	4
55	за пределы	3	4
56	и является	2	4
57	не только	13	4
58	в котором	3	3
59	отношении к	5	3
60	и более	7	3
61	бы то	4	3
62	не к	3	3
63	в своей	3	3
64	быть и	6	3
65	сих пор	3	3
66	социальной группы	6	3
67	жизненной речи	3	3
68	то ни	5	3
69	на границе	2	3
70	все эти	3	3
71	так называемой	2	3
72	по себе	3	3
73	слово в	3	3
74	но и	10	3
75	и пр	25	3
76	того что	4	3
77	ни в	6	3
78	да и	3	3
79	так же	5	3
80	самом деле	9	3
81	мы не	2	3
82	двух направлениях	2	3
83	формы и	2	3
84	и с	2	3
85	о том	3	3
86	в каком	3	3
87	и ее	4	3
88	в себе	4	3
89	для него	9	3
90	до сих	3	3
91	в пределах	10	3
92	еще не	3	3
93	социальных оценок	2	3
94	только на	4	3
95	и для	7	3
96	конечно не	4	3
97	внутренней речи	7	3
98	но для	2	3
99	между тем	6	3
100	место в	2	2
101	и значение	6	2
102	уже в	2	2
103	с его	8	2
104	что и	3	2
105	слагается из	2	2
106	в душе	4	2
107	делает его	2	2
108	независимо от	2	2
109	что в	2	2
110	на все	2	2
111	оценки и	3	2
112	соприкасается с	2	2
113	высказывания так	2	2
114	вместе с	2	2
115	значения и	3	2
116	в зависимости	2	2
117	в этих	3	2
118	в форме	5	2
119	в своем	2	2
120	в отношении	4	2
121	точку зрения	2	2
122	той социальной	2	2
123	в какой	3	2
124	допустим что	2	2
125	это не	4	2
126	влияние на	4	2
127	разрыв между	2	2
128	и все	6	2
129	бы не	2	2
130	слушателя и	2	2
131	в особенности	2	2
132	тому же	2	2
133	речи в	10	2
134	с одной	3	2
135	к этому	5	2
136	связь с	4	2
137	на материале	3	2
138	эти моменты	2	2
139	конечно в	3	2
140	его к	2	2
141	социальной среды	3	2
142	ко всем	2	2
143	в атмосфере	2	2
144	не есть	3	2
145	в материале	2	2
146	можем сказать	2	2
147	не так	2	2
148	с точки	13	2
149	и здесь	5	2
150	высказывания и	11	2
151	же самое	6	2
152	как на	2	2
153	стороны и	2	2
154	с другими	3	2
155	для других	3	2
156	более того	6	2
157	выражение и	2	2
158	в данном	5	2
159	в корне	3	2
160	и то	3	2
161	форму и	3	2
162	мы можем	6	2
163	но не	2	2
164	почти исключительно	2	2
165	высказывание как	12	2
166	могут быть	3	2
167	но что	2	2
168	одно и	3	2
169	выражение в	5	2
170	в формах	4	2
171	до конца	2	2
172	выходят за	2	2
173	в то	8	2
174	одной стороны	3	2
175	может стать	2	2
176	общения и	2	2
177	если же	2	2
178	там где	2	2
179	идеологического творчества	2	2
180	является для	2	2
181	ничего не	4	2
182	к его	2	2
183	он не	3	2
184	мы никогда	2	2
185	в основном	4	2
186	в его	5	2
187	и потому	2	2
188	относится к	3	2
189	из него	2	2
190	между ними	2	2
