N	2gram	Propp_Isto_3	EvropaiE
1	и в	22	37
2	в пределах	4	25
3	точки зрения	2	23
4	что в	15	21
5	не только	14	18
6	в то	2	16
7	то же	6	15
8	в своем	2	14
9	в качестве	2	14
10	но и	12	14
11	и не	12	14
12	но в	10	14
13	в этом	17	12
14	в том	9	11
15	так и	2	10
16	прежде всего	3	9
17	не может	4	9
18	т е	16	9
19	только в	4	9
20	так же	3	9
21	к тому	3	8
22	одной стороны	2	8
23	было бы	3	8
24	с одной	2	8
25	между тем	2	8
26	как и	3	7
27	между прочим	3	7
28	того что	5	7
29	а также	2	7
30	с другой	7	7
31	так как	7	7
32	вовсе не	2	6
33	том что	8	6
34	стороны и	3	6
35	может быть	11	6
36	то что	7	6
37	и даже	2	6
38	и на	4	6
39	же как	2	5
40	в частности	5	5
41	не в	4	5
42	но не	7	5
43	со стороны	3	5
44	как мы	8	5
45	в течение	6	5
46	в виде	2	5
47	и потому	2	5
48	независимо от	2	4
49	вопрос о	2	4
50	можно сказать	2	4
51	в ней	2	4
52	к ней	4	4
53	даже в	2	4
54	для нас	4	4
55	не имеет	2	4
56	во многих	2	4
57	сказать что	3	4
58	как это	4	4
59	и к	3	3
60	с тем	2	3
61	можно ли	3	3
62	никогда не	3	3
63	в них	6	3
64	и от	3	3
65	на себя	2	3
66	от них	3	3
67	мы видели	13	3
68	ли это	2	3
69	представляет собой	3	3
70	мы можем	6	3
71	в свою	4	3
72	не дает	2	3
73	связано с	4	3
74	из них	7	3
75	всяком случае	2	3
76	что и	9	3
77	ее в	3	3
78	как в	2	3
79	и некоторые	2	3
80	и для	2	3
81	в которых	2	3
82	потому что	3	3
83	во всяком	2	3
84	тем что	4	3
85	себе в	2	3
86	в данном	4	3
87	во все	2	3
88	о том	3	3
89	там где	7	3
90	большинстве случаев	2	3
91	и более	2	2
92	для них	3	2
93	а не	6	2
94	в этих	11	2
95	еще более	2	2
96	с этим	8	2
97	и все	3	2
98	такое предположение	2	2
99	в одном	2	2
100	на одну	2	2
101	к нему	5	2
102	представление о	3	2
103	одном из	3	2
104	в северной	3	2
105	из того	2	2
106	утверждать что	2	2
107	что на	4	2
108	ли здесь	2	2
109	же в	2	2
110	есть ли	2	2
111	и как	3	2
112	в силу	2	2
113	в сторону	2	2
114	такой же	2	2
115	или по	5	2
116	она не	4	2
117	он не	5	2
118	в его	3	2
119	в котором	2	2
120	при помощи	3	2
121	жизни и	2	2
122	в некоторых	5	2
123	вместе с	9	2
124	данном случае	3	2
125	целый ряд	3	2
126	а в	6	2
127	таким образом	10	2
128	если бы	6	2
129	а именно	4	2
130	и что	2	2
131	можно утверждать	2	2
132	на месте	2	2
133	другой стороны	7	2
134	происходит в	2	2
135	в других	4	2
136	мы видим	8	2
137	или в	11	2
138	в другой	4	2
139	этот вопрос	2	2
140	и с	4	2
141	хотя и	2	2
142	могут быть	5	2
143	в этой	5	2
144	и то	2	2
145	как будто	2	2
146	мы должны	7	2
147	его на	2	2
148	далеко не	3	2
149	то не	2	2
150	но по	3	2
151	в стране	2	2
