N	2gram	Propp_Isto_7	Dialekti
1	т е	16	30
2	и не	4	30
3	может быть	14	20
4	и в	24	19
5	не только	21	19
6	и т	17	17
7	в мифе	2	16
8	а не	8	16
9	т д	16	15
10	то что	7	14
11	что она	5	14
12	и даже	3	14
13	в том	7	14
14	как бы	4	14
15	так как	8	14
16	потому что	9	14
17	вовсе не	4	13
18	но и	11	12
19	то же	8	12
20	не просто	2	12
21	точки зрения	4	12
22	и все	6	12
23	что это	6	10
24	ни в	2	10
25	как и	6	10
26	в нем	6	10
27	так и	5	10
28	том что	10	10
29	это не	10	10
30	сказать что	2	10
31	никогда не	4	9
32	не может	14	9
33	прежде всего	2	8
34	это значит	2	8
35	она не	2	8
36	мы уже	4	8
37	не в	9	8
38	в этом	12	8
39	как это	2	7
40	но это	3	7
41	что в	13	7
42	время как	2	7
43	так что	3	7
44	что он	21	6
45	что не	2	6
46	что они	3	6
47	в то	2	6
48	но не	6	6
49	есть и	4	6
50	конечно не	2	6
51	того что	6	6
52	тогда когда	3	6
53	с другой	9	5
54	в одну	2	5
55	а она	4	5
56	в силу	2	5
57	в самом	2	5
58	что и	8	5
59	и это	2	5
60	а именно	6	5
61	и что	10	5
62	и его	3	5
63	только в	6	5
64	о том	9	5
65	уже в	3	4
66	а потом	2	4
67	та же	2	4
68	не могут	2	4
69	в ее	2	4
70	все же	9	4
71	при этом	4	4
72	то время	2	4
73	еще не	8	4
74	и если	3	4
75	к нему	7	4
76	он не	6	4
77	связи с	3	4
78	ни с	2	4
79	без всякого	2	4
80	все это	8	4
81	другой стороны	8	4
82	в связи	2	4
83	таким образом	7	4
84	и по	3	4
85	а в	10	4
86	в одной	2	4
87	но он	2	4
88	и когда	2	4
89	как он	6	4
90	с ним	5	4
91	это конечно	2	4
92	как только	2	3
93	не менее	5	3
94	всех этих	6	3
95	же как	4	3
96	е в	2	3
97	в этих	13	3
98	и от	2	3
99	вопрос о	3	3
100	об этом	6	3
101	как мы	3	3
102	уже не	2	3
103	кроме того	3	3
104	было бы	2	3
105	в целях	2	3
106	себе и	3	3
107	из них	2	3
108	с этим	2	3
109	мы имеем	12	3
110	это как	2	3
111	должны быть	3	3
112	что такое	2	3
113	после этого	3	3
114	что этот	2	3
115	в данном	4	3
116	уже знаем	3	3
117	они не	2	3
118	в один	2	3
119	его в	3	3
120	то не	4	3
121	в чем	5	3
122	ничего не	5	3
123	все его	2	3
124	что у	4	2
125	перед нами	2	2
126	в состоянии	4	2
127	в конце	3	2
128	не знаю	3	2
129	он может	4	2
130	в тех	5	2
131	то это	5	2
132	тем не	4	2
133	новые и	2	2
134	но все	4	2
135	мы видим	10	2
136	из всего	2	2
137	об этой	2	2
138	не будет	2	2
139	и нет	2	2
140	до сих	2	2
141	с целью	2	2
142	в каких	2	2
143	на его	2	2
144	не по	2	2
145	если в	2	2
146	сих пор	3	2
147	все в	2	2
148	во всех	7	2
149	на него	2	2
150	дело не	5	2
151	был в	2	2
152	ее в	3	2
153	данном случае	3	2
154	в их	4	2
155	тому что	2	2
156	так же	6	2
157	например в	3	2
158	того как	3	2
159	с одной	5	2
160	как в	12	2
161	имеется в	2	2
162	нами выше	2	2
163	и она	3	2
164	в другое	2	2
165	его не	2	2
166	или в	8	2
167	с тех	2	2
168	тем что	6	2
169	только о	2	2
170	что здесь	7	2
171	во время	6	2
172	что мы	3	2
173	мы должны	4	2
174	но вот	2	2
175	что эти	2	2
176	все эти	2	2
177	в которой	2	2
178	что по	2	2
179	которые не	2	2
180	но в	5	2
181	вместе с	7	2
