N	2gram	Bakhtin_Fr_2	Myshleni
1	в этом	15	29
2	точки зрения	6	28
3	и в	49	26
4	не только	17	24
5	то что	6	24
6	таким образом	7	23
7	с точки	5	21
8	того чтобы	2	19
9	в том	3	18
10	и не	15	18
11	том что	4	17
12	как и	11	15
13	так же	2	14
14	так как	6	14
15	как мы	7	14
16	что в	2	12
17	вместе с	2	12
18	и его	17	12
19	но и	13	11
20	не может	7	11
21	что они	2	10
22	в самом	3	9
23	по сравнению	2	9
24	в сущности	8	9
25	тем что	4	9
26	в себе	4	9
27	то же	7	8
28	сказать что	6	8
29	сравнению с	2	8
30	что он	3	8
31	ее в	2	8
32	только в	13	8
33	в меру	2	7
34	прежде всего	19	7
35	может быть	5	7
36	и к	4	7
37	в смысле	2	6
38	именно в	6	6
39	как на	4	6
40	мы должны	2	6
41	как бы	11	6
42	в ее	3	6
43	от внешней	2	6
44	все что	2	6
45	было бы	3	6
46	во всех	6	6
47	все эти	7	6
48	все же	7	6
49	выражение в	5	6
50	можно сказать	2	5
51	до конца	2	5
52	одной стороны	3	5
53	и следовательно	2	5
54	в виду	3	5
55	и значение	2	5
56	с одной	3	5
57	речь и	2	5
58	и с	6	5
59	себе в	2	5
60	в начале	5	5
61	в качестве	2	5
62	никогда не	5	4
63	в нашем	2	4
64	с другой	4	4
65	в конце	2	4
66	на то	2	4
67	целый ряд	2	4
68	и во	4	4
69	в его	18	4
70	о том	3	4
71	но в	4	4
72	о чем	3	4
73	связи с	2	4
74	еще не	2	4
75	одной из	2	4
76	это и	2	4
77	в области	4	4
78	связана с	3	3
79	учение о	2	3
80	содержит в	2	3
81	все это	9	3
82	из этих	5	3
83	в собственном	3	3
84	в новой	2	3
85	но это	2	3
86	есть в	2	3
87	для него	9	3
88	в ней	2	3
89	мы видели	3	3
90	как к	2	3
91	этом отношении	3	3
92	мы находим	4	3
93	в самой	2	3
94	нуждается в	2	3
95	мы уже	6	3
96	с ним	4	3
97	во всем	3	3
98	в то	6	3
99	но не	5	3
100	до сих	4	3
101	и о	4	3
102	в основном	5	3
103	и потому	5	3
104	в своей	5	3
105	собственном смысле	2	3
106	сих пор	4	3
107	так и	6	3
108	на самом	2	3
109	менее всего	3	3
110	к нему	3	3
111	мы можем	2	3
112	в этой	10	3
113	уже в	5	2
114	в этих	4	2
115	точку зрения	2	2
116	никто не	2	2
117	одного из	2	2
118	как известно	2	2
119	ни в	3	2
120	на его	2	2
121	несмотря на	3	2
122	одним из	2	2
123	один из	7	2
124	в нем	9	2
125	с ее	3	2
126	отношение к	8	2
127	значение в	4	2
128	в их	2	2
129	за счет	2	2
130	отношения к	4	2
131	и других	3	2
132	форм и	2	2
133	на первом	3	2
134	лишь в	4	2
135	а в	4	2
136	что для	3	2
137	в своих	4	2
138	также и	3	2
139	но он	6	2
140	во время	12	2
141	что слово	2	2
142	о человеке	2	2
143	вовсе не	10	2
144	в одну	2	2
145	а затем	3	2
146	раз в	3	2
147	нельзя было	3	2
148	но именно	3	2
149	со всеми	2	2
150	совершенно не	2	2
151	наконец в	3	2
152	к ней	2	2
153	относится к	5	2
154	даже в	3	2
155	и до	4	2
156	благодаря этому	4	2
157	в отношении	2	2
158	того как	2	2
159	ко всему	2	2
160	можно было	3	2
161	во всяком	2	2
162	могут быть	2	2
163	ничего не	2	2
