N	2gram	Vinokur_Ku_3	Vladivir
1	и в	23	40
2	то что	4	28
3	и не	10	25
4	не только	17	25
5	учение о	2	24
6	но и	3	18
7	в том	22	18
8	том что	11	18
9	еще и	2	18
10	что в	13	17
11	также и	5	17
12	в этом	16	16
13	в его	11	14
14	не может	6	14
15	точки зрения	23	13
16	вовсе не	5	13
17	только в	6	13
18	а именно	3	12
19	сказать что	7	12
20	таким образом	9	11
21	потому что	12	11
22	о том	6	11
23	прежде всего	9	10
24	тем не	9	10
25	ни в	3	10
26	то это	3	10
27	не просто	2	10
28	не есть	3	10
29	как раз	4	10
30	не менее	12	9
31	что это	3	9
32	уже не	8	9
33	и с	3	9
34	в своей	4	9
35	что же	5	9
36	в своем	4	8
37	может быть	14	8
38	так же	2	8
39	и что	7	8
40	раз и	2	8
41	он не	3	8
42	а также	4	8
43	как мы	5	8
44	а не	11	8
45	что все	2	7
46	к тому	3	7
47	и как	2	7
48	и если	2	7
49	хотя и	5	7
50	а в	5	7
51	так как	9	7
52	с тем	6	7
53	того что	11	7
54	в то	3	7
55	что и	6	7
56	вместе с	2	7
57	как и	5	7
58	и здесь	2	6
59	смысле слова	2	6
60	кроме того	2	6
61	по себе	6	6
62	xix века	3	6
63	то в	3	6
64	так и	6	6
65	хотя бы	9	6
66	с точки	16	6
67	но это	5	6
68	с другой	7	5
69	для нас	4	5
70	тому же	3	5
71	но если	3	5
72	должно быть	7	5
73	в отношении	3	5
74	не было	4	5
75	все эти	7	5
76	в ней	3	5
77	отнюдь не	3	5
78	в одном	2	5
79	что он	6	5
80	у нас	10	5
81	между прочим	8	5
82	или менее	2	5
83	можно было	11	5
84	в данном	7	5
85	тем что	5	5
86	более или	2	5
87	ничего не	6	5
88	тому что	4	4
89	вопрос о	11	4
90	в дальнейшем	2	4
91	такой же	2	4
92	что если	2	4
93	мог бы	2	4
94	в самом	13	4
95	в котором	2	4
96	от того	5	4
97	не имеет	3	4
98	бы и	3	4
99	в результате	3	4
100	мы должны	3	4
101	как это	7	4
102	не с	2	4
103	по существу	3	4
104	чем в	2	4
105	но не	3	4
106	указать на	2	4
107	еще не	9	4
108	было бы	16	4
109	и о	4	4
110	никак не	2	4
111	то же	6	4
112	а с	3	4
113	если мы	7	4
114	учения о	4	4
115	то он	3	4
116	в каком	3	4
117	все же	5	4
118	но в	2	4
119	уже в	3	3
120	я не	5	3
121	независимо от	5	3
122	в качестве	2	3
123	это не	3	3
124	из этих	5	3
125	только о	2	3
126	подобного рода	2	3
127	но все	2	3
128	одной стороны	4	3
129	при этом	6	3
130	но для	3	3
131	как бы	5	3
132	в виду	8	3
133	был бы	3	3
134	и тем	6	3
135	мы видели	3	3
136	вопросе о	2	3
137	отличается от	2	3
138	что есть	2	3
139	в связи	5	3
140	и только	3	3
141	с одной	4	3
142	именно в	3	3
143	не так	3	3
144	как на	8	3
145	не столько	4	3
146	в россии	2	3
147	мы имеем	2	3
148	том случае	4	3
149	если бы	8	3
150	за пределы	2	3
151	не все	2	3
152	в отличие	2	3
153	всякого рода	5	3
154	на самом	3	3
155	того чтобы	11	3
156	не в	5	3
157	в таком	4	3
158	во всяком	2	3
159	которое в	2	3
160	далеко не	5	3
161	здесь не	2	3
162	в чем	5	3
163	отличие от	2	3
164	всю эту	2	2
165	не могут	5	2
166	но на	3	2
167	должна быть	3	2
168	в нашем	7	2
169	в этих	2	2
170	все они	2	2
171	в какой	3	2
172	с этой	3	2
173	же это	2	2
174	что на	3	2
175	путь к	2	2
176	в нашей	4	2
177	не о	2	2
178	той или	5	2
179	чем это	2	2
180	не стану	2	2
181	в целом	4	2
182	только то	3	2
183	что она	5	2
184	в их	6	2
185	другой стороны	3	2
186	то и	2	2
187	мы находим	3	2
188	а вот	2	2
189	к его	2	2
190	но как	3	2
191	что мы	2	2
192	ни на	2	2
193	его в	2	2
194	то не	2	2
195	могло бы	3	2
196	таком случае	2	2
197	понятие о	2	2
198	и более	3	2
199	не как	2	2
200	быть в	2	2
201	но мы	2	2
202	есть не	3	2
203	еще раз	2	2
204	и к	3	2
205	в силу	6	2
206	а то	2	2
207	того же	4	2
208	она не	3	2
209	совершенно не	5	2
210	в сущности	4	2
211	по преимуществу	3	2
212	сам же	2	2
213	не понимает	3	2
214	себя внимание	2	2
215	данном случае	4	2
216	на него	3	2
217	только что	2	2
218	тем самым	4	2
219	для того	12	2
220	мы не	3	2
221	а тем	2	2
222	сам по	3	2
223	на себя	2	2
224	как например	2	2
225	связи с	6	2
226	которые можно	2	2
227	о значении	2	2
