N	2gram	Losev_Dial_4	Formalny
1	и в	15	38
2	в этом	11	27
3	т е	46	26
4	может быть	17	23
5	и пр	9	21
6	и его	7	21
7	таким образом	5	20
8	и не	30	20
9	в самом	2	16
10	прежде всего	11	15
11	не в	8	15
12	и т	17	14
13	не может	11	14
14	в нем	5	13
15	но и	4	13
16	с его	5	11
17	с тем	4	11
18	в том	11	11
19	вовсе не	6	11
20	в его	4	10
21	и с	4	9
22	как и	7	9
23	при этом	2	9
24	не только	8	9
25	отнюдь не	4	8
26	что и	6	8
27	все же	2	8
28	так и	5	8
29	тем что	2	8
30	точки зрения	14	8
31	что в	7	7
32	не могут	2	7
33	по себе	13	7
34	в своей	3	7
35	лишь в	2	7
36	уже не	9	7
37	с точки	9	7
38	не было	2	6
39	в результате	6	6
40	то что	16	6
41	в истории	3	6
42	и ее	8	6
43	в ней	5	6
44	в этой	4	6
45	было бы	9	6
46	вместе с	2	6
47	в их	3	6
48	то же	9	6
49	все эти	3	6
50	а не	18	6
51	как раз	4	6
52	могут быть	3	6
53	только в	7	6
54	хотя бы	4	6
55	ни о	3	5
56	должна быть	7	5
57	если бы	6	5
58	что он	7	5
59	именно в	5	5
60	это и	9	5
61	же время	6	5
62	во всех	2	5
63	если мы	5	5
64	что же	2	5
65	с этим	3	5
66	и только	2	5
67	т д	15	5
68	и для	5	5
69	в основе	10	5
70	говорить о	11	5
71	в то	6	5
72	бы в	4	5
73	во всяком	2	5
74	как о	2	4
75	оно не	2	4
76	не как	4	4
77	к этому	3	4
78	лишь как	4	4
79	что они	4	4
80	совершенно не	3	4
81	в сущности	5	4
82	как таковое	3	4
83	того или	2	4
84	не о	4	4
85	как бы	14	4
86	из них	2	4
87	вот как	2	4
88	как в	3	4
89	другой стороны	2	4
90	мы говорим	2	4
91	в особенности	4	4
92	что оно	7	4
93	что не	3	4
94	и наконец	3	4
95	и даже	6	4
96	даже и	3	4
97	от нее	3	4
98	ничего не	17	4
99	так как	14	4
100	но в	3	4
101	главным образом	2	3
102	и может	2	3
103	из этих	2	3
104	а как	2	3
105	как таковой	5	3
106	можно и	2	3
107	и как	4	3
108	но все	2	3
109	время и	2	3
110	но именно	2	3
111	не есть	40	3
112	жизни и	4	3
113	и их	2	3
114	быть и	3	3
115	все это	9	3
116	то и	2	3
117	того что	13	3
118	того чтобы	5	3
119	для того	5	3
120	мы не	9	3
121	или в	7	3
122	и на	5	3
123	сам по	2	3
124	хотя и	6	3
125	чем же	2	3
126	и все	11	3
127	что это	13	3
128	в области	3	3
129	это было	2	3
130	от этого	3	3
131	смысла и	3	2
132	от этих	2	2
133	никогда не	2	2
134	в качестве	2	2
135	для этого	2	2
136	перед нами	6	2
137	это не	12	2
138	в понятии	2	2
139	представление о	2	2
140	не просто	7	2
141	как таковая	2	2
142	что именно	7	2
143	же это	5	2
144	его как	2	2
145	в ее	2	2
146	том что	10	2
147	но это	4	2
148	то в	5	2
149	от него	3	2
150	на нем	2	2
151	но как	2	2
152	и другое	2	2
153	кроме того	2	2
154	она не	4	2
155	ни на	6	2
156	в целях	2	2
157	что на	2	2
158	ни одна	2	2
159	едва ли	3	2
160	и о	8	2
161	совпадает с	2	2
162	же и	2	2
163	в котором	2	2
164	для нее	2	2
165	один из	4	2
166	и тем	6	2
167	есть только	3	2
168	себе эти	2	2
169	этом смысле	4	2
170	не будет	2	2
171	ни в	8	2
172	не по	2	2
173	ее в	2	2
174	со стороны	3	2
175	художественное произведение	2	2
176	а именно	6	2
177	даже не	2	2
178	во всей	2	2
179	поскольку он	2	2
180	смысл и	3	2
181	равно как	2	2
182	на этом	3	2
183	становится и	2	2
184	или более	2	2
185	то ни	4	2
186	находится в	2	2
187	можно говорить	2	2
188	тем самым	3	2
189	не имеет	14	2
190	и по	2	2
191	должно быть	2	2
192	отличие от	2	2
193	только так	4	2
194	с ними	4	2
195	и то	3	2
196	от одного	2	2
197	сказать что	6	2
198	слово есть	3	2
199	при помощи	3	2
200	и это	8	2
201	что эта	2	2
202	в чем	8	2
203	потому что	10	2
204	как это	2	2
205	в которой	2	2
206	с ним	3	2
207	та же	3	2
208	не могли	2	2
209	в виду	9	2
