N	3gram	Vygotskiy__2	Myslijsy
1	в том что	17	13
2	не может быть	8	9
3	тем не менее	4	6
4	только в том	4	6
5	с другой стороны	2	5
6	не в том	2	4
7	в свою очередь	2	4
8	и т д	2	4
9	само по себе	3	4
10	то же время	2	3
11	и в том	2	3
12	с точки зрения	10	3
13	в то же	2	3
14	с тем что	3	3
15	подобно тому как	2	3
16	и той же	4	3
17	и что в	2	3
18	одной и той	4	3
19	что и в	3	3
20	так как в	2	2
21	к тому что	2	2
22	в том и	2	2
23	как и в	2	2
24	и т п	8	2
25	только потому что	2	2
26	заключает в себе	2	2
27	все более и	2	2
28	на этот вопрос	2	2
29	бы то ни	2	2
30	более и более	2	2
31	для того чтобы	13	2
