N	2gram	Tiupa_Hudo_2	Literetu
1	а не	14	20
2	и в	28	19
3	может быть	8	17
4	своего рода	16	13
5	то же	6	12
6	и не	18	11
7	в том	15	10
8	как и	11	10
9	но и	9	10
10	состоит в	7	9
11	же время	4	9
12	не может	4	9
13	тогда как	7	9
14	в мире	7	9
15	в этом	13	9
16	в то	6	9
17	с другой	3	8
18	не только	11	8
19	том что	19	7
20	то что	6	7
21	так и	8	7
22	с одной	3	7
23	и т.д	2	7
24	не менее	5	6
25	однако в	2	6
26	в себе	9	6
27	одной стороны	3	6
28	при этом	11	6
29	себя в	8	6
30	и на	3	6
31	конечном счете	3	5
32	столь же	3	5
33	я не	7	5
34	художественного мышления	2	5
35	одна из	2	5
36	но не	4	5
37	в качестве	4	5
38	он не	4	5
39	в конечном	4	5
40	на фоне	3	5
41	вместе с	2	5
42	в принципе	2	5
43	что в	5	4
44	в частности	7	4
45	жизни в	7	4
46	прежде всего	3	4
47	не в	13	4
48	отнюдь не	2	4
49	но тем	2	4
50	для него	5	4
51	в ней	3	4
52	в его	11	4
53	один из	2	4
54	жизни и	6	4
55	человека в	4	4
56	по отношению	7	4
57	тем что	6	4
58	точки зрения	2	4
59	не случайно	10	4
60	едва ли	3	4
61	я и	6	4
62	никогда не	5	3
63	о себе	3	3
64	личности в	3	3
65	что он	8	3
66	в нем	3	3
67	мы с	3	3
68	наш взгляд	4	3
69	в этой	5	3
70	и он	3	3
71	не с	2	3
72	отношению к	7	3
73	данном случае	2	3
74	со стороны	3	3
75	то и	4	3
76	и для	2	3
77	всего лишь	3	3
78	тем самым	2	3
79	с точки	2	3
80	как на	2	3
81	а в	6	3
82	и его	5	3
83	в глазах	6	3
84	и то	2	3
85	не столько	2	3
86	на наш	4	3
87	и с	6	3
88	в данном	2	3
89	в другом	2	3
90	ничего не	5	3
91	на этом	2	2
92	не было	6	2
93	же как	2	2
94	у него	5	2
95	себя и	2	2
96	в нашем	2	2
97	не является	2	2
98	в них	3	2
99	из ключевых	2	2
100	а за	2	2
101	в одном	3	2
102	в жизни	8	2
103	вовсе не	2	2
104	что было	3	2
105	как уже	2	2
106	и к	2	2
107	а также	2	2
108	жизни как	5	2
109	о которой	2	2
110	для нас	3	2
111	в ее	18	2
112	тем не	4	2
113	разговоре с	2	2
114	все что	3	2
115	еще не	3	2
116	было бы	3	2
117	и сам	5	2
118	без другого	2	2
119	со своей	2	2
120	одной из	3	2
121	не могу	3	2
122	нам представляется	2	2
123	не по	2	2
124	в роли	2	2
125	как бы	5	2
126	если в	2	2
127	для себя	6	2
128	что и	4	2
129	как он	3	2
130	все же	2	2
131	с ее	5	2
132	и т	4	2
133	из них	2	2
134	по преимуществу	3	2
135	мысли и	2	2
136	как раз	4	2
137	т п	2	2
138	жизнь есть	2	2
139	и только	2	2
140	той же	2	2
141	и читателя	3	2
142	жизни на	2	2
143	я это	2	2
144	уже не	10	2
145	не более	2	2
146	для того	4	2
147	что не	2	2
148	хотя бы	2	2
149	являет собой	2	2
150	из нас	2	2
151	то в	4	2
152	потому что	2	2
153	в основе	2	2
154	одно из	5	2
155	подобно тому	4	2
156	на себя	3	2
157	соответствии с	3	2
158	что я	2	2
159	о том	12	2
160	в художественном	4	2
161	тому как	4	2
162	как это	7	2
163	с ним	7	2
164	но в	2	2
