N	3gram	Vygotskiy__1	Dialekti
1	и т д	8	23
2	с точки зрения	2	14
3	тем не менее	2	10
4	в таком случае	2	10
5	не только не	3	7
6	не может быть	8	6
7	о том что	7	5
8	в самом деле	7	5
9	само по себе	5	5
10	в то время	5	4
11	сама по себе	2	4
12	подобно тому как	5	4
13	то время как	5	4
14	только тогда когда	4	3
15	в том что	9	3
16	с одной стороны	5	3
17	как и в	4	3
18	на то что	8	3
19	так же как	4	2
20	хотя и не	2	2
21	точно так же	3	2
22	с другой стороны	5	2
23	мы не можем	2	2
24	в зависимости от	5	2
25	с этой точки	4	2
26	во всяком случае	6	2
27	этой точки зрения	5	2
28	есть в сущности	2	2
29	в одинаковой мере	2	2
