N	2gram	Tiupa_Hudo_1	Marksizm
1	точки зрения	5	34
2	может быть	5	26
3	и не	2	26
4	не может	7	24
5	с точки	3	20
6	и в	14	19
7	и его	5	19
8	в этом	11	16
9	как бы	7	15
10	прежде всего	11	13
11	как мы	3	13
12	как и	9	12
13	так и	13	11
14	и для	3	11
15	связи с	4	11
16	в самом	4	10
17	в нем	3	10
18	самом деле	5	10
19	для него	10	9
20	лишь в	3	9
21	в результате	2	9
22	только в	5	9
23	при этом	12	8
24	но и	5	8
25	друг друга	5	8
26	до сих	2	8
27	не только	12	8
28	все же	3	8
29	то что	8	8
30	сих пор	2	8
31	в связи	3	7
32	все эти	3	7
33	но в	5	7
34	в ее	3	7
35	то же	9	7
36	а не	12	7
37	слова как	2	7
38	в том	12	6
39	в пределах	3	6
40	отнюдь не	3	6
41	в его	8	6
42	мы не	2	6
43	так сказать	2	6
44	ничего не	8	6
45	в конце	4	5
46	именно в	7	5
47	мы знаем	2	5
48	не в	7	5
49	до конца	2	5
50	в начале	2	5
51	и потому	2	5
52	и все	4	5
53	по преимуществу	3	5
54	того чтобы	3	5
55	ясно что	2	5
56	что в	6	4
57	не менее	5	4
58	вопрос о	2	4
59	в ней	4	4
60	не столько	2	4
61	а в	7	4
62	и на	3	4
63	жизни в	6	4
64	с этим	3	4
65	по себе	2	4
66	еще не	7	4
67	было бы	6	4
68	что же	2	4
69	как в	8	4
70	только на	2	4
71	внутренней жизни	2	4
72	этом отношении	3	3
73	и от	4	3
74	можно сказать	4	3
75	же время	8	3
76	не имеют	3	3
77	из них	4	3
78	все это	2	3
79	по отношению	8	3
80	не было	4	3
81	того что	4	3
82	не имеет	2	3
83	между тем	8	3
84	в то	8	3
85	его в	3	3
86	нет ничего	2	3
87	к другому	4	3
88	и к	4	3
89	для всего	2	3
90	том что	16	3
91	одной из	2	3
92	он не	4	3
93	в своей	10	3
94	на самом	2	3
95	и это	4	3
96	же как	2	2
97	в частности	5	2
98	никогда не	6	2
99	тому что	4	2
100	в своем	4	2
101	в тот	2	2
102	тем не	4	2
103	ни в	5	2
104	как она	2	2
105	в действительности	4	2
106	себе и	2	2
107	с ее	2	2
108	жизни и	5	2
109	в первой	6	2
110	как к	3	2
111	это так	2	2
112	и даже	3	2
113	должно быть	2	2
114	можно было	5	2
115	для других	2	2
116	в своих	3	2
117	с этой	2	2
118	в одной	2	2
119	о том	12	2
120	как он	2	2
121	к этой	3	2
122	и с	4	2
123	ни к	2	2
124	если бы	3	2
125	установкой на	2	2
126	в литературе	3	2
127	что он	9	2
128	в себе	11	2
129	то в	4	2
130	этот момент	2	2
131	одна из	2	2
132	от него	3	2
133	в качестве	9	2
134	она не	4	2
135	в данной	2	2
136	мы уже	4	2
137	к тому	7	2
138	отношению к	8	2
139	как раз	4	2
140	человека в	6	2
141	к своему	2	2
142	что не	2	2
143	и он	5	2
144	той же	2	2
145	в таком	3	2
146	или иначе	2	2
147	тем что	3	2
148	в другом	2	2
149	не знает	2	2
150	в русской	4	2
