N	2gram	Medvedev_F_2	Myshleni
1	в развитии	2	28
2	то что	6	26
3	что он	5	25
4	в этом	27	25
5	потому что	2	21
6	таким образом	20	19
7	в том	11	18
8	не может	14	18
9	точки зрения	8	18
10	того чтобы	3	17
11	что в	7	16
12	и в	38	16
13	того что	3	16
14	так как	4	16
15	не только	9	16
16	том что	2	15
17	понятий и	3	15
18	для того	3	14
19	в сущности	4	13
20	сказать что	2	13
21	в процессе	9	13
22	и не	20	12
23	в области	3	12
24	отношение к	2	11
25	в его	10	11
26	но не	2	10
27	с помощью	10	10
28	было бы	6	10
29	как мы	7	10
30	а не	6	10
31	только в	6	10
32	может быть	23	9
33	с точки	7	9
34	должно быть	2	8
35	как это	2	8
36	в основе	5	8
37	если бы	5	8
38	как и	9	8
39	он не	6	8
40	то же	6	8
41	тем самым	2	8
42	же как	3	7
43	в нем	13	7
44	так и	8	7
45	по себе	7	7
46	приводит к	2	7
47	если мы	5	7
48	в какой	3	6
49	не в	15	6
50	в этой	6	6
51	своего развития	3	6
52	но и	13	6
53	в школе	2	6
54	что оно	4	6
55	и на	3	6
56	но в	4	6
57	состоит в	2	6
58	языка и	12	6
59	к тому	4	6
60	в той	2	6
61	этот вопрос	2	6
62	речи и	3	6
63	самого начала	2	5
64	должна быть	5	5
65	никогда не	2	5
66	тому что	2	5
67	в такой	2	5
68	что они	4	5
69	для него	7	5
70	как бы	4	5
71	не является	3	5
72	хотя бы	6	5
73	еще более	5	5
74	этом отношении	7	5
75	в то	5	5
76	с ним	2	5
77	как в	4	5
78	с самого	2	5
79	тем что	8	5
80	своем развитии	2	5
81	в которой	2	5
82	ничего не	4	5
83	не могут	7	4
84	все эти	6	4
85	с другой	3	4
86	это не	2	4
87	в теории	4	4
88	а только	2	4
89	в пределах	12	4
90	при этом	9	4
91	в самом	16	4
92	в целом	3	4
93	и их	3	4
94	тому чтобы	2	4
95	именно в	5	4
96	и другое	2	4
97	не имеет	2	4
98	и по	2	4
99	в результате	6	4
100	бы в	5	4
101	в качестве	2	4
102	не есть	3	4
103	вместе с	6	4
104	и то	2	4
105	могут быть	6	4
106	не то	3	4
107	такой же	3	4
108	прежде всего	15	3
109	мы знаем	3	3
110	в известной	2	3
111	и как	3	3
112	но это	2	3
113	самом деле	8	3
114	но как	2	3
115	до конца	2	3
116	к нему	3	3
117	как они	4	3
118	если в	3	3
119	понятия в	2	3
120	и тем	2	3
121	мы видели	4	3
122	в их	6	3
123	восприятия и	4	3
124	они не	4	3
125	а в	6	3
126	и с	9	3
127	к его	2	3
128	говорить о	5	3
129	в первом	7	3
130	в этих	2	3
131	функции в	2	3
132	как она	2	3
133	между тем	2	3
134	мы не	3	3
135	между двумя	2	3
136	и более	2	3
137	с тем	11	3
138	с этим	5	3
139	этих двух	2	3
140	к этому	4	3
141	все же	8	3
142	по существу	7	3
143	это и	5	3
144	то в	2	3
145	и может	3	3
146	что и	8	3
147	ее в	2	3
148	на этом	2	3
149	и его	21	3
150	он в	2	3
151	связи с	13	3
152	вопроса о	2	3
153	что эта	2	3
154	в чем	2	3
155	и другие	2	2
156	столь же	2	2
157	и от	2	2
158	основе этой	2	2
159	и становятся	2	2
160	но все	3	2
161	высшей степени	4	2
162	является не	2	2
163	очевидно что	2	2
164	совпадает с	2	2
165	в ней	6	2
166	в виду	2	2
167	совершенно не	4	2
168	в котором	2	2
169	в своей	7	2
170	из них	4	2
171	в отличие	2	2
172	все это	3	2
173	другой стороны	4	2
174	то и	3	2
175	язык и	7	2
176	говорим о	2	2
177	и даже	4	2
178	что для	2	2
179	говорит он	5	2
180	и здесь	3	2
181	в истории	6	2
182	их в	2	2
183	речи но	2	2
184	в единстве	2	2
185	в зависимости	3	2
186	вовсе не	11	2
187	его в	3	2
188	то это	3	2
189	и к	4	2
190	отличие от	2	2
191	зависимости от	3	2
192	чем он	4	2
193	во второй	2	2
194	жизни и	3	2
195	в корне	7	2
196	является для	2	2
197	к предмету	3	2
198	в высшей	4	2
199	один шаг	2	2
200	во всех	5	2
201	находится в	2	2
202	только на	3	2
203	все дело	3	2
204	должны были	2	2
205	чтобы сделать	2	2
206	от всякого	2	2
207	языка не	2	2
208	во всяком	5	2
209	ни на	2	2
210	эти функции	2	2
211	при анализе	2	2
212	совершенно иной	2	2
213	с проблемой	3	2
214	мы говорим	4	2
215	из этого	2	2
216	этими двумя	2	2
