N	2gram	Tiupa_Hudo_2	KulturaY
1	т е	2	38
2	и т	4	33
3	в том	15	30
4	и в	28	24
5	потому что	2	23
6	том что	19	21
7	т п	2	18
8	что в	5	17
9	того чтобы	4	17
10	для того	4	16
11	было бы	3	15
12	т д	2	14
13	в этом	13	14
14	точки зрения	2	14
15	может быть	8	13
16	все же	2	12
17	в его	11	12
18	и не	18	12
19	не в	13	11
20	только в	4	11
21	вовсе не	2	10
22	в самом	5	10
23	не только	11	10
24	хотя бы	2	10
25	если бы	6	9
26	то что	6	9
27	прежде всего	3	9
28	отношению к	7	9
29	самом деле	3	9
30	с точки	2	9
31	о том	12	9
32	по отношению	7	8
33	то же	6	8
34	уже не	10	8
35	а не	14	8
36	как раз	4	8
37	тем что	6	8
38	не менее	5	7
39	в них	3	7
40	с другой	3	7
41	в качестве	4	7
42	как бы	5	7
43	вместе с	2	7
44	не может	4	7
45	это не	6	7
46	так и	8	7
47	именно в	2	6
48	что он	8	6
49	при этом	11	6
50	в ней	3	6
51	но и	9	6
52	что же	2	6
53	все это	3	6
54	можно было	3	6
55	не случайно	10	6
56	еще и	2	5
57	что это	5	5
58	к тому	7	5
59	но не	4	5
60	еще не	3	5
61	что не	2	5
62	а в	6	5
63	и его	5	5
64	рядом с	5	5
65	между тем	8	5
66	с ним	7	5
67	и с	6	5
68	с его	5	4
69	в частности	7	4
70	в этих	3	4
71	к себе	3	4
72	в нем	3	4
73	что они	4	4
74	из них	2	4
75	один из	2	4
76	что и	4	4
77	тем не	4	4
78	сих пор	2	4
79	со стороны	3	4
80	до сих	2	4
81	как в	5	4
82	и тогда	2	4
83	внимание на	3	4
84	того как	2	4
85	тем самым	2	4
86	так же	3	4
87	роль в	2	4
88	с ними	3	4
89	и на	3	4
90	в данном	2	4
91	из этих	2	4
92	того или	2	4
93	как на	2	3
94	казалось бы	6	3
95	состоит в	7	3
96	на себя	3	3
97	в духе	2	3
98	была бы	3	3
99	или иного	2	3
100	или иной	2	3
101	можно сказать	6	3
102	сводится к	6	3
103	в первом	2	3
104	в г	2	3
105	в соответствии	3	3
106	соответствии с	3	3
107	в этой	5	3
108	гораздо более	2	3
109	но еще	2	3
110	в котором	6	3
111	оно не	2	3
112	не с	2	3
113	что она	7	3
114	тому что	4	3
115	в своем	5	3
116	а с	3	3
117	не было	6	3
118	потребность в	2	3
119	и он	3	3
120	несмотря на	3	3
121	той же	2	3
122	и то	2	3
123	нуждается в	2	3
124	себе в	2	3
125	в себе	9	3
126	здесь не	2	3
127	как это	7	3
128	в одном	3	3
129	том как	2	3
130	не все	3	2
131	я не	7	2
132	о чем	8	2
133	никогда не	5	2
134	именно так	2	2
135	превращается в	4	2
136	не является	2	2
137	и все	7	2
138	что все	3	2
139	что было	3	2
140	вместе со	2	2
141	в то	6	2
142	как о	3	2
143	для нас	3	2
144	как и	11	2
145	же время	4	2
146	такова что	2	2
147	когда в	3	2
148	в это	3	2
149	в своей	6	2
150	по преимуществу	3	2
151	роли в	2	2
152	же и	2	2
153	в контексте	2	2
154	о нем	2	2
155	все те	2	2
156	если в	2	2
157	в состоянии	3	2
158	дело не	2	2
159	бы и	4	2
160	и а	2	2
161	то и	4	2
162	и было	2	2
163	он не	4	2
164	и для	2	2
165	и становится	2	2
166	лишь в	2	2
167	во втором	2	2
168	между ними	2	2
169	ни одного	2	2
170	или в	3	2
171	не столько	2	2
172	одно из	5	2
173	что я	2	2
174	ли в	3	2
175	тогда как	7	2
176	ничего не	5	2
177	но в	2	2
178	любви к	2	2
179	это было	2	2
