N	3gram	Voloshinov_1	Problemy
1	с точки зрения	20	9
2	в большинстве случаев	3	8
3	до сих пор	8	8
4	не может быть	13	8
5	и не может	9	7
6	в пределах одного	2	6
7	то же время	3	5
8	в то же	3	5
9	по отношению к	2	5
10	в том числе	2	4
11	в самом деле	9	4
12	как и все	2	4
13	том числе и	2	3
14	к одному знаменателю	2	3
15	в отличие от	5	3
16	с другой стороны	5	3
17	можно сказать что	3	2
18	в узком смысле	2	2
19	на этот вопрос	3	2
20	нет и не	2	2
21	можно было бы	2	2
22	но в то	2	2
23	как если бы	2	2
24	сама по себе	2	2
25	в этом смысле	2	2
26	в отношении к	4	2
27	в том что	3	2
