N	3gram	Bakhtin_Pr_5	Formalny
1	не может быть	3	10
2	с точки зрения	2	7
3	то же время	10	5
4	и в этом	2	5
5	в то же	10	5
6	во всяком случае	4	5
7	в высшей степени	3	4
8	сам по себе	2	3
9	в большинстве случаев	2	3
10	и не может	2	3
11	с другой стороны	3	3
12	как раз и	2	3
13	так и в	2	3
14	на самом деле	9	3
15	и в то	2	3
16	в отличие от	2	2
17	с самого начала	8	2
18	к тому чтобы	2	2
19	и не в	2	2
20	в конце концов	3	2
21	и прежде всего	4	2
22	как мы знаем	2	2
23	в этом смысле	3	2
24	в том что	2	2
25	но все же	2	2
