N	2gram	Losev_Prob_3	Morfolog
1	может быть	28	52
2	и т	13	49
3	т д	13	47
4	таким образом	9	20
5	не может	7	17
6	в этих	2	16
7	могут быть	2	15
8	с этим	2	14
9	и в	44	13
10	в этом	17	13
11	так как	9	12
12	перед нами	8	11
13	связи с	8	11
14	прежде всего	3	9
15	этом случае	5	9
16	так и	10	9
17	в связи	7	9
18	то же	13	9
19	и не	35	9
20	а не	18	9
21	мы имеем	2	9
22	с другой	7	8
23	по существу	2	8
24	что и	9	8
25	при помощи	8	8
26	в результате	2	8
27	в тех	3	7
28	в качестве	3	7
29	но если	6	7
30	все же	6	7
31	это не	9	6
32	и здесь	5	6
33	в том	21	6
34	но не	3	6
35	а также	4	6
36	а в	5	6
37	не менее	10	5
38	если мы	16	5
39	и другие	3	5
40	во всех	2	5
41	как бы	9	5
42	то что	23	5
43	или в	4	5
44	потому что	25	5
45	мы не	7	5
46	что в	8	4
47	и как	3	4
48	на котором	2	4
49	вовсе не	37	4
50	героя в	2	4
51	об этом	3	4
52	тем не	10	4
53	случае не	3	4
54	было бы	8	4
55	не только	14	4
56	то это	10	4
57	как в	5	4
58	как мы	8	4
59	другой стороны	5	4
60	так же	5	4
61	как и	10	4
62	хотя и	5	4
63	тем что	4	4
64	точки зрения	5	4
65	с точки	2	4
66	также и	16	4
67	его в	3	4
68	ничего не	3	4
69	только что	2	3
70	если бы	3	3
71	это уже	3	3
72	а то	3	3
73	в нашем	5	3
74	с собой	3	3
75	в начале	2	3
76	же в	3	3
77	том что	12	3
78	но все	3	3
79	но это	8	3
80	что они	5	3
81	в целом	6	3
82	кроме того	3	3
83	он не	8	3
84	не является	11	3
85	ни в	8	3
86	но и	10	3
87	от того	2	3
88	на самом	7	3
89	самом деле	3	3
90	из которых	2	3
91	и по	2	3
92	и для	2	3
93	друг друга	2	3
94	мы можем	6	3
95	из них	2	3
96	и ее	3	3
97	в то	9	3
98	мы должны	7	3
99	если же	3	3
100	но в	12	3
101	значит что	7	3
102	ни к	3	2
103	совсем не	2	2
104	и более	2	2
105	с тем	5	2
106	в виде	6	2
107	в частности	2	2
108	однако в	2	2
109	и за	2	2
110	случаях не	2	2
111	хотя бы	3	2
112	сразу же	2	2
113	точно так	3	2
114	многих других	2	2
115	таких случаях	2	2
116	что он	9	2
117	имеется в	4	2
118	можно сказать	6	2
119	и к	6	2
120	на первый	4	2
121	то в	3	2
122	и при	2	2
123	только в	19	2
124	от него	2	2
125	есть и	2	2
126	смысле слова	8	2
127	то время	4	2
128	для него	3	2
129	первый взгляд	2	2
130	мы уже	4	2
131	никто не	2	2
132	с теми	2	2
133	не значит	3	2
134	в таких	3	2
135	в настоящее	2	2
136	себя в	2	2
137	или другими	2	2
138	быть и	3	2
139	есть нечто	8	2
140	и тогда	3	2
141	и только	6	2
142	а с	2	2
143	с одной	2	2
144	все эти	7	2
145	и что	7	2
146	того что	8	2
147	к другой	2	2
148	что такое	3	2
149	уже не	7	2
150	тем же	2	2
151	не имеет	9	2
152	и его	5	2
153	можно было	4	2
154	является в	2	2
155	в каком	4	2
156	этот вопрос	3	2
157	в другом	2	2
158	самого себя	3	2
159	настоящее время	2	2
160	что мы	8	2
161	или по	4	2
162	но вот	3	2
163	о том	6	2
164	ясно что	6	2
165	здесь не	8	2
166	сказать что	16	2
167	как это	2	2
168	время как	4	2
169	это было	2	2
