N	2gram	Bakhtin_Pr_3	Myshleni
1	в том	3	33
2	том что	3	27
3	точки зрения	8	26
4	то что	11	20
5	в этом	16	19
6	с точки	4	18
7	того что	5	17
8	и в	34	15
9	не только	10	15
10	что в	7	14
11	таким образом	5	14
12	говорит он	3	12
13	что он	23	12
14	в самом	8	11
15	в целом	5	10
16	но и	12	10
17	было бы	2	10
18	в своем	2	9
19	может быть	19	9
20	не является	2	9
21	не может	19	9
22	о том	2	9
23	в сущности	11	9
24	так и	6	8
25	никогда не	8	8
26	не в	9	8
27	и что	5	8
28	если бы	4	8
29	к тому	5	7
30	мы знаем	2	7
31	высшей степени	3	7
32	и не	29	7
33	в высшей	3	7
34	потому что	12	7
35	как бы	27	7
36	по себе	3	7
37	тот же	2	7
38	он не	15	7
39	во всяком	5	7
40	что это	5	6
41	в отношении	9	6
42	как мы	7	6
43	мы уже	6	6
44	в виду	3	6
45	мы видели	3	6
46	по отношению	5	6
47	с другой	4	6
48	сказать что	2	6
49	мы должны	5	6
50	как он	3	6
51	но в	16	6
52	вовсе не	11	6
53	и к	12	6
54	как и	18	6
55	вместе с	4	6
56	с таким	4	6
57	мысль что	2	6
58	самом деле	13	6
59	речи в	2	6
60	всяком случае	5	6
61	к которому	2	6
62	там где	7	6
63	это не	5	5
64	уже в	3	5
65	вопрос о	2	5
66	что с	3	5
67	и даже	7	5
68	друг друга	2	5
69	отношению к	6	5
70	внутренней речи	4	5
71	показать что	2	5
72	то же	14	5
73	на вопрос	4	4
74	прежде всего	15	4
75	что все	4	4
76	все это	16	4
77	в них	2	4
78	что оно	2	4
79	так же	8	4
80	а в	5	4
81	их в	3	4
82	и с	15	4
83	в начале	4	4
84	так как	4	4
85	признать что	2	4
86	с его	6	4
87	все же	7	4
88	в своей	3	4
89	даже в	5	4
90	как в	4	4
91	что его	3	4
92	как раз	4	4
93	а с	3	4
94	хотя бы	5	4
95	и его	16	4
96	только в	6	4
97	в которой	2	4
98	он сам	5	3
99	все время	5	3
100	но на	4	3
101	для этого	3	3
102	что у	6	3
103	во время	2	3
104	что они	6	3
105	и сам	5	3
106	для него	13	3
107	при этом	4	3
108	в общем	4	3
109	бы с	2	3
110	смысле этого	2	3
111	из них	5	3
112	и только	2	3
113	все эти	4	3
114	те же	2	3
115	о мире	8	3
116	лишь в	5	3
117	с другими	4	3
118	в которых	2	3
119	человеческий голос	2	3
120	с ним	8	3
121	и все	19	3
122	внутренняя речь	3	3
123	здесь и	2	3
124	с этим	2	3
125	лежит в	2	3
126	которых он	2	3
127	уже говорили	3	3
128	но не	4	3
129	того же	2	3
130	в заключение	2	3
131	для себя	6	3
132	когда он	2	3
133	бы и	4	3
134	только что	3	3
135	на самом	11	3
136	а не	9	3
137	он в	4	3
138	в отличие	2	3
139	и ее	2	3
140	этого слова	7	3
141	и это	4	3
142	отличие от	2	3
143	ничего не	4	3
144	за собой	3	2
145	сама по	2	2
146	в другой	2	2
147	понятно что	2	2
148	столь же	2	2
149	с этой	2	2
150	его внутренней	4	2
151	и речь	2	2
152	в такой	3	2
153	ибо как	2	2
154	или иной	2	2
155	протяжении всего	4	2
156	ни в	4	2
157	и как	3	2
158	но все	5	2
159	его мысль	4	2
160	друг с	2	2
161	той или	2	2
162	в котором	3	2
163	его с	4	2
164	с ее	3	2
165	он как	4	2
166	мысль и	2	2
167	ибо он	2	2
168	должно быть	3	2
169	увидим что	2	2
170	но для	3	2
171	остается в	2	2
172	к себе	17	2
173	говорить о	3	2
174	во всем	3	2
175	в одном	5	2
176	или как	2	2
177	бы они	2	2
178	все те	2	2
179	нисколько не	2	2
180	у него	4	2
181	отнюдь не	2	2
182	были бы	2	2
183	он должен	2	2
184	этом смысле	4	2
185	ту сторону	2	2
186	когда она	2	2
187	мы увидим	2	2
188	за пределы	2	2
189	на одном	2	2
190	к ней	2	2
191	в его	22	2
192	нет и	3	2
193	что и	5	2
194	раз в	2	2
195	по ту	2	2
196	во всех	2	2
197	находится в	2	2
198	что же	8	2
199	и для	8	2
200	все равно	4	2
201	но с	2	2
202	к чему	2	2
203	тому чтобы	2	2
204	той же	2	2
205	тому как	2	2
206	тем что	4	2
207	подобно тому	2	2
208	в себе	6	2
209	в другом	8	2
210	на протяжении	5	2
211	и вообще	2	2
212	с другом	2	2
213	его к	3	2
214	с речью	2	2
215	не то	2	2
216	много раз	2	2
