N	2gram	Vygotskiy__5	Literetu
1	и не	6	22
2	и в	30	16
3	при этом	8	15
4	не только	16	14
5	но и	6	14
6	в этом	14	14
7	а не	8	12
8	то что	37	12
9	может быть	11	12
10	в том	27	12
11	в частности	4	11
12	не в	8	10
13	то же	7	9
14	так и	3	9
15	того что	8	9
16	в то	2	9
17	том что	21	8
18	не может	9	8
19	в этой	5	8
20	как бы	19	8
21	в своей	4	7
22	со стороны	3	7
23	точки зрения	7	7
24	только в	5	7
25	с его	2	6
26	состоит в	3	6
27	с другой	9	6
28	произведение искусства	6	6
29	к тому	8	6
30	еще не	5	6
31	в его	4	6
32	и его	6	6
33	в себе	5	6
34	в другом	3	6
35	о том	10	6
36	в качестве	2	5
37	это не	3	5
38	что он	17	5
39	в ее	3	5
40	как и	6	5
41	в целом	5	5
42	вместе с	12	5
43	как в	3	5
44	в отличие	2	5
45	а в	4	5
46	этом отношении	3	5
47	именно в	6	5
48	в основе	7	5
49	то есть	13	5
50	отличие от	2	5
51	но не	7	4
52	никогда не	9	4
53	по существу	2	4
54	до конца	2	4
55	одной стороны	12	4
56	и если	6	4
57	и для	6	4
58	из них	2	4
59	данном случае	3	4
60	по отношению	2	4
61	с одной	12	4
62	должно быть	2	4
63	в данном	3	4
64	как будто	6	4
65	в одном	2	4
66	все время	20	3
67	части романа	2	3
68	прежде всего	4	3
69	а затем	2	3
70	в романе	2	3
71	и как	7	3
72	о чем	4	3
73	совершенно не	6	3
74	и к	4	3
75	на его	3	3
76	в самом	14	3
77	искусства и	5	3
78	еще в	2	3
79	и тем	6	3
80	жизни и	6	3
81	в словах	2	3
82	самом деле	8	3
83	и наконец	3	3
84	с точки	2	3
85	как на	11	3
86	той же	3	3
87	в глазах	2	3
88	эстетический объект	3	3
89	потому что	23	3
90	там где	4	3
91	едва ли	2	3
92	как это	7	3
93	отношения к	2	3
94	но в	5	3
95	в противоположность	2	2
96	с которой	2	2
97	художественного произведения	3	2
98	что в	24	2
99	если бы	11	2
100	что у	3	2
101	внимание зрителя	2	2
102	с этой	2	2
103	не как	3	2
104	в конце	4	2
105	искусство как	2	2
106	к этому	3	2
107	вопрос о	3	2
108	по себе	7	2
109	стороны и	4	2
110	на то	17	2
111	или иной	2	2
112	в нем	7	2
113	мы с	3	2
114	же в	2	2
115	у нас	4	2
116	всякий раз	2	2
117	и при	2	2
118	связи с	2	2
119	что ему	2	2
120	того же	2	2
121	в свою	3	2
122	для него	3	2
123	можно сказать	2	2
124	было бы	5	2
125	несмотря на	5	2
126	во всех	2	2
127	том чтобы	2	2
128	той или	2	2
129	себя и	2	2
130	один из	5	2
131	еще один	2	2
132	не с	2	2
133	то это	4	2
134	что и	3	2
135	все же	7	2
136	когда он	5	2
137	но еще	2	2
138	как мы	5	2
139	внимание на	4	2
140	так же	13	2
141	как раз	13	2
142	в нас	13	2
143	как например	2	2
144	и только	3	2
145	в совершенно	6	2
146	художественное произведение	5	2
147	человека в	3	2
148	из того	3	2
149	и вот	2	2
150	того чтобы	20	2
151	для того	20	2
152	другой стороны	5	2
153	и даже	2	2
154	в своих	5	2
155	и на	3	2
156	и с	2	2
157	тем что	6	2
158	он в	2	2
159	не знает	2	2
160	же самое	5	2
161	могли бы	4	2
162	и потому	5	2
163	в каждой	3	2
164	это будет	2	2
