N	2gram	Losev_Prob_3	Mirosoze
1	и в	44	46
2	в нем	9	22
3	может быть	28	21
4	в этом	17	20
5	никогда не	6	18
6	для него	3	18
7	и не	35	18
8	не только	14	18
9	но и	10	15
10	не может	7	15
11	как и	10	13
12	не есть	35	13
13	а не	18	13
14	прежде всего	3	12
15	друг друга	2	12
16	потому что	25	12
17	не было	5	11
18	в ней	5	11
19	у нас	10	11
20	но в	12	10
21	он не	8	10
22	в себе	8	10
23	не в	13	9
24	и есть	5	8
25	переходит в	2	8
26	но это	8	8
27	как бы	9	8
28	в своем	5	8
29	так как	9	8
30	если нет	2	8
31	она не	3	8
32	в этой	3	7
33	в нашем	5	7
34	что он	9	7
35	и к	6	7
36	и потому	7	7
37	как в	5	7
38	хотя бы	3	7
39	и для	2	7
40	он сам	4	6
41	что это	3	6
42	так же	5	6
43	жизнь в	3	6
44	того что	8	6
45	и здесь	5	6
46	и там	2	6
47	там и	3	6
48	жизни и	6	6
49	доходит до	2	6
50	то же	13	5
51	в отношении	2	5
52	что все	2	5
53	совсем не	2	5
54	в самом	3	5
55	это не	9	5
56	в конце	5	5
57	и все	3	5
58	есть не	5	5
59	к тому	3	5
60	то что	23	5
61	в своей	5	5
62	и его	5	5
63	образ и	3	5
64	в его	9	5
65	и это	9	5
66	что в	8	4
67	тому что	4	4
68	для этого	6	4
69	есть уже	3	4
70	только и	8	4
71	что у	3	4
72	не имеет	9	4
73	самого себя	3	4
74	также и	16	4
75	том что	12	4
76	что и	9	4
77	себя в	2	4
78	так и	10	4
79	уже не	7	4
80	у них	2	4
81	жизнь и	2	4
82	же как	3	3
83	можно ли	4	3
84	и от	9	3
85	идеи и	3	3
86	и можно	2	3
87	ни в	8	3
88	в том	21	3
89	с самим	3	3
90	что они	5	3
91	смысле слова	8	3
92	и нет	2	3
93	же есть	2	3
94	не стоит	2	3
95	что всякий	9	3
96	для чего	2	3
97	и всегда	2	3
98	не так	3	3
99	сказать что	16	3
100	и с	9	3
101	что иное	4	3
102	о том	6	3
103	его в	3	3
104	нет ничего	6	3
105	с ним	7	3
106	иное как	4	3
107	если бы	3	3
108	этого необходимо	2	3
109	и во	2	3
110	не что	4	3
111	это и	7	3
112	есть и	2	3
113	до сих	2	3
114	сих пор	2	3
115	от того	2	3
116	и тогда	3	3
117	все равно	3	3
118	идея и	3	3
119	тем что	4	3
120	он в	2	3
121	только в	19	3
122	есть в	3	3
123	только с	4	3
124	в чем	4	3
125	уже в	3	2
126	не был	2	2
127	в этих	2	2
128	всегда есть	2	2
129	ее и	2	2
130	или иной	8	2
131	но эта	3	2
132	да и	5	2
133	нас не	5	2
134	так что	12	2
135	это есть	3	2
136	и если	6	2
137	со своим	2	2
138	такого рода	6	2
139	жизни а	3	2
140	есть также	2	2
141	хотя и	5	2
142	же и	4	2
143	и за	2	2
144	не имеют	4	2
145	отношения к	3	2
146	чем не	3	2
147	его не	2	2
148	а в	5	2
149	в основе	2	2
150	точки зрения	5	2
151	бы в	2	2
152	не будут	2	2
153	были бы	2	2
154	ничего кроме	2	2
155	с собой	3	2
156	но когда	2	2
157	то он	2	2
158	по себе	25	2
159	то в	3	2
160	связи с	8	2
161	и своего	2	2
162	и что	7	2
163	во всех	2	2
164	вместе с	2	2
165	быть и	3	2
166	к самому	2	2
167	что же	8	2
168	человеческой жизни	2	2
169	но с	2	2
170	можно было	4	2
171	нас в	4	2
172	сам по	6	2
173	от его	2	2
174	как будто	3	2
175	образа и	4	2
176	в которой	2	2
177	ничего не	3	2
