N	2gram	Trubetskoy_1	Literetu
1	не только	9	24
2	при этом	5	19
3	в качестве	3	17
4	но и	10	17
5	а не	2	16
6	в том	17	16
7	в частности	2	15
8	том что	9	14
9	может быть	9	13
10	тогда как	2	13
11	и не	19	12
12	в этом	17	12
13	состоит в	2	11
14	прежде всего	8	11
15	в своем	6	11
16	то что	13	10
17	не в	4	8
18	и в	14	8
19	только в	5	8
20	в его	4	7
21	как бы	4	7
22	уже не	2	7
23	в себе	9	7
24	как и	4	6
25	связи с	3	6
26	себя в	4	6
27	того что	3	6
28	точки зрения	11	6
29	что он	6	5
30	же время	10	5
31	для себя	2	5
32	не может	22	5
33	то же	11	5
34	тем самым	2	5
35	в данном	7	5
36	в то	10	5
37	для этого	3	4
38	в конце	3	4
39	в силу	2	4
40	но не	4	4
41	культуры в	3	4
42	еще не	3	4
43	и тем	2	4
44	все же	4	4
45	из них	3	4
46	в своей	5	4
47	данном случае	3	4
48	со стороны	4	4
49	никогда не	5	4
50	лишь в	3	4
51	друг друга	3	4
52	в своих	6	4
53	в этой	4	4
54	не было	3	3
55	русской культуры	2	3
56	что в	4	3
57	и есть	2	3
58	самого себя	7	3
59	сводится к	3	3
60	не должен	2	3
61	да и	3	3
62	одна из	3	3
63	в самом	3	3
64	несмотря на	3	3
65	у него	2	3
66	том же	2	3
67	жизни и	4	3
68	в их	4	3
69	приводит к	4	3
70	по отношению	2	3
71	а в	5	3
72	таким образом	11	3
73	и даже	2	3
74	свое собственное	2	3
75	потому что	5	3
76	во всяком	9	3
77	к себе	2	3
78	но в	2	3
79	его в	4	3
80	в области	2	3
81	этого не	2	2
82	во имя	5	2
83	должна быть	2	2
84	для них	3	2
85	по этому	2	2
86	отнюдь не	7	2
87	все они	3	2
88	из этих	3	2
89	их не	2	2
90	а потому	5	2
91	в мире	4	2
92	к тому	7	2
93	в другом	3	2
94	или иной	5	2
95	для него	6	2
96	было бы	5	2
97	культуре и	2	2
98	и является	2	2
99	всяком случае	6	2
100	на почве	2	2
101	для нее	2	2
102	в нем	5	2
103	то это	3	2
104	не есть	3	2
105	не к	2	2
106	на том	3	2
107	только на	2	2
108	и только	5	2
109	все эти	2	2
110	самом деле	7	2
111	что такое	2	2
112	хотя бы	5	2
113	с точки	9	2
114	что для	3	2
115	во многих	2	2
116	можно было	4	2
117	самим собой	12	2
118	и то	4	2
119	между тем	5	2
120	тем что	3	2
121	на себя	2	2
122	как будто	2	2
123	на это	2	2
124	о том	7	2
125	в россии	6	2
126	в сознании	3	2
