N	2gram	Bakhtin_Fr_8	KulturaY
1	в том	13	30
2	и в	56	24
3	потому что	6	23
4	том что	8	21
5	что в	5	17
6	того чтобы	4	17
7	для того	2	16
8	было бы	2	15
9	в этом	14	14
10	точки зрения	6	14
11	может быть	3	13
12	языка в	2	12
13	все же	2	12
14	таким образом	17	12
15	в его	18	12
16	и не	9	12
17	не в	3	11
18	только в	9	11
19	вовсе не	6	10
20	в самом	9	10
21	не только	8	10
22	если бы	2	9
23	то что	3	9
24	прежде всего	6	9
25	самом деле	2	9
26	с точки	2	9
27	о том	4	9
28	так как	4	9
29	языка и	6	8
30	то же	11	8
31	уже не	3	8
32	а не	2	8
33	как раз	2	8
34	в них	11	7
35	с другой	2	7
36	связи с	6	7
37	в качестве	4	7
38	как бы	11	7
39	вместе с	2	7
40	не может	2	7
41	с помощью	3	7
42	это не	2	7
43	бы в	3	7
44	в области	5	7
45	так и	13	7
46	что он	2	6
47	при этом	4	6
48	в ней	4	6
49	но и	9	6
50	все это	8	6
51	другой стороны	2	6
52	все эти	15	6
53	в которых	2	6
54	в которой	4	6
55	еще и	3	5
56	с тем	2	5
57	что это	4	5
58	но не	5	5
59	еще не	10	5
60	например в	4	5
61	целый ряд	2	5
62	язык в	4	5
63	не просто	3	5
64	в той	6	5
65	к языку	4	5
66	не потому	2	5
67	а в	2	5
68	и его	12	5
69	рядом с	3	5
70	в результате	5	5
71	между тем	3	5
72	речи и	3	5
73	так сказать	5	5
74	с ним	2	5
75	и с	8	5
76	с его	5	4
77	в частности	7	4
78	в этих	11	4
79	и потому	4	4
80	что эти	2	4
81	в нем	8	4
82	что они	2	4
83	в пределах	5	4
84	из них	2	4
85	в таких	3	4
86	один из	5	4
87	что и	3	4
88	сих пор	8	4
89	до сих	8	4
90	не на	3	4
91	того как	2	4
92	так что	3	4
93	так же	2	4
94	роль в	5	4
95	и на	7	4
96	в данном	2	4
97	слова и	3	4
98	там где	3	4
99	уже в	2	3
100	казалось бы	3	3
101	свой язык	2	3
102	в духе	4	3
103	его к	3	3
104	можно сказать	2	3
105	в этой	6	3
106	в сущности	8	3
107	и эти	2	3
108	в котором	2	3
109	даже в	4	3
110	на его	6	3
111	когда он	2	3
112	что она	2	3
113	или менее	2	3
114	в своем	3	3
115	в связи	3	3
116	в особенности	4	3
117	не было	5	3
118	в их	3	3
119	более или	2	3
120	и даже	8	3
121	несмотря на	2	3
122	той же	6	3
123	и здесь	3	3
124	с их	2	3
125	и то	2	3
126	хотя и	2	3
127	в речи	2	3
128	они не	5	3
129	в себе	4	3
130	в одном	2	3
131	к которому	3	3
132	и более	4	2
133	никогда не	5	2
134	с этой	2	2
135	и все	6	2
136	но с	2	2
137	что все	4	2
138	на самом	2	2
139	значение и	2	2
140	исторической жизни	2	2
141	в то	12	2
142	как и	5	2
143	и как	2	2
144	и при	2	2
145	а на	2	2
146	в большинстве	7	2
147	же время	10	2
148	когда в	2	2
149	конечно не	4	2
150	в своей	2	2
151	по преимуществу	2	2
152	очень много	2	2
153	одним из	5	2
154	между собою	2	2
155	все те	2	2
156	себе и	2	2
157	был бы	3	2
158	еще один	2	2
159	ни в	2	2
160	дело не	2	2
161	был в	2	2
162	бы и	2	2
163	так например	2	2
164	как например	3	2
165	он не	5	2
166	и для	2	2
167	в слове	2	2
168	не мог	3	2
169	устной речи	2	2
170	между ними	2	2
171	ни одного	2	2
172	мы наблюдаем	3	2
173	также и	2	2
174	в каком	2	2
175	и еще	2	2
176	во все	3	2
177	на эту	3	2
178	до конца	11	2
179	здесь как	2	2
180	но в	6	2
181	своего времени	6	2
