N	2gram	Potebnia_M_3	Problema
1	и в	30	30
2	в своей	2	22
3	то есть	34	21
4	то что	18	18
5	не только	21	18
6	том что	18	17
7	в этом	10	17
8	и даже	2	14
9	но и	19	13
10	таким образом	14	13
11	людей и	2	13
12	потому что	46	13
13	в том	32	12
14	в его	4	12
15	и не	15	12
16	о том	2	12
17	в своем	5	11
18	у него	2	11
19	так что	7	11
20	в виде	2	10
21	для нас	20	10
22	точки зрения	2	10
23	в этой	2	10
24	все же	2	9
25	сказать что	5	9
26	и вообще	3	9
27	только в	21	9
28	и все	3	9
29	вовсе не	7	8
30	никак не	3	8
31	что он	6	7
32	как и	10	7
33	связи с	2	7
34	но не	7	7
35	может быть	28	7
36	вместе с	12	7
37	так и	11	7
38	не в	15	7
39	с другой	7	6
40	прежде всего	3	6
41	можно сказать	3	6
42	уже не	6	6
43	и как	5	6
44	несмотря на	2	6
45	как бы	3	6
46	в нем	9	6
47	что и	13	6
48	другой стороны	4	6
49	тут же	2	6
50	и что	10	6
51	а в	12	6
52	и его	4	6
53	и на	3	6
54	его в	3	6
55	так как	13	6
56	не менее	5	5
57	с тем	7	5
58	что в	17	5
59	в которой	3	5
60	тем не	3	5
61	в силу	3	5
62	так же	3	5
63	в самом	8	5
64	и о	2	5
65	для себя	3	5
66	не может	6	5
67	а не	15	5
68	и притом	2	5
69	и то	8	5
70	того как	4	5
71	и с	2	5
72	мы можем	3	5
73	если не	4	4
74	как о	2	4
75	по крайней	5	4
76	тогда когда	9	4
77	человека и	5	4
78	ни в	2	4
79	в смысле	4	4
80	об этом	2	4
81	но все	2	4
82	при этом	3	4
83	было бы	9	4
84	крайней мере	5	4
85	а с	2	4
86	или в	3	4
87	в себе	16	4
88	в то	10	4
89	далеко не	4	4
90	именно в	3	3
91	точно так	12	3
92	не всегда	2	3
93	но только	2	3
94	все в	2	3
95	же в	2	3
96	в ее	2	3
97	в начале	3	3
98	что они	2	3
99	то время	4	3
100	указывает на	6	3
101	только тогда	9	3
102	еще не	5	3
103	одной стороны	3	3
104	для того	4	3
105	он не	4	3
106	находит в	2	3
107	и тем	5	3
108	от своих	4	3
109	бы не	4	3
110	с одной	7	3
111	того что	18	3
112	тем же	4	3
113	к нему	3	3
114	есть только	5	3
115	в других	2	3
116	и после	2	3
117	от этого	2	3
118	быть только	4	3
119	в ней	8	3
120	с ним	6	3
121	в одном	2	3
122	не могут	5	2
123	прежде чем	2	2
124	но тем	2	2
125	не дается	4	2
126	и без	7	2
127	в них	5	2
128	в какой	2	2
129	как в	10	2
130	с этой	2	2
131	уже в	5	2
132	не все	4	2
133	один из	4	2
134	была бы	4	2
135	к этому	3	2
136	по себе	16	2
137	что именно	4	2
138	на то	2	2
139	от них	2	2
140	во времена	2	2
141	к тому	7	2
142	то же	23	2
143	как мы	7	2
144	себе а	4	2
145	не будет	3	2
146	в свою	3	2
147	до сих	3	2
148	в большей	2	2
149	по поводу	4	2
150	жизни и	2	2
151	что не	8	2
152	на его	2	2
153	вслед за	3	2
154	в котором	4	2
155	отношению к	5	2
156	человека то	2	2
157	не к	4	2
158	из них	6	2
159	на него	3	2
160	и до	2	2
161	все что	4	2
162	человеческой жизни	3	2
163	и тогда	3	2
164	отношение к	2	2
165	по отношению	5	2
166	этот образ	4	2
167	то и	6	2
168	или же	4	2
169	и каждое	2	2
170	мы не	9	2
171	здесь как	3	2
172	самом деле	2	2
173	он говорит	2	2
174	того чтобы	3	2
175	в таком	3	2
176	между тем	9	2
177	что только	6	2
178	тем что	7	2
179	на свое	3	2
180	с d	3	2
181	есть в	3	2
182	в чем	3	2
183	в области	2	2
184	не то	3	2
185	таком случае	2	2
186	сих пор	3	2
