N	3gram	Vygotskiy__1	Psycholo
1	в самом деле	2	18
2	на то что	3	12
3	в том что	15	11
4	с точки зрения	18	9
5	то же самое	3	8
6	для того чтобы	15	8
7	в сущности говоря	2	7
8	с самого начала	8	6
9	заключается в том	6	6
10	с одной стороны	8	5
11	с другой стороны	9	5
12	до сих пор	4	5
13	указывает на то	2	3
14	о том что	6	3
15	мы могли бы	5	3
16	как если бы	2	3
17	речь идет о	2	3
18	смысле этого слова	3	2
19	в данном случае	2	2
20	к тому что	3	2
21	в то время	5	2
22	в какой мере	2	2
23	в свою очередь	3	2
24	я не могу	2	2
25	одно и то	2	2
26	все более и	2	2
27	и то же	2	2
28	вместе с тем	5	2
29	во всяком случае	3	2
30	ничего не может	2	2
31	то время как	4	2
32	более и более	2	2
