N	2gram	Tiupa_Anal_2	Problema
1	то что	7	42
2	вовсе не	2	35
3	то есть	9	33
4	и в	16	32
5	и не	12	31
6	не есть	2	29
7	не менее	4	19
8	в этом	18	19
9	тем не	3	18
10	не только	16	17
11	по себе	2	15
12	а не	10	15
13	в себе	7	15
14	как бы	10	14
15	может быть	6	14
16	но в	6	14
17	и тем	4	13
18	сказать что	2	13
19	как раз	4	13
20	что в	2	12
21	том что	12	12
22	так и	15	12
23	и даже	9	11
24	о том	7	11
25	то же	4	10
26	прежде всего	3	10
27	в этой	9	10
28	отнюдь не	8	10
29	ничего не	9	10
30	но не	4	9
31	в том	12	9
32	но и	12	9
33	так же	2	9
34	еще не	2	9
35	в таком	2	9
36	в данном	8	9
37	на то	2	8
38	данном случае	5	8
39	не может	4	8
40	и на	6	8
41	он и	2	8
42	было бы	3	8
43	в своей	2	8
44	содержит в	3	7
45	никогда не	3	7
46	и является	4	7
47	такого рода	2	7
48	все это	4	7
49	того что	2	7
50	и все	3	7
51	во всех	4	7
52	как мы	3	7
53	тем что	3	7
54	только в	4	7
55	в конце	4	6
56	так что	3	6
57	при этом	10	6
58	в самом	6	6
59	и если	3	6
60	хотя и	4	6
61	таким образом	2	6
62	говорить о	6	6
63	и то	3	6
64	его в	2	6
65	как это	6	6
66	о чем	2	6
67	таком случае	2	6
68	этом смысле	2	6
69	в то	2	6
70	за пределы	4	6
71	в его	2	6
72	в своем	4	5
73	или иной	3	5
74	можно сказать	4	5
75	есть в	3	5
76	той или	3	5
77	в котором	2	5
78	что она	2	5
79	в сознании	4	5
80	ни о	3	5
81	некоторого рода	2	5
82	текста и	2	5
83	казалось бы	3	4
84	именно в	3	4
85	не в	4	4
86	по поводу	3	4
87	один из	2	4
88	в их	3	4
89	или в	3	4
90	а в	3	4
91	если бы	3	4
92	никак не	2	4
93	а также	7	4
94	как в	4	4
95	только на	3	4
96	тем самым	4	4
97	и для	2	4
98	вообще и	2	4
99	в этих	2	3
100	с другой	6	3
101	что все	2	3
102	его от	3	3
103	в действительности	3	3
104	несмотря на	3	3
105	из них	3	3
106	другой стороны	2	3
107	и его	4	3
108	тех или	2	3
109	этих случаях	2	3
110	точки зрения	4	3
111	с ним	2	3
112	уже и	2	3
113	только не	4	3
114	и во	2	3
115	в случае	2	3
116	как и	14	3
117	того же	4	3
118	здесь в	2	3
119	к тому	7	3
120	он не	2	3
121	себе не	2	3
122	говорит о	5	3
123	уже не	4	3
124	свидетельствует о	2	3
125	на этот	2	3
126	с точки	2	3
127	можно было	3	3
128	как будто	3	3
129	вообще не	2	2
130	этом случае	4	2
131	крайней мере	3	2
132	его как	2	2
133	особого рода	2	2
134	это только	2	2
135	для него	4	2
136	на его	3	2
137	не о	2	2
138	на этой	2	2
139	и до	2	2
140	в нас	2	2
141	не имеет	2	2
142	особенно в	7	2
143	в результате	3	2
144	одно из	2	2
145	к его	2	2
146	того или	3	2
147	мы имеем	3	2
148	я и	3	2
149	между тем	2	2
150	тот кто	2	2
151	могут быть	10	2
152	по крайней	3	2
153	или иных	2	2
154	или иного	3	2
155	о его	4	2
156	по существу	2	2
157	в качестве	11	2
158	ведь это	2	2
159	она не	2	2
160	в сущности	4	2
161	по преимуществу	4	2
162	и особенно	4	2
163	вместе с	2	2
164	собственно говоря	2	2
165	тому как	3	2
166	он в	4	2
167	подобно тому	3	2
168	на себя	5	2
169	в таких	2	2
170	едва ли	3	2
171	в эту	3	2
172	это было	2	2
