N	2gram	Vygotskiy__6	RusskieA
1	и в	28	29
2	что в	17	22
3	том что	19	22
4	в том	28	22
5	как бы	11	18
6	состоит в	2	15
7	в других	2	15
8	и другие	2	14
9	может быть	13	13
10	так как	10	13
11	как и	6	11
12	в этом	27	11
13	все это	2	10
14	не только	16	10
15	а в	2	9
16	показывает что	7	8
17	но и	10	8
18	ее в	2	8
19	его в	6	8
20	мы видели	8	7
21	как в	3	7
22	представляют собой	3	7
23	с тем	5	6
24	мы не	6	6
25	этом случае	2	6
26	еще не	8	6
27	для того	8	6
28	для нас	2	6
29	вместе с	7	6
30	таким образом	18	6
31	при этом	3	6
32	того чтобы	10	6
33	и на	5	6
34	в данном	2	6
35	мы имеем	4	6
36	потому что	22	5
37	это не	5	5
38	то что	28	5
39	и что	6	5
40	но не	10	5
41	с ней	3	5
42	для этого	2	5
43	к жизни	4	5
44	не может	19	5
45	но в	5	5
46	видели что	3	4
47	именно в	4	4
48	в них	3	4
49	и все	5	4
50	тогда когда	6	4
51	вопрос о	5	4
52	по существу	2	4
53	так что	6	4
54	не в	4	4
55	из них	2	4
56	же как	6	4
57	том же	5	4
58	так же	15	4
59	то же	7	4
60	у нас	2	4
61	а не	3	4
62	в которых	2	4
63	как это	3	4
64	на этом	4	3
65	тем что	8	3
66	и там	2	3
67	должен был	3	3
68	в этих	2	3
69	в качестве	4	3
70	и других	7	3
71	и от	2	3
72	за ним	2	3
73	она не	2	3
74	до конца	3	3
75	того что	24	3
76	было бы	9	3
77	нас к	4	3
78	но если	4	3
79	в котором	2	3
80	с другими	2	3
81	не имеет	6	3
82	во всех	4	3
83	только тогда	4	3
84	в свете	5	3
85	все эти	2	3
86	и по	3	3
87	друг друга	4	3
88	как мы	10	3
89	но он	2	3
90	в этой	5	3
91	не менее	2	2
92	с этой	2	2
93	связь между	4	2
94	связи с	3	2
95	могут быть	5	2
96	никогда не	8	2
97	переход от	4	2
98	связанные с	3	2
99	между собой	9	2
100	с другой	2	2
101	представления о	2	2
102	из этих	3	2
103	если он	2	2
104	это в	2	2
105	прежде всего	2	2
106	совершенно очевидно	3	2
107	рассматривается как	2	2
108	что и	4	2
109	что с	3	2
110	в новой	2	2
111	это и	3	2
112	и как	6	2
113	одним из	2	2
114	у них	2	2
115	чем в	2	2
116	очевидно что	3	2
117	то время	6	2
118	связано с	3	2
119	для объяснения	2	2
120	что один	2	2
121	что на	4	2
122	из этого	2	2
123	с развитием	6	2
124	еще в	2	2
125	как оно	3	2
126	один из	3	2
127	не с	2	2
128	все же	2	2
129	в своей	2	2
130	что при	4	2
131	в их	3	2
132	где они	2	2
133	а и	2	2
134	того как	5	2
135	образом в	3	2
136	там где	7	2
137	этот вопрос	3	2
138	тем и	3	2
139	можно было	7	2
140	в своих	3	2
141	и то	4	2
142	с этим	4	2
143	моментов в	2	2
144	в то	6	2
145	к таким	2	2
146	представляет собой	3	2
147	когда мы	6	2
148	в которой	7	2
149	есть в	3	2
