N	2gram	Propp_Isto_5	Myshleni
1	в том	6	28
2	и в	25	28
3	то что	7	28
4	в этом	10	27
5	того что	2	24
6	потому что	7	22
7	не может	6	19
8	том что	8	19
9	таким образом	9	18
10	что он	22	18
11	только в	7	18
12	что в	8	17
13	не только	13	16
14	так же	5	15
15	может быть	17	13
16	сказать что	2	13
17	точки зрения	2	13
18	и не	11	11
19	как бы	2	11
20	что мы	2	11
21	как мы	5	10
22	но и	13	10
23	по отношению	2	10
24	так как	11	10
25	но не	5	10
26	отношению к	2	10
27	того чтобы	3	10
28	мы можем	2	9
29	никогда не	3	8
30	мы видели	7	8
31	еще не	8	8
32	для того	3	8
33	тем что	10	8
34	того же	2	7
35	показывает что	5	7
36	если бы	2	7
37	в нем	7	7
38	и других	2	7
39	мы видим	8	7
40	он не	4	7
41	вместе с	22	7
42	то же	4	7
43	там где	6	7
44	в которой	4	7
45	же как	4	6
46	так что	2	6
47	и как	3	6
48	и что	8	6
49	в то	3	6
50	тогда когда	2	6
51	его в	9	6
52	как и	7	6
53	можно сказать	2	6
54	мы не	5	6
55	это не	6	5
56	вопрос о	2	5
57	в пределах	4	5
58	друг с	2	5
59	и тем	4	5
60	на этой	4	5
61	в свете	3	5
62	и на	8	5
63	и все	3	5
64	что все	4	5
65	с тем	8	5
66	то в	2	5
67	с другом	2	5
68	того как	4	5
69	могут быть	6	5
70	в этой	3	5
71	в частности	7	4
72	на то	2	4
73	мы знаем	8	4
74	не в	6	4
75	мы и	2	4
76	на этом	3	4
77	например в	5	4
78	с этим	5	4
79	они не	3	4
80	друг друга	3	4
81	мы имеем	14	4
82	знаем что	6	4
83	ясно что	5	4
84	только тогда	2	4
85	в качестве	7	4
86	что при	3	4
87	что и	6	4
88	во всех	2	4
89	в другой	3	3
90	очевидно что	2	3
91	в ином	3	3
92	по мере	2	3
93	но мы	3	3
94	в целом	3	3
95	и по	2	3
96	образом в	2	3
97	и здесь	7	3
98	от этого	4	3
99	видели что	2	3
100	связанные с	2	3
101	по себе	2	3
102	связи с	8	3
103	связано с	5	3
104	до сих	2	3
105	мы должны	4	3
106	один из	2	3
107	в его	12	3
108	с ней	2	3
109	сих пор	2	3
110	как в	6	3
111	в себя	3	3
112	а не	2	3
113	и его	9	3
114	представляет собой	7	3
115	ту же	2	3
116	представляют собой	3	3
117	не менее	4	2
118	в этих	6	2
119	с другой	9	2
120	с этой	2	2
121	раньше чем	4	2
122	прежде всего	6	2
123	для нас	5	2
124	но это	7	2
125	самом деле	2	2
126	несмотря на	2	2
127	одним из	2	2
128	и др	3	2
129	из них	2	2
130	все это	4	2
131	другой стороны	8	2
132	в связи	4	2
133	образом мы	2	2
134	все эти	8	2
135	на том	3	2
136	в других	2	2
137	в которых	3	2
138	но он	2	2
139	к его	2	2
140	входящий в	2	2
141	что у	4	2
142	он делает	2	2
143	с ним	4	2
144	том как	2	2
145	у него	2	2
146	он может	2	2
147	но когда	3	2
148	представления о	3	2
149	находящихся в	2	2
150	увидим ниже	3	2
151	этом случае	7	2
152	по существу	2	2
153	животных и	2	2
154	она не	2	2
155	означает что	2	2
156	мы уже	4	2
157	как таковое	2	2
158	в своей	2	2
159	еще в	2	2
160	все же	10	2
161	когда он	2	2
162	ее в	2	2
163	а в	3	2
164	на ней	2	2
165	в иной	7	2
166	с другими	4	2
167	на одном	2	2
168	в данном	3	2
169	этой стадии	3	2
170	за ним	4	2
171	и вообще	3	2
