N	3gram	Vygotskiy__2	KulturaY
1	в том что	21	15
2	для того чтобы	10	15
3	с точки зрения	18	9
4	по отношению к	5	8
5	в том чтобы	4	8
6	в самом деле	4	7
7	в этом отношении	3	5
8	о том что	4	5
9	во всяком случае	6	5
10	в зависимости от	6	5
11	можно было бы	5	3
12	состоит в том	3	3
13	более или менее	2	3
14	в связи с	6	3
15	не может быть	6	3
16	не потому что	2	3
17	в этом смысле	2	3
18	а с другой	4	3
19	того что в	2	2
20	хотя бы и	2	2
21	мы увидим что	2	2
22	и в самом	2	2
23	на то что	6	2
24	на самом деле	2	2
25	речь идет о	2	2
26	заключается в том	7	2
