N	2gram	Vygotskiy__2	Komedia
1	и в	32	22
2	том что	21	12
3	в том	37	11
4	но и	10	11
5	не только	12	10
6	из них	4	10
7	в то	5	10
8	как и	10	9
9	и т	10	9
10	может быть	18	9
11	в одном	2	8
12	таким образом	21	8
13	и не	10	8
14	и его	7	8
15	о том	6	8
16	едва ли	4	7
17	в этой	6	7
18	и других	3	7
19	что в	20	6
20	в отношении	3	6
21	в конце	3	6
22	что он	13	6
23	к тому	7	6
24	ни в	2	6
25	и по	4	6
26	то же	13	6
27	не в	8	6
28	а в	4	6
29	в которой	2	6
30	с другой	3	5
31	при этом	13	5
32	в его	2	5
33	один из	3	5
34	на его	2	5
35	так и	3	5
36	как в	9	5
37	все это	5	5
38	другой стороны	2	5
39	то время	3	5
40	и даже	5	5
41	потому что	21	5
42	т п	8	5
43	между тем	4	5
44	в их	3	4
45	ясно что	7	4
46	несмотря на	4	4
47	что они	7	4
48	же время	2	4
49	в нем	4	4
50	что и	17	4
51	на него	2	4
52	так в	2	4
53	т д	2	4
54	тем что	9	4
55	и вот	3	4
56	время как	3	4
57	действующих лиц	3	4
58	точки зрения	17	4
59	конце концов	3	4
60	так как	12	4
61	но в	3	4
62	мы можем	3	4
63	место в	2	3
64	же как	4	3
65	казалось бы	2	3
66	главным образом	3	3
67	не менее	8	3
68	все более	2	3
69	в них	2	3
70	на то	11	3
71	и как	7	3
72	по своему	3	3
73	после того	2	3
74	тот же	6	3
75	и сам	4	3
76	и у	2	3
77	в частности	3	3
78	он не	6	3
79	все же	4	3
80	в целом	4	3
81	отношение к	2	3
82	так же	18	3
83	того как	4	3
84	этом отношении	5	3
85	здесь мы	2	3
86	мы не	3	3
87	как раз	5	3
88	каждый из	2	3
89	и на	5	3
90	в этом	13	3
91	и с	4	3
92	могут быть	4	3
93	и ее	3	3
94	только в	7	3
95	и все	4	3
96	в чем	4	3
97	как это	4	3
98	ничего не	4	3
99	в сознании	4	3
100	к которому	2	3
101	и здесь	2	2
102	полагают что	3	2
103	и без	2	2
104	то ни	2	2
105	в состоянии	2	2
106	столь же	4	2
107	именно потому	2	2
108	на все	5	2
109	вовсе не	2	2
110	образом в	3	2
111	указывает на	3	2
112	в свою	3	2
113	тем не	4	2
114	мы знаем	7	2
115	из всех	2	2
116	а к	2	2
117	такой же	7	2
118	на этом	3	2
119	но не	2	2
120	именно на	2	2
121	того же	2	2
122	до конца	3	2
123	до сих	5	2
124	еще не	2	2
125	было бы	11	2
126	в действительности	4	2
127	и из	6	2
128	в самом	12	2
129	в стихе	7	2
130	указывает что	4	2
131	относится к	3	2
132	всяком случае	2	2
133	и тем	4	2
134	с ее	3	2
135	то что	21	2
136	бы то	2	2
137	не к	3	2
138	наряду с	4	2
139	вместе с	2	2
140	все что	2	2
141	вслед за	5	2
142	при всем	3	2
143	для этого	3	2
144	в сущности	7	2
145	не может	17	2
146	и таким	2	2
147	в других	2	2
148	которых мы	3	2
149	что у	5	2
150	из которых	2	2
151	к нему	2	2
152	но это	2	2
153	во всяком	2	2
154	но он	3	2
155	в своих	9	2
156	в себе	2	2
157	ту же	4	2
158	как будто	7	2
159	же самое	6	2
160	к людям	2	2
161	отличие от	2	2
162	что по	2	2
163	ли это	2	2
164	вывод что	2	2
165	сих пор	5	2
