N	2gram	Losev_Vesc_1	Myslijsy
1	потому что	16	49
2	для нас	2	31
3	и в	21	24
4	может быть	16	23
5	то что	27	20
6	и не	29	19
7	а не	19	18
8	в том	8	18
9	что в	9	16
10	по себе	13	15
11	не только	36	15
12	того же	5	14
13	было бы	14	13
14	не в	5	13
15	в слове	2	13
16	но не	5	12
17	не может	17	12
18	то же	6	12
19	мы можем	4	12
20	если бы	5	11
21	что мы	14	11
22	что и	3	11
23	мы не	6	11
24	только в	14	11
25	таким образом	8	11
26	для него	4	10
27	в себе	14	10
28	так что	5	10
29	так как	7	10
30	тогда когда	5	10
31	независимо от	5	9
32	вовсе не	10	9
33	в нем	2	9
34	как бы	12	9
35	но и	18	9
36	то и	4	9
37	а только	3	8
38	а в	4	8
39	том что	8	8
40	в этом	4	8
41	прежде всего	9	7
42	во всяком	3	7
43	всяком случае	2	7
44	сами по	3	7
45	зрения и	2	7
46	во всех	2	7
47	как и	8	7
48	того что	8	7
49	между собою	6	7
50	тем что	2	7
51	с этим	3	7
52	в чем	6	7
53	с другой	6	6
54	в одном	2	6
55	не есть	49	6
56	и того	2	6
57	и как	8	6
58	свою очередь	4	6
59	в свою	4	6
60	тем не	3	6
61	и т	19	6
62	есть только	7	6
63	в то	3	6
64	и только	3	6
65	слова в	2	5
66	не менее	3	5
67	по крайней	4	5
68	с ним	8	5
69	есть не	14	5
70	крайней мере	4	5
71	что они	6	5
72	тот же	3	5
73	что не	5	5
74	на то	4	5
75	о том	6	5
76	и их	7	5
77	так и	3	5
78	а и	9	5
79	от того	3	5
80	для того	2	5
81	с другими	8	5
82	в мысли	3	5
83	или не	2	5
84	бы ни	2	5
85	из них	4	5
86	все же	4	5
87	сам по	3	4
88	никогда не	2	4
89	уже не	9	4
90	одна из	5	4
91	и другое	4	4
92	еще не	8	4
93	и если	2	4
94	должны быть	4	4
95	в самом	9	4
96	между прочим	3	4
97	в котором	3	4
98	только один	2	4
99	с а	4	4
100	с одной	3	4
101	что оно	8	4
102	если не	3	4
103	и что	15	4
104	тому как	4	4
105	подобно тому	4	4
106	себе не	3	4
107	с тем	5	4
108	но в	5	4
109	для меня	2	4
110	с чем	7	3
111	что это	13	3
112	но даже	3	3
113	на нас	2	3
114	это не	5	3
115	оно не	3	3
116	и от	3	3
117	и все	5	3
118	хотя и	4	3
119	то это	3	3
120	что на	2	3
121	о которой	2	3
122	ни было	4	3
123	одной стороны	3	3
124	и может	2	3
125	но это	10	3
126	мог бы	5	3
127	относится к	5	3
128	в самой	2	3
129	в ней	12	3
130	и во	3	3
131	его в	2	3
132	но она	3	3
133	и тем	3	3
134	не с	7	3
135	слова и	5	3
136	себе в	3	3
137	со стороны	5	3
138	что она	15	3
139	только тогда	3	3
140	находится в	3	3
141	есть нечто	6	3
142	только что	2	3
143	мы говорим	5	3
144	т д	19	3
145	и притом	3	3
146	быть не	4	3
147	если мы	8	3
148	и у	3	3
149	и для	9	3
150	той же	2	3
151	с ними	3	3
152	и то	10	3
153	чем бы	2	3
154	могла бы	3	3
155	то не	4	3
156	это будет	3	3
157	но на	2	2
158	предполагает что	10	2
159	и есть	26	2
160	с в	2	2
161	перестает быть	3	2
162	из себя	3	2
163	и его	2	2
164	или что	3	2
165	что у	5	2
166	но он	2	2
167	хотя бы	6	2
168	и это	14	2
169	в жизни	3	2
170	что все	2	2
171	с нею	18	2
172	между ними	3	2
173	вбирает в	3	2
174	может в	2	2
175	в собственном	2	2
176	есть прежде	2	2
177	и образ	3	2
178	бы что	2	2
179	бы в	5	2
180	у нас	7	2
181	все эти	3	2
182	у него	2	2
183	но что	2	2
184	одно и	5	2
185	ли мы	2	2
186	в действительности	7	2
187	собою и	4	2
188	оба эти	3	2
189	сама по	3	2
190	она есть	8	2
191	понимать себя	6	2
192	и следовательно	7	2
193	к ней	2	2
194	но если	8	2
195	в его	2	2
196	и потому	5	2
197	себя и	4	2
198	для нее	2	2
199	если это	2	2
200	один из	3	2
201	не знаем	2	2
202	ни с	6	2
203	нам не	2	2
204	все это	5	2
205	другой стороны	2	2
206	вообще и	4	2
207	что есть	5	2
208	чего не	2	2
209	а с	3	2
210	в себя	13	2
211	мы находим	2	2
212	но только	3	2
213	самом деле	4	2
214	того чтобы	3	2
215	что такое	12	2
216	мы видим	2	2
217	должно быть	6	2
218	как это	2	2
219	или в	2	2
220	это что	4	2
221	и здесь	4	2
222	нас в	3	2
223	их в	3	2
224	сказать что	17	2
225	тому что	2	2
226	то мы	2	2
227	ничем не	3	2
228	что только	3	2
229	быть только	3	2
230	даже и	4	2
231	не то	4	2
232	в другом	2	2
233	мы должны	2	2
234	на этом	2	2
235	как оно	3	2
236	а это	4	2
237	когда мы	6	2
238	оно может	2	2
239	вне себя	2	2
