N	2gram	Trubetskoy_1	FransuaR
1	и в	14	45
2	и не	19	15
3	не только	9	14
4	в этом	17	14
5	но в	2	14
6	в его	4	13
7	во всех	5	13
8	как бы	4	12
9	во время	2	12
10	что в	4	12
11	в своем	6	11
12	то же	11	11
13	в то	10	11
14	прежде всего	8	10
15	в том	17	10
16	в нем	5	10
17	но и	10	10
18	как и	4	10
19	и с	7	10
20	же время	10	9
21	в ней	2	8
22	жизни и	4	8
23	таким образом	11	8
24	так же	2	8
25	в конце	3	7
26	том что	9	7
27	не в	4	7
28	что и	3	7
29	все это	6	7
30	потому что	5	7
31	всех этих	3	6
32	что он	6	6
33	в этой	4	6
34	он не	5	6
35	того чтобы	8	6
36	для того	6	6
37	связи с	3	6
38	так как	4	6
39	есть и	2	5
40	с ним	2	5
41	и к	6	5
42	одной из	3	5
43	но это	2	5
44	не может	22	5
45	все эти	2	5
46	на самом	6	5
47	самом деле	7	5
48	и как	3	5
49	и на	5	5
50	его в	4	5
51	все они	3	4
52	и во	3	4
53	и от	2	4
54	у него	2	4
55	но не	4	4
56	в самом	3	4
57	и о	2	4
58	мы уже	2	4
59	в их	4	4
60	а не	2	4
61	и даже	2	4
62	как на	8	4
63	а в	5	4
64	можно было	4	4
65	с этим	2	4
66	точки зрения	11	4
67	только в	5	4
68	о том	7	4
69	нисколько не	2	3
70	и ни	3	3
71	из этих	3	3
72	ни в	2	3
73	по существу	5	3
74	для него	6	3
75	в своей	5	3
76	от того	4	3
77	для всех	6	3
78	до сих	5	3
79	вместе с	4	3
80	но она	2	3
81	сих пор	5	3
82	не было	3	3
83	именно в	3	3
84	в течение	2	3
85	и вот	2	3
86	того что	3	3
87	и для	6	3
88	в другом	3	3
89	народа и	2	2
90	только для	2	2
91	не могут	4	2
92	с тем	6	2
93	и есть	2	2
94	себя и	5	2
95	жизни в	5	2
96	говорить о	3	2
97	точку зрения	4	2
98	хотя бы	5	2
99	он должен	5	2
100	что все	3	2
101	это в	2	2
102	к тому	7	2
103	в начале	2	2
104	то что	13	2
105	церкви и	9	2
106	в качестве	3	2
107	в большинстве	3	2
108	в другое	4	2
109	для них	3	2
110	было бы	5	2
111	что это	3	2
112	несмотря на	3	2
113	и если	7	2
114	друг с	14	2
115	конечно не	5	2
116	может быть	9	2
117	том же	2	2
118	если в	6	2
119	с другом	14	2
120	все же	4	2
121	благодаря этому	2	2
122	на том	3	2
123	данном случае	3	2
124	мы говорили	3	2
125	и только	5	2
126	при этом	5	2
127	лишь в	3	2
128	и что	2	2
129	в значительной	3	2
130	и наконец	2	2
131	с точки	9	2
132	к нему	2	2
133	не подлежит	2	2
134	в данном	7	2
135	больше чем	2	2
136	между тем	5	2
137	мы можем	2	2
138	но мы	3	2
139	на эту	2	2
140	и т.д	4	2
141	большинстве случаев	2	2
