N	2gram	Potebnia_M_3	Problemy
1	и в	30	35
2	как бы	3	31
3	и не	15	27
4	что он	6	24
5	в его	4	21
6	не может	6	18
7	как и	10	18
8	в нем	9	16
9	то есть	34	16
10	то же	23	15
11	и все	3	15
12	но и	19	14
13	для него	9	14
14	может быть	28	14
15	все это	4	14
16	и его	4	14
17	в этом	10	14
18	к нему	3	13
19	что я	5	13
20	он не	4	13
21	прежде всего	3	12
22	и с	2	12
23	в то	10	11
24	слова и	5	11
25	не в	15	10
26	самом деле	2	10
27	же время	5	10
28	не только	21	10
29	то что	18	10
30	так и	11	8
31	себя и	4	8
32	потому что	46	8
33	мы уже	2	8
34	все же	2	8
35	как мы	7	8
36	и слово	6	8
37	так же	3	7
38	а в	12	7
39	и наконец	2	7
40	точки зрения	2	7
41	с ним	6	7
42	вовсе не	7	7
43	еще не	5	7
44	для себя	3	7
45	отношению к	5	7
46	что же	2	7
47	в виде	2	7
48	отношении к	2	7
49	там где	3	7
50	таким образом	14	7
51	слова в	7	6
52	что в	17	6
53	в каждом	3	6
54	к тому	7	6
55	но это	6	6
56	что они	2	6
57	и что	10	6
58	у меня	2	6
59	отношение к	2	6
60	в самом	8	6
61	и на	3	6
62	не знает	3	6
63	в одном	2	6
64	от него	2	6
65	но не	7	6
66	слово с	2	6
67	в слове	32	6
68	по отношению	5	6
69	только в	21	6
70	в том	32	5
71	так что	7	5
72	и даже	2	5
73	во время	2	5
74	его с	2	5
75	этого слова	11	5
76	даже в	2	5
77	на него	3	5
78	как в	10	5
79	к своему	2	5
80	и то	8	5
81	в себе	16	5
82	и это	4	5
83	с другой	7	4
84	та же	2	4
85	сливается с	2	4
86	но все	2	4
87	на его	2	4
88	же и	3	4
89	между тем	9	4
90	но как	2	4
91	его в	3	4
92	так как	13	4
93	бы в	2	4
94	у него	2	4
95	в них	5	4
96	это слово	4	4
97	он как	2	4
98	по себе	16	4
99	по своему	2	4
100	в своей	2	4
101	только на	3	4
102	а не	15	4
103	что не	8	4
104	и без	7	4
105	тем что	7	4
106	что это	4	4
107	в чем	3	4
108	уже в	5	3
109	и от	4	3
110	его к	2	3
111	словом и	5	3
112	если б	5	3
113	в целом	3	3
114	из них	6	3
115	другой стороны	4	3
116	в форме	2	3
117	я как	5	3
118	к одному	5	3
119	но только	2	3
120	того что	18	3
121	должно быть	5	3
122	сказать что	5	3
123	говорить о	3	3
124	в начале	3	3
125	мы должны	4	3
126	этого не	3	3
127	в котором	4	3
128	с тем	7	3
129	эти слова	2	3
130	не как	2	3
131	с этим	6	3
132	в ее	2	3
133	это и	2	3
134	том что	18	3
135	со словом	4	3
136	одно и	5	3
137	было бы	9	3
138	за пределы	2	3
139	что и	13	3
140	только что	8	3
141	а с	2	3
142	уже не	6	3
143	слов в	2	3
144	а между	2	3
145	так сказать	2	2
146	не менее	5	2
147	в душе	10	2
148	слове и	5	2
149	тому что	3	2
150	столь же	4	2
151	с этой	2	2
152	что все	3	2
153	это в	2	2
154	ни в	2	2
155	такое же	3	2
156	в последнем	3	2
157	но что	2	2
158	что с	2	2
159	при этом	3	2
160	например в	6	2
161	к слову	2	2
162	мы видели	4	2
163	по которому	5	2
164	в своем	5	2
165	что оно	11	2
166	на которой	3	2
167	те же	6	2
168	и по	4	2
169	есть только	5	2
170	слова с	3	2
171	тому как	5	2
172	в которых	2	2
173	их в	2	2
174	теперь не	2	2
175	в ней	8	2
176	к ней	5	2
177	что даже	4	2
178	о том	2	2
179	в первом	3	2
180	в произведении	3	2
181	тогда и	3	2
182	слово в	4	2
183	нет ни	2	2
184	я и	3	2
185	вне себя	2	2
186	от другого	3	2
187	а как	2	2
188	и та	2	2
189	смысле этого	7	2
190	его внутреннюю	2	2
191	слово не	5	2
192	и слова	2	2
193	одной из	2	2
194	друг друга	3	2
195	с таким	2	2
196	слова не	2	2
197	вместе с	12	2
198	так в	2	2
199	бы не	4	2
200	все равно	4	2
201	слово и	3	2
202	в речи	2	2
203	и как	5	2
204	в которой	3	2
205	той же	2	2
206	такая же	2	2
207	или в	3	2
208	с другими	5	2
209	мы можем	3	2
210	сам по	5	2
211	подобно тому	2	2
212	за ним	3	2
213	и вообще	3	2
214	и самое	2	2
215	в каждой	4	2
216	это было	3	2
